Question ; frequence ; exact_match ; f1 ; pred_in_ans ; loss ; one_of_pred_in_one_of_ans ; inverted_size ; nb_preds ; nb_preds_differentes
 
What / Which NN[*]? ; 3976.0 ; 0.4024144869215292 ; 6.4515722019151704 ; 16.473843058350102 ; 51.98692152917505 ; 99.82394366197182 ; 84.36825534193 ; 23.875 ; 23.875
Where? ; 477.0 ; 0.20964360587002095 ; 3.778272329881652 ; 11.320754716981131 ; 54.926624737945495 ; 99.58071278825996 ; 85.04494456237182 ; 21.566037735849058 ; 21.566037735849058
Other ; 1072.0 ; 0.5597014925373134 ; 5.159637099717496 ; 18.097014925373134 ; 64.55223880597015 ; 99.90671641791045 ; 85.21410090396893 ; 23.342350746268657 ; 23.342350746268657
Who? ; 1185.0 ; 0.08438818565400844 ; 1.8988830277970847 ; 7.594936708860759 ; 63.79746835443038 ; 100.0 ; 85.5136905023837 ; 24.514767932489452 ; 24.514767932489452
What name / is called? ; 325.0 ; 0.3076923076923077 ; 5.038361638361639 ; 12.923076923076923 ; 60.0 ; 100.0 ; 82.77414271637701 ; 22.76923076923077 ; 22.76923076923077
When / What year? ; 943.0 ; 0.10604453870625663 ; 1.3855146233039066 ; 3.9236479321314954 ; 29.056203605514316 ; 98.51537645811241 ; 84.70460777365173 ; 23.03711558854719 ; 23.03711558854719
What VB[*]? ; 1367.0 ; 0.29261155815654716 ; 4.721535305544342 ; 17.190929041697146 ; 68.54425749817118 ; 99.92684711046087 ; 85.7832368438138 ; 22.08412582297001 ; 22.08412582297001
How much / many? ; 757.0 ; 0.3963011889035667 ; 4.364741012693456 ; 10.171730515191545 ; 24.570673712021136 ; 97.35799207397622 ; 84.39262916158009 ; 22.54029062087186 ; 22.54029062087186
How? ; 468.0 ; 0.42735042735042733 ; 3.9097374169613586 ; 13.461538461538462 ; 61.53846153846154 ; 99.35897435897436 ; 85.81047600644148 ; 22.083333333333332 ; 22.083333333333332
MOYENNE TOUT TYPE ; 10570.0 ; 0.33112582781456956 ; 4.708345031000384 ; 13.68968779564806 ; 53.519394512771996 ; 99.54588457899716 ; 84.84258377817831 ; 23.273226111636706 ; 23.273226111636706
