Question ; frequence ; exact_match ; f1 ; pred_in_ans ; loss ; one_of_pred_in_one_of_ans ; inverted_size ; nb_preds ; nb_preds_differentes
 
What / Which NN[*]? ; 3976.0 ; 11.242454728370221 ; 16.517930163627856 ; 36.31790744466801 ; 56.916498993963785 ; 6.614688128772636 ; 21.346865377922025 ; 3.819416498993964 ; 3.685865191146881
Where? ; 477.0 ; 11.320754716981131 ; 15.804609436684908 ; 29.979035639413 ; 44.23480083857442 ; 4.1928721174004195 ; 26.717490602331655 ; 4.044025157232705 ; 3.951781970649895
Other ; 1072.0 ; 6.343283582089552 ; 10.843404377617267 ; 44.309701492537314 ; 79.19776119402985 ; 6.343283582089552 ; 15.309582956108569 ; 2.8815298507462686 ; 2.7574626865671643
Who? ; 1185.0 ; 11.983122362869198 ; 15.372228334253657 ; 24.135021097046412 ; 32.48945147679325 ; 1.1814345991561181 ; 27.42803399272673 ; 4.681012658227848 ; 4.512236286919832
What name / is called? ; 325.0 ; 16.307692307692307 ; 23.201409701409705 ; 34.15384615384615 ; 41.53846153846154 ; 1.5384615384615385 ; 25.734942848195278 ; 4.2153846153846155 ; 4.055384615384615
When / What year? ; 943.0 ; 8.16542948038176 ; 10.459020152328186 ; 14.103923647932131 ; 12.725344644750795 ; 56.20360551431601 ; 29.577215381408458 ; 4.724284199363733 ; 4.535524920466596
What VB[*]? ; 1367.0 ; 3.950256035113387 ; 8.867079203486092 ; 43.81858083394294 ; 87.8566203365033 ; 6.291148500365765 ; 13.352570589037583 ; 2.310899780541331 ; 2.222384784198976
How much / many? ; 757.0 ; 15.191545574636724 ; 21.050928375895356 ; 20.871862615587848 ; 13.21003963011889 ; 53.36856010568032 ; 28.783699138938765 ; 5.16776750330251 ; 4.9696169088507265
How? ; 468.0 ; 7.051282051282051 ; 14.203840912174245 ; 36.324786324786324 ; 65.38461538461539 ; 27.99145299145299 ; 19.437376377814317 ; 3.1965811965811968 ; 3.1047008547008548
MOYENNE TOUT TYPE ; 10570.0 ; 9.867549668874172 ; 14.679457980699985 ; 33.292336802270576 ; 52.69631031220435 ; 14.389782403027436 ; 21.94205864605482 ; 3.7978240302743616 ; 3.6604541154210026
