Question ; frequence ; exact_match ; f1 ; pred_in_ans ; loss ; one_of_pred_in_one_of_ans ; inverted_size ; nb_preds ; nb_preds_differentes
 
What / Which NN[*]? ; 3976.0 ; 0.2012072434607646 ; 11.880664691463005 ; 3.2193158953722336 ; 8.07344064386318 ; 99.82394366197182 ; 1218.3114652145846 ; 145.66825955734407 ; 104.5397384305835
Where? ; 477.0 ; 0.0 ; 8.500314662895548 ; 2.3060796645702304 ; 5.241090146750524 ; 99.58071278825996 ; 1210.0904835682786 ; 129.19496855345912 ; 93.27253668763103
Other ; 1072.0 ; 0.4664179104477612 ; 12.409659761246411 ; 5.690298507462686 ; 14.17910447761194 ; 99.90671641791045 ; 1225.5159429496216 ; 141.06436567164178 ; 102.59421641791045
Who? ; 1185.0 ; 0.08438818565400844 ; 4.683986403271584 ; 1.350210970464135 ; 4.050632911392405 ; 100.0 ; 1228.2972479806601 ; 147.4717299578059 ; 107.19324894514767
What name / is called? ; 325.0 ; 0.0 ; 9.325267191330537 ; 1.2307692307692308 ; 3.6923076923076925 ; 100.0 ; 1197.8442176748526 ; 140.84307692307692 ; 97.91076923076923
When / What year? ; 943.0 ; 0.10604453870625663 ; 2.407601824356861 ; 1.0604453870625663 ; 2.2269353128313893 ; 98.51537645811241 ; 1222.8497519276248 ; 139.35418875927888 ; 100.1983032873807
What VB[*]? ; 1367.0 ; 0.29261155815654716 ; 11.612353412730801 ; 4.462326261887345 ; 11.485003657644477 ; 99.92684711046087 ; 1222.2220340085325 ; 130.74835405998536 ; 95.65837600585223
How much / many? ; 757.0 ; 0.3963011889035667 ; 13.983534575266635 ; 2.906208718626156 ; 1.453104359313078 ; 97.35799207397622 ; 1214.693866786406 ; 137.13870541611624 ; 98.50462351387054
How? ; 468.0 ; 0.0 ; 12.150994697053795 ; 4.700854700854701 ; 11.324786324786325 ; 99.35897435897436 ; 1223.555636631451 ; 130.6965811965812 ; 95.36324786324786
MOYENNE TOUT TYPE ; 10570.0 ; 0.20813623462630085 ; 10.179112651262349 ; 3.1693472090823085 ; 7.5685903500473035 ; 99.54588457899716 ; 1220.0450689173986 ; 140.74512771996217 ; 101.55316934720908
