Question ; frequence ; exact_match ; f1 ; pred_in_ans ; loss ; one_of_pred_in_one_of_ans ; inverted_size ; nb_preds ; nb_preds_differentes
 
What / Which NN[*]? ; 3976.0 ; 0.528169014084507 ; 9.926657154928076 ; 5.231388329979879 ; 16.02112676056338 ; 99.82394366197182 ; 510.64161493003843 ; 85.87701207243461 ; 64.88732394366197
Where? ; 477.0 ; 0.0 ; 5.179133589476871 ; 2.0964360587002098 ; 14.884696016771489 ; 99.58071278825996 ; 510.56491669988065 ; 76.76939203354297 ; 58.23060796645702
Other ; 1072.0 ; 0.4664179104477612 ; 9.28553009693517 ; 7.462686567164179 ; 28.544776119402986 ; 99.90671641791045 ; 514.2165926655032 ; 83.35820895522389 ; 63.725746268656714
Who? ; 1185.0 ; 0.08438818565400844 ; 2.993594065690927 ; 1.8565400843881856 ; 12.320675105485233 ; 100.0 ; 514.6236761989502 ; 87.27679324894515 ; 66.57890295358649
What name / is called? ; 325.0 ; 0.0 ; 7.136295328603021 ; 2.769230769230769 ; 12.307692307692308 ; 100.0 ; 501.93625300669623 ; 82.72923076923077 ; 60.926153846153845
When / What year? ; 943.0 ; 0.0 ; 2.0912079244947477 ; 1.0604453870625663 ; 9.75609756097561 ; 98.51537645811241 ; 512.4700832514292 ; 82.41145281018028 ; 62.431601272534465
What VB[*]? ; 1367.0 ; 0.2194586686174104 ; 8.187905273882482 ; 6.583760058522311 ; 23.408924652523776 ; 99.92684711046087 ; 515.0959395027697 ; 77.79151426481346 ; 59.79956108266276
How much / many? ; 757.0 ; 0.3963011889035667 ; 10.193179417089587 ; 4.491413474240423 ; 3.5667107001321003 ; 97.35799207397622 ; 510.4156837750082 ; 80.74768824306473 ; 61.17437252311757
How? ; 468.0 ; 0.8547008547008547 ; 8.442516634890334 ; 7.6923076923076925 ; 21.367521367521366 ; 99.35897435897436 ; 515.4310329823853 ; 77.67521367521367 ; 59.59615384615385
MOYENNE TOUT TYPE ; 10570.0 ; 0.3500473036896878 ; 7.813797442742677 ; 4.720908230842006 ; 16.452223273415328 ; 99.54588457899716 ; 512.1145587462488 ; 83.18533585619679 ; 63.159697256385996
