Question ; frequence ; exact_match ; f1 ; pred_in_ans ; loss ; one_of_pred_in_one_of_ans ; inverted_size ; nb_preds ; nb_preds_differentes
 
What / Which NN[*]? ; 3976.0 ; 9.783702213279678 ; 14.763822233070766 ; 4.300804828973843 ; 28.64688128772636 ; 36.64486921529175 ; 57.34813508230704 ; 8.143611670020121 ; 7.947183098591549
Where? ; 477.0 ; 2.5157232704402515 ; 4.783342676424437 ; 3.5639412997903563 ; 20.964360587002098 ; 35.0104821802935 ; 56.4087529609312 ; 7.39832285115304 ; 7.276729559748428
Other ; 1072.0 ; 7.182835820895522 ; 11.198598734796827 ; 7.369402985074627 ; 41.97761194029851 ; 60.26119402985075 ; 55.23813964034954 ; 7.8236940298507465 ; 7.606343283582089
Who? ; 1185.0 ; 15.69620253164557 ; 20.73429477226946 ; 3.3755274261603376 ; 13.924050632911392 ; 18.39662447257384 ; 57.39965658228832 ; 8.29367088607595 ; 8.069198312236287
What name / is called? ; 325.0 ; 10.461538461538462 ; 15.84322344322344 ; 2.4615384615384617 ; 28.615384615384617 ; 16.615384615384617 ; 56.12349718399449 ; 7.756923076923077 ; 7.587692307692308
When / What year? ; 943.0 ; 2.757158006362672 ; 10.775417375754227 ; 4.135737009544009 ; 79.63944856839873 ; 14.74019088016967 ; 53.76209023874788 ; 7.402969247083775 ; 7.1961823966065745
What VB[*]? ; 1367.0 ; 7.53474762253109 ; 11.362895090454842 ; 8.339429407461594 ; 38.03950256035113 ; 68.3979517190929 ; 54.389078027296335 ; 7.3087051938551575 ; 7.106071689831748
How much / many? ; 757.0 ; 2.1136063408190227 ; 9.240641935490016 ; 1.9815059445178336 ; 19.815059445178335 ; 24.042272126816382 ; 56.64735723913464 ; 7.232496697490093 ; 7.038309114927345
How? ; 468.0 ; 2.3504273504273505 ; 5.519036337663788 ; 4.273504273504273 ; 53.41880341880342 ; 56.41025641025641 ; 53.76676625156466 ; 7.111111111111111 ; 6.955128205128205
MOYENNE TOUT TYPE ; 10570.0 ; 8.079470198675496 ; 13.0538379894431 ; 4.758751182592242 ; 34.22894985808893 ; 38.42951750236519 ; 56.14849502110616 ; 7.797445600756859 ; 7.6001892147587515
