Question ; frequence ; exact_match ; f1 ; pred_in_ans ; loss ; one_of_pred_in_one_of_ans ; inverted_size ; nb_preds ; nb_preds_differentes
 
What / Which NN[*]? ; 3976.0 ; 12.95271629778672 ; 18.450634975652314 ; 38.27967806841046 ; 94.2655935613682 ; 6.614688128772636 ; 21.346865377922025 ; 3.819416498993964 ; 3.685865191146881
Where? ; 477.0 ; 13.836477987421384 ; 18.16143616458082 ; 32.914046121593294 ; 98.11320754716981 ; 4.1928721174004195 ; 26.717490602331655 ; 4.044025157232705 ; 3.951781970649895
Other ; 1072.0 ; 6.343283582089552 ; 11.152920990771937 ; 44.58955223880597 ; 97.10820895522389 ; 6.343283582089552 ; 15.309582956108569 ; 2.8815298507462686 ; 2.7574626865671643
Who? ; 1185.0 ; 13.333333333333334 ; 17.320745358720046 ; 26.41350210970464 ; 99.66244725738396 ; 1.1814345991561181 ; 27.42803399272673 ; 4.681012658227848 ; 4.512236286919832
What name / is called? ; 325.0 ; 19.384615384615383 ; 26.27491397491397 ; 37.84615384615385 ; 99.38461538461539 ; 1.5384615384615385 ; 25.734942848195278 ; 4.2153846153846155 ; 4.055384615384615
When / What year? ; 943.0 ; 10.392364793213149 ; 13.489453251690238 ; 16.96712619300106 ; 28.63202545068929 ; 56.20360551431601 ; 29.577215381408458 ; 4.724284199363733 ; 4.535524920466596
What VB[*]? ; 1367.0 ; 4.6086320409656185 ; 9.534497414796036 ; 43.964886613021214 ; 98.97585954645209 ; 6.291148500365765 ; 13.352570589037583 ; 2.310899780541331 ; 2.222384784198976
How much / many? ; 757.0 ; 15.191545574636724 ; 21.641081654291703 ; 21.136063408190225 ; 36.32760898282695 ; 53.36856010568032 ; 28.783699138938765 ; 5.16776750330251 ; 4.9696169088507265
How? ; 468.0 ; 7.6923076923076925 ; 15.112324641170794 ; 37.39316239316239 ; 71.58119658119658 ; 27.99145299145299 ; 19.437376377814317 ; 3.1965811965811968 ; 3.1047008547008548
MOYENNE TOUT TYPE ; 10570.0 ; 11.182592242194891 ; 16.296326436563227 ; 34.90066225165563 ; 85.08987701040681 ; 14.389782403027436 ; 21.94205864605482 ; 3.7978240302743616 ; 3.6604541154210026
