Question ; frequence ; exact_match ; f1 ; pred_in_ans ; loss ; one_of_pred_in_one_of_ans ; inverted_size ; nb_preds ; nb_preds_differentes
 
What / Which NN[*]? ; 3976.0 ; 12.198189134808853 ; 17.54299824677233 ; 37.27364185110664 ; 56.916498993963785 ; 6.614688128772636 ; 21.346865377922025 ; 3.819416498993964 ; 3.685865191146881
Where? ; 477.0 ; 13.20754716981132 ; 17.428848230735024 ; 31.446540880503143 ; 44.23480083857442 ; 4.1928721174004195 ; 26.717490602331655 ; 4.044025157232705 ; 3.951781970649895
Other ; 1072.0 ; 6.343283582089552 ; 11.030693249607632 ; 44.68283582089552 ; 79.19776119402985 ; 6.343283582089552 ; 15.309582956108569 ; 2.8815298507462686 ; 2.7574626865671643
Who? ; 1185.0 ; 11.89873417721519 ; 15.402166047735676 ; 24.050632911392405 ; 32.48945147679325 ; 1.1814345991561181 ; 27.42803399272673 ; 4.681012658227848 ; 4.512236286919832
What name / is called? ; 325.0 ; 18.153846153846153 ; 25.648962148962152 ; 36.61538461538461 ; 41.53846153846154 ; 1.5384615384615385 ; 25.734942848195278 ; 4.2153846153846155 ; 4.055384615384615
When / What year? ; 943.0 ; 8.8016967126193 ; 11.532342376233654 ; 15.164369034994698 ; 12.725344644750795 ; 56.20360551431601 ; 29.577215381408458 ; 4.724284199363733 ; 4.535524920466596
What VB[*]? ; 1367.0 ; 4.242867593269934 ; 9.18534177485766 ; 43.964886613021214 ; 87.8566203365033 ; 6.291148500365765 ; 13.352570589037583 ; 2.310899780541331 ; 2.222384784198976
How much / many? ; 757.0 ; 14.134742404227213 ; 19.946317443014944 ; 19.815059445178335 ; 13.21003963011889 ; 53.36856010568032 ; 28.783699138938765 ; 5.16776750330251 ; 4.9696169088507265
How? ; 468.0 ; 7.264957264957265 ; 14.476022434355766 ; 36.111111111111114 ; 65.38461538461539 ; 27.99145299145299 ; 19.437376377814317 ; 3.1965811965811968 ; 3.1047008547008548
MOYENNE TOUT TYPE ; 10570.0 ; 10.387890255439924 ; 15.305809473457506 ; 33.85052034058656 ; 52.69631031220435 ; 14.389782403027436 ; 21.94205864605482 ; 3.7978240302743616 ; 3.6604541154210026
