word,cosine,class
-10,0.4367756931316683,1
-9,0.44129501466226234,1
-8,0.4399791505161243,1
-7,0.44330907619088006,1
-6,0.44879220605365916,1
-5,0.454113504858435,1
-4,0.46016538728895023,1
-3,0.462479113280516,1
-2,0.4640711746594411,1
-1,0.4818250171505759,1
0,0.3578951845403407,1
1,0.4352229142155951,1
2,0.45372296438889237,1
3,0.4459119251716154,1
4,0.4396141084505157,1
5,0.4374246638639309,1
6,0.4360126657044979,1
7,0.4307399915743585,1
8,0.424767732630034,1
9,0.42087875810835373,1
10,0.415794993608786,1
