Question ; frequence ; exact_match ; f1 ; pred_in_ans ; loss ; one_of_pred_in_one_of_ans ; inverted_size ; nb_preds ; nb_preds_differentes
 
What / Which NN[*]? ; 3976.0 ; 18.838028169014084 ; 25.511401569462723 ; 45.97585513078471 ; 56.916498993963785 ; 6.614688128772636 ; 21.346865377922025 ; 3.819416498993964 ; 3.685865191146881
Where? ; 477.0 ; 20.754716981132077 ; 27.084969537799736 ; 42.34800838574424 ; 44.23480083857442 ; 4.1928721174004195 ; 26.717490602331655 ; 4.044025157232705 ; 3.951781970649895
Other ; 1072.0 ; 7.835820895522388 ; 12.545976869188483 ; 46.082089552238806 ; 79.19776119402985 ; 6.343283582089552 ; 15.309582956108569 ; 2.8815298507462686 ; 2.7574626865671643
Who? ; 1185.0 ; 23.544303797468356 ; 28.6638054865903 ; 38.143459915611814 ; 32.48945147679325 ; 1.1814345991561181 ; 27.42803399272673 ; 4.681012658227848 ; 4.512236286919832
What name / is called? ; 325.0 ; 19.384615384615383 ; 25.86754356754357 ; 37.53846153846154 ; 41.53846153846154 ; 1.5384615384615385 ; 25.734942848195278 ; 4.2153846153846155 ; 4.055384615384615
When / What year? ; 943.0 ; 16.43690349946978 ; 20.793641934457924 ; 24.072110286320253 ; 12.725344644750795 ; 56.20360551431601 ; 29.577215381408458 ; 4.724284199363733 ; 4.535524920466596
What VB[*]? ; 1367.0 ; 5.26700804681785 ; 10.931835296922424 ; 45.64740307242136 ; 87.8566203365033 ; 6.291148500365765 ; 13.352570589037583 ; 2.310899780541331 ; 2.222384784198976
How much / many? ; 757.0 ; 31.175693527080583 ; 38.761712381263244 ; 36.459709379128135 ; 13.21003963011889 ; 53.36856010568032 ; 28.783699138938765 ; 5.16776750330251 ; 4.9696169088507265
How? ; 468.0 ; 13.461538461538462 ; 24.23447101331717 ; 44.01709401709402 ; 65.38461538461539 ; 27.99145299145299 ; 19.437376377814317 ; 3.1965811965811968 ; 3.1047008547008548
MOYENNE TOUT TYPE ; 10570.0 ; 17.029328287606432 ; 23.21781299682885 ; 41.920529801324506 ; 52.69631031220435 ; 14.389782403027436 ; 21.94205864605482 ; 3.7978240302743616 ; 3.6604541154210026
