,a,strike,by,what,entity,resulted,in,a,halt,to,production,for,network,programs,in,the,2007-2008,season,?
the,0.5829201340675354,0.2324564903974533,0.4408751428127289,0.42745697498321533,0.2403784692287445,0.2975946068763733,0.6662389636039734,0.5829201340675354,0.2116575539112091,0.535392165184021,0.2657334506511688,0.4739971458911896,0.27187061309814453,0.21757709980010986,0.6662389636039734,1.0,0.15931062400341034,0.2507155239582062,0.22068053483963013
writers,0.24229104816913605,0.15697699785232544,0.24803778529167175,0.2374120056629181,0.12142287939786911,0.13804209232330322,0.22500865161418915,0.24229104816913605,0.10665757954120636,0.2548443675041199,0.1355373114347458,0.23274162411689758,0.1326252669095993,0.28868159651756287,0.22500865161418915,0.26940304040908813,-0.028001802042126656,0.14955748617649078,0.1693820208311081
guild,0.19748850166797638,0.19143328070640564,0.16919328272342682,0.18422462046146393,0.11086789518594742,0.11263420432806015,0.20659096539020538,0.19748850166797638,0.09926434606313705,0.2338927984237671,0.26246416568756104,0.305280864238739,0.1938440352678299,0.31554490327835083,0.20659096539020538,0.267109215259552,0.07781576365232468,0.2013588696718216,0.11466185003519058
of,0.5052502155303955,0.17629693448543549,0.3646814823150635,0.33290785551071167,0.21258564293384552,0.3479447662830353,0.5696388483047485,0.5052502155303955,0.1687774956226349,0.41548454761505127,0.1928233802318573,0.4185989499092102,0.21800683438777924,0.18037469685077667,0.5696388483047485,0.733189046382904,0.11669120192527771,0.1598338931798935,0.1826142966747284
america,0.22012436389923096,0.1735103875398636,0.20156630873680115,0.2517423629760742,0.11038678139448166,0.16877909004688263,0.3098583221435547,0.22012436389923096,0.023608971387147903,0.2636699676513672,0.1335844099521637,0.243271604180336,0.2160404473543167,0.17440806329250336,0.3098583221435547,0.37090015411376953,-0.011407304555177689,0.19839593768119812,0.19333907961845398
strike,0.2384190857410431,1.0,0.20708681643009186,0.24317631125450134,0.09507255256175995,0.2436358481645584,0.2068100869655609,0.2384190857410431,0.25515687465667725,0.26054802536964417,0.23330938816070557,0.1822957545518875,0.15624941885471344,0.14405350387096405,0.2068100869655609,0.2324564903974533,-0.0020969598554074764,0.17178019881248474,0.20633886754512787
that,0.47537946701049805,0.26788485050201416,0.37496164441108704,0.6297725439071655,0.29692912101745605,0.22833308577537537,0.435920387506485,0.47537946701049805,0.20672518014907837,0.5436353087425232,0.2620202302932739,0.4137635827064514,0.2984007000923157,0.3190736472606659,0.435920387506485,0.5473989248275757,0.13820768892765045,0.21767571568489075,0.32716336846351624
halted,0.23035340011119843,0.1993013173341751,0.24945712089538574,0.1885741651058197,0.1024385541677475,0.45743218064308167,0.21706044673919678,0.23035340011119843,0.646317183971405,0.27262261509895325,0.15280598402023315,0.23038169741630554,0.16034451127052307,0.10699056088924408,0.21706044673919678,0.29331764578819275,0.08746173977851868,0.23526683449745178,0.202400803565979
production,0.19671310484409332,0.23330938816070557,0.24570661783218384,0.16636081039905548,0.11780815571546555,0.18361525237560272,0.22079120576381683,0.19671310484409332,0.16734689474105835,0.2144220918416977,1.0,0.26936712861061096,0.2118968814611435,0.2835107445716858,0.22079120576381683,0.2657334506511688,0.004371060524135828,0.27442798018455505,0.19318072497844696
of,0.5052502155303955,0.17629693448543549,0.3646814823150635,0.33290785551071167,0.21258564293384552,0.3479447662830353,0.5696388483047485,0.5052502155303955,0.1687774956226349,0.41548454761505127,0.1928233802318573,0.4185989499092102,0.21800683438777924,0.18037469685077667,0.5696388483047485,0.733189046382904,0.11669120192527771,0.1598338931798935,0.1826142966747284
network,0.17299489676952362,0.15624941885471344,0.214903324842453,0.16917307674884796,0.22226858139038086,0.14769794046878815,0.19496823847293854,0.17299489676952362,0.19094093143939972,0.25940340757369995,0.2118968814611435,0.253274142742157,1.0000001192092896,0.41126325726509094,0.19496823847293854,0.27187061309814453,0.045064348727464676,0.27325206995010376,0.17853789031505585
programs,0.25316864252090454,0.14405350387096405,0.2369476854801178,0.23178155720233917,0.20722638070583344,0.2049507349729538,0.2276356965303421,0.25316864252090454,0.11520375311374664,0.23389451205730438,0.2835107445716858,0.3644469678401947,0.41126325726509094,1.0000001192092896,0.2276356965303421,0.21757709980010986,0.010544813238084316,0.16178523004055023,0.16452431678771973
for,0.44038116931915283,0.1822957545518875,0.3248702883720398,0.3017193675041199,0.18166229128837585,0.28806254267692566,0.4322226941585541,0.44038116931915283,0.1956627517938614,0.4451248347759247,0.26936712861061096,0.9999999403953552,0.253274142742157,0.3644469678401947,0.4322226941585541,0.4739971458911896,0.12657709419727325,0.24490800499916077,0.264628142118454
much,0.2958075702190399,0.17986811697483063,0.24959969520568848,0.45316147804260254,0.144466370344162,0.19259126484394073,0.2725222110748291,0.2958075702190399,0.19514338672161102,0.40610215067863464,0.23453132808208466,0.2994346022605896,0.1864682137966156,0.2422364503145218,0.2725222110748291,0.35023224353790283,0.10073786228895187,0.1566205769777298,0.23442231118679047
of,0.5052502155303955,0.17629693448543549,0.3646814823150635,0.33290785551071167,0.21258564293384552,0.3479447662830353,0.5696388483047485,0.5052502155303955,0.1687774956226349,0.41548454761505127,0.1928233802318573,0.4185989499092102,0.21800683438777924,0.18037469685077667,0.5696388483047485,0.733189046382904,0.11669120192527771,0.1598338931798935,0.1826142966747284
the,0.5829201340675354,0.2324564903974533,0.4408751428127289,0.42745697498321533,0.2403784692287445,0.2975946068763733,0.6662389636039734,0.5829201340675354,0.2116575539112091,0.535392165184021,0.2657334506511688,0.4739971458911896,0.27187061309814453,0.21757709980010986,0.6662389636039734,1.0,0.15931062400341034,0.2507155239582062,0.22068053483963013
2007–08,-0.07681229710578918,-0.043925683945417404,-0.13302256166934967,-0.1590416431427002,-0.1586388647556305,-0.0263113584369421,-0.20407670736312866,-0.07681229710578918,-0.0713406428694725,-0.1719151735305786,-0.013682914897799492,-0.183742493391037,-0.09013654291629791,-0.11807069927453995,-0.20407670736312866,-0.184219092130661,0.19348964095115662,-0.06160613149404526,-0.20450130105018616
season,0.1855505406856537,0.17178019881248474,0.10566911846399307,0.12117787450551987,0.07261332124471664,0.2082834392786026,0.2184021919965744,0.1855505406856537,0.14994075894355774,0.22382742166519165,0.27442798018455505,0.24490800499916077,0.27325206995010376,0.16178523004055023,0.2184021919965744,0.2507155239582062,0.03135356679558754,1.0,0.16793298721313477
affected,0.22631970047950745,0.216055229306221,0.289350301027298,0.2881362736225128,0.19807901978492737,0.4699696898460388,0.33125343918800354,0.22631970047950745,0.15802530944347382,0.2845737338066101,0.17027397453784943,0.24661961197853088,0.2114342302083969,0.20204338431358337,0.33125343918800354,0.32402780652046204,0.1202392503619194,0.1585911512374878,0.21614891290664673
the,0.5829201340675354,0.2324564903974533,0.4408751428127289,0.42745697498321533,0.2403784692287445,0.2975946068763733,0.6662389636039734,0.5829201340675354,0.2116575539112091,0.535392165184021,0.2657334506511688,0.4739971458911896,0.27187061309814453,0.21757709980010986,0.6662389636039734,1.0,0.15931062400341034,0.2507155239582062,0.22068053483963013
network,0.17299489676952362,0.15624941885471344,0.214903324842453,0.16917307674884796,0.22226858139038086,0.14769794046878815,0.19496823847293854,0.17299489676952362,0.19094093143939972,0.25940340757369995,0.2118968814611435,0.253274142742157,1.0000001192092896,0.41126325726509094,0.19496823847293854,0.27187061309814453,0.045064348727464676,0.27325206995010376,0.17853789031505585
in,0.539380669593811,0.2068100869655609,0.370934396982193,0.30808621644973755,0.22507517039775848,0.3197503983974457,1.0,0.539380669593811,0.13919182121753693,0.45010748505592346,0.22079120576381683,0.4322226941585541,0.19496823847293854,0.2276356965303421,1.0,0.6662389636039734,0.015132949687540531,0.2184021919965744,0.20430970191955566
2007–08,-0.07681229710578918,-0.043925683945417404,-0.13302256166934967,-0.1590416431427002,-0.1586388647556305,-0.0263113584369421,-0.20407670736312866,-0.07681229710578918,-0.0713406428694725,-0.1719151735305786,-0.013682914897799492,-0.183742493391037,-0.09013654291629791,-0.11807069927453995,-0.20407670736312866,-0.184219092130661,0.19348964095115662,-0.06160613149404526,-0.20450130105018616
