,who,was,the,most,influential,researcher,among,those,grappling,with,the,deficit,of,work,surrounding,the,complexity,posed,by,algorithmic,problems,?
most,0.35393568873405457,0.29933857917785645,0.47635307908058167,1.0,0.46078428626060486,0.2068093866109848,0.5484373569488525,0.4513194262981415,0.24989402294158936,0.336320698261261,0.47635307908058167,0.23192952573299408,0.4178851246833801,0.2797144949436188,0.24690331518650055,0.47635307908058167,0.22505328059196472,0.15833665430545807,0.270847886800766,0.18074488639831543,0.25217464566230774,0.2107497900724411
influential,0.33512747287750244,0.3755773901939392,0.2541041374206543,0.46078428626060486,1.0,0.3087669610977173,0.42857298254966736,0.21352477371692657,0.19354864954948425,0.14320960640907288,0.2541041374206543,0.2071925848722458,0.35619789361953735,0.3126862645149231,0.14584866166114807,0.2541041374206543,0.3300216794013977,0.2884446680545807,0.3017306327819824,0.22969824075698853,0.20495842397212982,0.1465693712234497
among,0.32480236887931824,0.23730893433094025,0.3507058024406433,0.5484373569488525,0.42857298254966736,0.22721919417381287,0.9999999403953552,0.4040324091911316,0.18116983771324158,0.2968312203884125,0.3507058024406433,0.17593777179718018,0.3679063022136688,0.20581555366516113,0.23508630692958832,0.3507058024406433,0.23413874208927155,0.19251516461372375,0.3222726583480835,0.1783890575170517,0.2574266791343689,0.14343059062957764
these,0.34544891119003296,0.19784674048423767,0.49086877703666687,0.4825916290283203,0.1995648294687271,0.2040984034538269,0.4079827070236206,0.7154475450515747,0.27914851903915405,0.37595367431640625,0.49086877703666687,0.2747221291065216,0.42684608697891235,0.35535284876823425,0.34336408972740173,0.49086877703666687,0.3009989559650421,0.22169466316699982,0.33332425355911255,0.2500019371509552,0.3757026791572571,0.2571668326854706
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.29933857917785645,0.3755773901939392,0.29926952719688416,0.23730893433094025,0.21886132657527924,0.12012827396392822,0.27411898970603943,0.48711544275283813,0.20591752231121063,0.4069072902202606,0.24745555222034454,0.1394682377576828,0.48711544275283813,0.17062535881996155,0.2885967195034027,0.4752357602119446,0.16138127446174622,0.1851695030927658,0.18412111699581146
the,0.3733934462070465,0.48711544275283813,1.0,0.47635307908058167,0.2541041374206543,0.232890784740448,0.3507058024406433,0.42861196398735046,0.22371217608451843,0.4223487675189972,1.0,0.2421877682209015,0.733189046382904,0.2704800069332123,0.37289485335350037,1.0,0.21171598136425018,0.23124444484710693,0.4408751428127289,0.21278803050518036,0.2659202516078949,0.22068053483963013
definition,0.11727189272642136,0.1828300952911377,0.23176956176757812,0.22048233449459076,0.21245674788951874,0.2496265321969986,0.1748170405626297,0.25500795245170593,0.19944258034229279,0.16454635560512543,0.23176956176757812,0.34542691707611084,0.24912455677986145,0.21361666917800903,0.20796123147010803,0.23176956176757812,0.445002019405365,0.1876058280467987,0.11182640492916107,0.36054596304893494,0.2330891489982605,0.2796523869037628
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.4178851246833801,0.35619789361953735,0.19495204091072083,0.3679063022136688,0.37935635447502136,0.20311716198921204,0.41827285289764404,0.733189046382904,0.22850900888442993,1.0,0.23473061621189117,0.36802753806114197,0.733189046382904,0.23338180780410767,0.24146881699562073,0.3646814823150635,0.2335241585969925,0.2450421154499054,0.1826142966747284
turing,0.24589726328849792,0.21632471680641174,0.2644472122192383,0.23340554535388947,0.3291088342666626,0.3487113416194916,0.25089097023010254,0.2788667380809784,0.25031739473342896,0.15793664753437042,0.2644472122192383,0.19255802035331726,0.2670239806175232,0.29308173060417175,0.13475188612937927,0.2644472122192383,0.41919052600860596,0.11534585803747177,0.21632690727710724,0.42831936478614807,0.22053948044776917,0.1460462063550949
machines,0.26427769660949707,0.18074968457221985,0.22618883848190308,0.28568926453590393,0.23613515496253967,0.14239950478076935,0.2035718858242035,0.3102476894855499,0.3052671253681183,0.1873357594013214,0.22618883848190308,0.12149228900671005,0.18757474422454834,0.30191904306411743,0.21005886793136597,0.22618883848190308,0.3310573697090149,0.1668107509613037,0.24781198799610138,0.34958532452583313,0.32536882162094116,0.17646311223506927
