,what,did,tesla,attribute,skin,damage,to,?
he,0.3114890456199646,0.3292143940925598,0.12373391538858414,0.12412456423044205,0.14558614790439606,0.16558954119682312,0.385390967130661,0.2089974731206894
believed,0.32626157999038696,0.3807709813117981,0.08292704075574875,0.19698220491409302,0.1956719309091568,0.16906467080116272,0.35322412848472595,0.17606885731220245
early,0.2454567849636078,0.32047218084335327,0.10564569383859634,0.14163580536842346,0.1887151300907135,0.17323589324951172,0.24557004868984222,0.15272949635982513
on,0.34226128458976746,0.2670976221561432,0.16159376502037048,0.15420548617839813,0.22873356938362122,0.2573733925819397,0.41031414270401,0.2714994251728058
that,0.6297725439071655,0.47518548369407654,0.22102725505828857,0.3227261006832123,0.25139883160591125,0.27735164761543274,0.5436353087425232,0.32716336846351624
damage,0.2590121924877167,0.24770227074623108,0.16247212886810303,0.1824890822172165,0.28846582770347595,1.0,0.23714354634284973,0.2121051400899887
to,0.455847829580307,0.4452643394470215,0.17548894882202148,0.2883511781692505,0.21441614627838135,0.23714354634284973,1.0,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.20785148441791534,0.2213820368051529,0.2545957863330841,0.535392165184021,0.22068053483963013
skin,0.22670333087444305,0.15159635245800018,0.08597852289676666,0.20305800437927246,0.9999999403953552,0.28846582770347595,0.21441614627838135,0.21488560736179352
was,0.22111038863658905,0.41399896144866943,0.16455206274986267,0.13684478402137756,0.123672254383564,0.18585361540317535,0.3636345863342285,0.18412111699581146
not,0.5449194312095642,0.6481515765190125,0.12018213421106339,0.36460697650909424,0.26214873790740967,0.2867008447647095,0.5149973034858704,0.41942933201789856
caused,0.22264783084392548,0.2858860194683075,0.05371434986591339,0.16536442935466766,0.2730032503604889,0.5883209705352783,0.2414499819278717,0.20679491758346558
by,0.2455483376979828,0.18574509024620056,0.16513796150684357,0.22101859748363495,0.189737930893898,0.21140746772289276,0.33534231781959534,0.17966607213020325
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.20785148441791534,0.2213820368051529,0.2545957863330841,0.535392165184021,0.22068053483963013
roentgen,0.17643509805202484,0.12845921516418457,0.33316570520401,0.19815626740455627,0.1839083433151245,0.15216733515262604,0.16441710293293,0.18707747757434845
rays,0.20572713017463684,0.1964990496635437,0.1748773455619812,0.1390608549118042,0.29983237385749817,0.26630699634552,0.24316629767417908,0.12651073932647705
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.1828274130821228,0.24590502679347992,0.27360406517982483,0.44245919585227966,0.31091248989105225
but,0.5029441118240356,0.49033689498901367,0.1549924612045288,0.2861769497394562,0.2146303951740265,0.2720026671886444,0.5542377829551697,0.27921953797340393
by,0.2455483376979828,0.18574509024620056,0.16513796150684357,0.22101859748363495,0.189737930893898,0.21140746772289276,0.33534231781959534,0.17966607213020325
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.20785148441791534,0.2213820368051529,0.2545957863330841,0.535392165184021,0.22068053483963013
ozone,0.17115569114685059,0.0970415249466896,0.1849561631679535,0.1601017266511917,0.3324475586414337,0.323359876871109,0.22140559554100037,0.159791961312294
generated,0.2341722995042801,0.14731889963150024,0.2448459267616272,0.3278769254684448,0.18459975719451904,0.23760445415973663,0.2428233027458191,0.28358349204063416
in,0.30808621644973755,0.2593238651752472,0.17097744345664978,0.12301790714263916,0.19003425538539886,0.21804088354110718,0.45010748505592346,0.20430970191955566
contact,0.2598453462123871,0.20494778454303741,0.11381082981824875,0.19650651514530182,0.27055051922798157,0.22736519575119019,0.29403218626976013,0.2231319397687912
with,0.2464839518070221,0.25472134351730347,0.16424812376499176,0.17767593264579773,0.22355467081069946,0.18497955799102783,0.4239959120750427,0.2433311939239502
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.20785148441791534,0.2213820368051529,0.2545957863330841,0.535392165184021,0.22068053483963013
skin,0.22670333087444305,0.15159635245800018,0.08597852289676666,0.20305800437927246,0.9999999403953552,0.28846582770347595,0.21441614627838135,0.21488560736179352
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.1828274130821228,0.24590502679347992,0.27360406517982483,0.44245919585227966,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.19560420513153076,0.16323359310626984,0.25818943977355957,0.272375226020813,0.48971283435821533,0.20544172823429108
to,0.455847829580307,0.4452643394470215,0.17548894882202148,0.2883511781692505,0.21441614627838135,0.23714354634284973,1.0,0.29463258385658264
a,0.3320399522781372,0.2552328109741211,0.2211925983428955,0.20865508913993835,0.22037984430789948,0.22061721980571747,0.45503583550453186,0.23916715383529663
lesser,0.22745417058467865,0.17610923945903778,0.06657452136278152,0.2385188341140747,0.19134119153022766,0.26181668043136597,0.20995968580245972,0.17708076536655426
extent,0.369102418422699,0.24440979957580566,0.09796749800443649,0.3106320798397064,0.19299915432929993,0.23920945823192596,0.26711156964302063,0.1940663903951645
