,what,is,the,name,given,to,the,university,'s,main,library,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.37508252263069153,0.535392165184021,1.0,0.263973206281662,-0.01540423184633255,0.38631999492645264,0.19920319318771362,0.22068053483963013
university,0.20256435871124268,0.20346471667289734,0.263973206281662,0.1568726748228073,0.14161303639411926,0.20192374289035797,0.263973206281662,1.0,-0.007441582623869181,0.19745540618896484,0.3760603964328766,0.11887256056070328
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.024429189041256905,0.03782717138528824,-0.01540423184633255,-0.007441582623869181,0.9999999403953552,0.032559316605329514,-0.09959429502487183,-0.023395681753754616
main,0.2344268560409546,0.3009335994720459,0.38631999492645264,0.19928081333637238,0.1293482929468155,0.26116618514060974,0.38631999492645264,0.19745540618896484,0.032559316605329514,1.0000001192092896,0.20055335760116577,0.1665669083595276
library,0.19149379432201385,0.16916222870349884,0.19920319318771362,0.09255752712488174,0.15299883484840393,0.19252733886241913,0.19920319318771362,0.3760603964328766,-0.09959429502487183,0.20055335760116577,0.9999999403953552,0.18938742578029633
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.249215230345726,0.42745086550712585,0.5823672413825989,0.20346471667289734,0.02396530658006668,0.3009335994720459,0.16916222870349884,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.37508252263069153,0.535392165184021,1.0,0.263973206281662,-0.01540423184633255,0.38631999492645264,0.19920319318771362,0.22068053483963013
regenstein,0.1729750633239746,0.16943266987800598,0.2519463896751404,0.08234591782093048,0.24891376495361328,0.18342319130897522,0.2519463896751404,0.25838932394981384,-0.029240453615784645,0.18365882337093353,0.2423381507396698,0.1211707666516304
library,0.19149379432201385,0.16916222870349884,0.19920319318771362,0.09255752712488174,0.15299883484840393,0.19252733886241913,0.19920319318771362,0.3760603964328766,-0.09959429502487183,0.20055335760116577,0.9999999403953552,0.18938742578029633
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.2843315005302429,0.44245919585227966,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.2989408075809479,0.16805633902549744,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.2972666025161743,0.3192405104637146,0.5345056653022766,0.6521818041801453,0.17800195515155792,0.03856118768453598,0.37042954564094543,0.1813201606273651,0.25814583897590637
contains,0.14236655831336975,0.4272567629814148,0.2846323549747467,0.19395658373832703,0.18925535678863525,0.22413384914398193,0.2846323549747467,0.10417800396680832,-0.07157284766435623,0.2298143208026886,0.23732417821884155,0.15215006470680237
one,0.376489520072937,0.4544198513031006,0.5514441132545471,0.27018114924430847,0.3207673132419586,0.4025384783744812,0.5514441132545471,0.2106119841337204,0.06913424283266068,0.3519288897514343,0.19550721347332,0.2673267424106598
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,0.39388060569763184,0.41548454761505127,0.733189046382904,0.30646374821662903,-0.03817026689648628,0.3177044689655304,0.21889357268810272,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.37508252263069153,0.535392165184021,1.0,0.263973206281662,-0.01540423184633255,0.38631999492645264,0.19920319318771362,0.22068053483963013
largest,0.13463157415390015,0.3413417339324951,0.3757036626338959,0.14345738291740417,0.08715309947729111,0.18687231838703156,0.3757036626338959,0.25739672780036926,-0.02050611935555935,0.26643094420433044,0.21099962294101715,0.12401245534420013
collections,0.22708594799041748,0.20405815541744232,0.27174001932144165,0.11384093761444092,0.2175685465335846,0.18565168976783752,0.27174001932144165,0.33733949065208435,0.006817140616476536,0.17713940143585205,0.5390403866767883,0.1873358190059662
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,0.39388060569763184,0.41548454761505127,0.733189046382904,0.30646374821662903,-0.03817026689648628,0.3177044689655304,0.21889357268810272,0.1826142966747284
print,0.2667001783847809,0.1829964816570282,0.1922312080860138,0.19431884586811066,0.12936358153820038,0.19998551905155182,0.1922312080860138,0.18618963658809662,0.05308292806148529,0.13829684257507324,0.2661312520503998,0.19833904504776
volumes,0.1425984501838684,0.12830698490142822,0.21537050604820251,0.11446411907672882,0.14309807121753693,0.15290571749210358,0.21537050604820251,0.23509691655635834,-0.03430408984422684,0.09485449641942978,0.29893770813941956,0.11960393190383911
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.2528568208217621,0.45010748505592346,0.6662389636039734,0.3201795518398285,-0.037580832839012146,0.28862449526786804,0.2101847380399704,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.37508252263069153,0.535392165184021,1.0,0.263973206281662,-0.01540423184633255,0.38631999492645264,0.19920319318771362,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,0.1602238416671753,0.18772411346435547,0.2715383470058441,0.34367692470550537,0.2727796137332916,-0.03853745758533478,0.12981894612312317,0.21228276193141937,0.17266890406608582
states,0.21526020765304565,0.21939043700695038,0.3463578522205353,0.17846445739269257,0.187874898314476,0.2828785181045532,0.3463578522205353,0.24941645562648773,-0.004298824816942215,0.10718350857496262,0.20678168535232544,0.16272737085819244
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.3169408142566681,0.4645031690597534,0.5934505462646484,0.290679007768631,-0.003708066651597619,0.31122034788131714,0.23675528168678284,0.4130953550338745
