,how,many,pro,bowlers,were,on,the,panthers,offense,?
the,0.33890387415885925,0.4335206151008606,0.2149612456560135,0.22493350505828857,0.3906462490558624,0.5107308030128479,1.0,0.2602776288986206,0.25977253913879395,0.22068053483963013
panthers,0.1117783859372139,0.14744015038013458,0.20294983685016632,0.3791067898273468,0.18933986127376556,0.17721405625343323,0.2602776288986206,0.9999999403953552,0.1977701336145401,0.16608978807926178
offense,0.18130072951316833,0.12988217175006866,0.27387744188308716,0.31146693229675293,0.2000834196805954,0.19000566005706787,0.25977253913879395,0.1977701336145401,0.9999998807907104,0.28476977348327637
",",0.22659391164779663,0.40610817074775696,0.19061636924743652,0.2092115879058838,0.36755475401878357,0.49057599902153015,0.4933079481124878,0.2494642585515976,0.2770269513130188,0.31091248989105225
which,0.4852597713470459,0.5168171525001526,0.19924573600292206,0.2545430362224579,0.2807837128639221,0.4245251417160034,0.6521818041801453,0.2003214955329895,0.21856637299060822,0.25814583897590637
led,0.15437260270118713,0.2798413932323456,0.2598087191581726,0.17227515578269958,0.3353847861289978,0.23411796987056732,0.3267505168914795,0.20059871673583984,0.16941992938518524,0.09273858368396759
the,0.33890387415885925,0.4335206151008606,0.2149612456560135,0.22493350505828857,0.3906462490558624,0.5107308030128479,1.0,0.2602776288986206,0.25977253913879395,0.22068053483963013
nfl,0.09207417815923691,0.09887322783470154,0.26757359504699707,0.37409311532974243,0.12345176935195923,0.18523651361465454,0.15305201709270477,0.4153780937194824,0.2917291224002838,0.10610254108905792
in,0.2601168751716614,0.41474202275276184,0.152218297123909,0.1743571162223816,0.3815755248069763,0.46853652596473694,0.6662389636039734,0.2115829735994339,0.17413577437400818,0.20430970191955566
scoring,0.18229861557483673,0.1311546415090561,0.13823555409908295,0.3379897177219391,0.1850883662700653,0.1517801731824875,0.2582377791404724,0.3409317433834076,0.3182343542575836,0.0971682071685791
(,0.1676948219537735,0.1455259770154953,0.18513523042201996,0.15417394042015076,0.14743882417678833,0.28656116127967834,0.33289089798927307,0.24568988382816315,0.21665412187576294,0.40561532974243164
500,-0.08018337935209274,-0.11001478880643845,-0.0668577030301094,-0.04550085961818695,-0.14740398526191711,-0.021066060289740562,-0.031206801533699036,-0.05386357009410858,-0.07516497373580933,0.05473969131708145
points,0.22446410357952118,0.17477619647979736,0.091352678835392,0.2453729659318924,0.18511919677257538,0.1853724867105484,0.2560983896255493,0.2312498390674591,0.2792750597000122,0.11006313562393188
),0.17939934134483337,0.16602720320224762,0.1963120698928833,0.15638785064220428,0.1566188633441925,0.29937487840652466,0.3456730246543884,0.24380707740783691,0.2209942787885666,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.19061636924743652,0.2092115879058838,0.36755475401878357,0.49057599902153015,0.4933079481124878,0.2494642585515976,0.2770269513130188,0.31091248989105225
was,0.16678167879581451,0.260356068611145,0.21248771250247955,0.19152764976024628,0.590133786201477,0.3909217119216919,0.48711544275283813,0.2605615258216858,0.23727211356163025,0.18412111699581146
loaded,0.15680603682994843,0.21195508539676666,0.10672003775835037,0.15194383263587952,0.17006893455982208,0.2355886697769165,0.23766323924064636,0.1776704341173172,0.15210866928100586,0.23396320641040802
with,0.3525622487068176,0.35744401812553406,0.15010353922843933,0.1739945411682129,0.3179011940956116,0.40749499201774597,0.4223487675189972,0.23276561498641968,0.18648000061511993,0.2433311939239502
talent,0.22808058559894562,0.2327459454536438,0.13710497319698334,0.21555756032466888,0.18125927448272705,0.1747138500213623,0.21520425379276276,0.2015104442834854,0.21042288839817047,0.16550226509571075
",",0.22659391164779663,0.40610817074775696,0.19061636924743652,0.2092115879058838,0.36755475401878357,0.49057599902153015,0.4933079481124878,0.2494642585515976,0.2770269513130188,0.31091248989105225
boasting,0.3074793219566345,0.3160076439380646,0.20777134597301483,0.32796594500541687,0.17756031453609467,0.24744346737861633,0.3384164273738861,0.20575885474681854,0.299786776304245,0.24996808171272278
six,0.20644865930080414,0.37673795223236084,0.09749647974967957,0.1763463020324707,0.3701136112213135,0.25166386365890503,0.3614266812801361,0.2444179207086563,0.13739849627017975,0.15298804640769958
pro,0.18713277578353882,0.13571034371852875,1.0000001192092896,0.27716946601867676,0.15433499217033386,0.13377955555915833,0.2149612456560135,0.20294983685016632,0.27387744188308716,0.17645101249217987
bowl,0.1720007210969925,0.17932994663715363,0.3635437786579132,0.5194616317749023,0.17085392773151398,0.1334993690252304,0.21576224267482758,0.34713199734687805,0.24350233376026154,0.21118052303791046
selections,0.29313933849334717,0.2996109426021576,0.2790140211582184,0.29528820514678955,0.23514436185359955,0.25195637345314026,0.2473832219839096,0.2650362551212311,0.18433204293251038,0.25070586800575256
.,0.3287222981452942,0.3974229395389557,0.1908467710018158,0.2560313642024994,0.3378238379955292,0.49257001280784607,0.5934505462646484,0.23446570336818695,0.25039979815483093,0.4130953550338745
