,what,spacecraft,did,the,soviets,use,to,send,animals,to,space,and,around,the,moon,'s,orbit,?
the,0.42745697498321533,0.21476294100284576,0.34736719727516174,1.0,0.2880597412586212,0.34342584013938904,0.535392165184021,0.2581755518913269,0.2939487397670746,0.535392165184021,0.24495907127857208,0.5171257257461548,0.40085816383361816,1.0,0.23613092303276062,-0.01540423184633255,0.1565481424331665,0.22068053483963013
soviet,0.12922172248363495,0.38460642099380493,0.20321983098983765,0.2312941700220108,0.8054373264312744,0.1725817620754242,0.19090956449508667,0.16884975135326385,0.13180460035800934,0.19090956449508667,0.28100618720054626,0.24788688123226166,0.19910064339637756,0.2312941700220108,0.22901636362075806,0.10372670739889145,0.31722620129585266,0.08693568408489227
union,0.1396910548210144,0.2583372890949249,0.185054212808609,0.24421639740467072,0.4966154098510742,0.13356761634349823,0.16926777362823486,0.20597003400325775,0.13809187710285187,0.16926777362823486,0.15852117538452148,0.2594362497329712,0.17823860049247742,0.24421639740467072,0.14449262619018555,0.10892792046070099,0.23271650075912476,0.07797172665596008
had,0.23849567770957947,0.15351621806621552,0.540525496006012,0.3875846862792969,0.3639222979545593,0.22564378380775452,0.37984350323677063,0.21666693687438965,0.20428255200386047,0.37984350323677063,0.16386190056800842,0.3872550129890442,0.2928045392036438,0.3875846862792969,0.12309138476848602,-0.004401352722197771,0.15389586985111237,0.20728366076946259
sent,0.19595611095428467,0.33232006430625916,0.3411059081554413,0.3010627329349518,0.3101625442504883,0.18805938959121704,0.34694167971611023,0.6679649949073792,0.17635056376457214,0.34694167971611023,0.21664871275424957,0.32548439502716064,0.20421874523162842,0.3010627329349518,0.1755635142326355,0.06689035892486572,0.17543381452560425,0.10903520882129669
animals,0.26212990283966064,0.18777646124362946,0.1985561102628708,0.2939487397670746,0.20802530646324158,0.3208281993865967,0.28293174505233765,0.15971586108207703,1.0000001192092896,0.28293174505233765,0.10701732337474823,0.3589221239089966,0.2799522578716278,0.2939487397670746,0.15333324670791626,0.09563761949539185,0.18127167224884033,0.16430135071277618
around,0.27475327253341675,0.28818583488464355,0.1658935695886612,0.40085816383361816,0.2425612211227417,0.29157665371894836,0.3591267168521881,0.2317296415567398,0.2799522578716278,0.3591267168521881,0.2517693340778351,0.34341543912887573,1.0,0.40085816383361816,0.20822525024414062,-0.039796680212020874,0.3103482127189636,0.14729668200016022
the,0.42745697498321533,0.21476294100284576,0.34736719727516174,1.0,0.2880597412586212,0.34342584013938904,0.535392165184021,0.2581755518913269,0.2939487397670746,0.535392165184021,0.24495907127857208,0.5171257257461548,0.40085816383361816,1.0,0.23613092303276062,-0.01540423184633255,0.1565481424331665,0.22068053483963013
moon,0.15898863971233368,0.5240141749382019,0.1910509169101715,0.23613092303276062,0.1817692369222641,0.14652355015277863,0.17707908153533936,0.21667833626270294,0.15333324670791626,0.17707908153533936,0.312654048204422,0.2018347829580307,0.20822525024414062,0.23613092303276062,1.0,0.0421946756541729,0.5782127380371094,0.1442703753709793
on,0.34226128458976746,0.20470470190048218,0.2670976221561432,0.5107308030128479,0.22651004791259766,0.2776605486869812,0.41031414270401,0.16991586983203888,0.21664655208587646,0.41031414270401,0.15890881419181824,0.4077630043029785,0.43118709325790405,0.5107308030128479,0.20249907672405243,0.0026888418942689896,0.1829480081796646,0.2714994251728058
september,0.2153792530298233,0.15573406219482422,0.2693498432636261,0.2516939043998718,0.21674565970897675,0.1025155782699585,0.22485187649726868,0.12094278633594513,0.0445595420897007,0.22485187649726868,0.1576419472694397,0.2902049422264099,0.1668105274438858,0.2516939043998718,0.11810389161109924,-0.04463527724146843,0.13590924441814423,0.2665146589279175
15,-0.01077192835509777,0.04646838456392288,0.03605250269174576,-0.011810222640633583,-0.014232468791306019,-0.1176038458943367,-0.047946229577064514,-0.06455346941947937,-0.003862856887280941,-0.047946229577064514,-0.05183356627821922,0.031420208513736725,-0.04856531694531441,-0.011810222640633583,0.058026354759931564,0.012974794954061508,0.02472234144806862,-0.010706285014748573
",",0.3087472915649414,0.1987742930650711,0.3015086054801941,0.4933079481124878,0.26493433117866516,0.3276674151420593,0.44245919585227966,0.24667364358901978,0.23067066073417664,0.44245919585227966,0.2285580337047577,0.6633074283599854,0.3298884332180023,0.4933079481124878,0.18567080795764923,-0.0016132977325469255,0.19559532403945923,0.31091248989105225
1968,-0.07854823768138885,-0.060162920504808426,-0.016806963831186295,0.07431387901306152,-0.015164661221206188,-0.009239950217306614,0.06488213688135147,-0.05657820776104927,-0.045140888541936874,0.06488213688135147,0.02943902648985386,0.06726996600627899,0.00883012916892767,0.07431387901306152,-0.07458163052797318,0.03619736060500145,-0.048085205256938934,-0.08543776720762253
",",0.3087472915649414,0.1987742930650711,0.3015086054801941,0.4933079481124878,0.26493433117866516,0.3276674151420593,0.44245919585227966,0.24667364358901978,0.23067066073417664,0.44245919585227966,0.2285580337047577,0.6633074283599854,0.3298884332180023,0.4933079481124878,0.18567080795764923,-0.0016132977325469255,0.19559532403945923,0.31091248989105225
aboard,0.15881659090518951,0.46638765931129456,0.1450011432170868,0.2512768507003784,0.2742219865322113,0.18164439499378204,0.21065881848335266,0.2131120264530182,0.19066978991031647,0.21065881848335266,0.3243677318096161,0.2249877154827118,0.22027713060379028,0.2512768507003784,0.23527370393276215,-0.05806152895092964,0.2612895667552948,0.14193153381347656
zond,0.19265253841876984,0.18752844631671906,0.08922511339187622,0.2969748377799988,0.21098147332668304,0.159190371632576,0.16931761801242828,0.14838247001171112,0.14090335369110107,0.16931761801242828,0.1981709748506546,0.2996387779712677,0.19497737288475037,0.2969748377799988,0.10707532614469528,0.020465796813368797,0.19116073846817017,0.14528107643127441
5,0.09269922226667404,0.14834928512573242,0.08429081737995148,0.09255307912826538,0.094390369951725,0.10429458320140839,0.03588335961103439,0.029345307499170303,0.04047742486000061,0.03588335961103439,0.07779291272163391,0.027511591091752052,0.07267843931913376,0.09255307912826538,0.054890844970941544,-0.00032236112747341394,0.07796632498502731,0.06222071498632431
",",0.3087472915649414,0.1987742930650711,0.3015086054801941,0.4933079481124878,0.26493433117866516,0.3276674151420593,0.44245919585227966,0.24667364358901978,0.23067066073417664,0.44245919585227966,0.2285580337047577,0.6633074283599854,0.3298884332180023,0.4933079481124878,0.18567080795764923,-0.0016132977325469255,0.19559532403945923,0.31091248989105225
and,0.31309178471565247,0.19242209196090698,0.34479495882987976,0.5171257257461548,0.2789965271949768,0.34145063161849976,0.48971283435821533,0.3002150058746338,0.3589221239089966,0.48971283435821533,0.22901733219623566,1.0,0.34341543912887573,0.5171257257461548,0.2018347829580307,0.06895173341035843,0.1805662214756012,0.20544172823429108
it,0.45803478360176086,0.24129226803779602,0.2993364930152893,0.6251175999641418,0.27833595871925354,0.34436097741127014,0.513711154460907,0.20035572350025177,0.21757186949253082,0.513711154460907,0.1662190854549408,0.40957894921302795,0.4002610445022583,0.6251175999641418,0.22289706766605377,0.06608816236257553,0.24888725578784943,0.25732165575027466
was,0.22111038863658905,0.18611936271190643,0.41399896144866943,0.48711544275283813,0.29153022170066833,0.17744606733322144,0.3636345863342285,0.11789905279874802,0.16088683903217316,0.3636345863342285,0.14677780866622925,0.3740963041782379,0.24039418995380402,0.48711544275283813,0.18183675408363342,0.008974763564765453,0.1862146407365799,0.18412111699581146
believed,0.32626157999038696,0.16889744997024536,0.3807709813117981,0.324635773897171,0.23528936505317688,0.14627520740032196,0.35322412848472595,0.19601908326148987,0.27041471004486084,0.35322412848472595,0.0295586995780468,0.280531644821167,0.30459773540496826,0.324635773897171,0.16803008317947388,0.059631526470184326,0.1251145750284195,0.17606885731220245
