,where,are,many,hospital,pharmacies,located,?
hospital,0.2606767416000366,0.09803600609302521,0.15653017163276672,1.0,0.2866270840167999,0.22321929037570953,0.12508831918239594
pharmacies,0.30392012000083923,0.3108147382736206,0.33928871154785156,0.2866270840167999,1.0000001192092896,0.20729486644268036,0.13542459905147552
can,0.3773181736469269,0.5408529043197632,0.4275496006011963,0.13537375628948212,0.30782270431518555,0.08593563735485077,0.3226337134838104
often,0.4629369378089905,0.5443448424339294,0.5640480518341064,0.15496334433555603,0.29759761691093445,0.13184693455696106,0.23748154938220978
be,0.3651217818260193,0.5556803941726685,0.3961109519004822,0.14209602773189545,0.23543088138103485,0.1374867707490921,0.3324260413646698
found,0.2867223024368286,0.2740558087825775,0.27700337767601013,0.16997304558753967,0.19760720431804657,0.29600822925567627,0.16790300607681274
within,0.3611587882041931,0.3069663643836975,0.2613624930381775,0.18183425068855286,0.1727304756641388,0.3452516496181488,0.1870293766260147
the,0.5003893971443176,0.40399202704429626,0.4335206151008606,0.17318566143512726,0.2211688905954361,0.407527357339859,0.22068053483963013
premises,0.19008173048496246,0.26522982120513916,0.20302291214466095,0.20850038528442383,0.29759252071380615,0.23519372940063477,0.17318350076675415
of,0.38066378235816956,0.39081433415412903,0.37253960967063904,0.20629651844501495,0.21392159163951874,0.32520920038223267,0.1826142966747284
the,0.5003893971443176,0.40399202704429626,0.4335206151008606,0.17318566143512726,0.2211688905954361,0.407527357339859,0.22068053483963013
hospital,0.2606767416000366,0.09803600609302521,0.15653017163276672,1.0,0.2866270840167999,0.22321929037570953,0.12508831918239594
.,0.41390106081962585,0.3452940285205841,0.3974229395389557,0.21275769174098969,0.2382737696170807,0.28226932883262634,0.4130953550338745
