,what,is,the,area,called,near,the,rhine,gorge,with,castles,from,the,middle,ages,?
it,0.45803478360176086,0.6328473687171936,0.6251175999641418,0.34513235092163086,0.3402029573917389,0.27285236120224,0.6251175999641418,0.17693428695201874,0.21226251125335693,0.3369046747684479,0.2576853334903717,0.325604110956192,0.6251175999641418,0.24598756432533264,0.282471239566803,0.25732165575027466
is,0.28837618231773376,1.0,0.5823672413825989,0.29283958673477173,0.430266410112381,0.25453904271125793,0.5823672413825989,0.15617261826992035,0.189615860581398,0.3250955045223236,0.2336672991514206,0.27355384826660156,0.5823672413825989,0.21621397137641907,0.18691010773181915,0.22961433231830597
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2782127559185028,0.4868806302547455,0.25033900141716003,0.5829201340675354,0.1823403388261795,0.1566632091999054,0.3783375024795532,0.22315087914466858,0.322764128446579,0.5829201340675354,0.23820361495018005,0.18719108402729034,0.23916715383529663
unesco,0.17921961843967438,0.23874256014823914,0.25264760851860046,0.25381991267204285,0.11949633061885834,0.18535743653774261,0.25264760851860046,0.20972590148448944,0.3166391849517822,0.11400020867586136,0.2771480977535248,0.1568840742111206,0.25264760851860046,0.09827391058206558,0.14029063284397125,0.1657659411430359
world,0.21669597923755646,0.24458536505699158,0.33604270219802856,0.21815554797649384,0.20947866141796112,0.13713081181049347,0.33604270219802856,0.2036331444978714,0.23058409988880157,0.2832821011543274,0.22739093005657196,0.22603429853916168,0.33604270219802856,0.17703932523727417,0.22343343496322632,0.17579582333564758
heritage,0.1899084597826004,0.22056351602077484,0.25149020552635193,0.2455080896615982,0.15424580872058868,0.18004447221755981,0.25149020552635193,0.10240890830755234,0.30820247530937195,0.12325533479452133,0.2807723879814148,0.15396375954151154,0.25149020552635193,0.14710167050361633,0.16887003183364868,0.17516329884529114
site,0.21561308205127716,0.2314486801624298,0.288954496383667,0.30512601137161255,0.20379231870174408,0.24022218585014343,0.288954496383667,0.12275111675262451,0.2515236735343933,0.10583268851041794,0.20219655334949493,0.12587226927280426,0.288954496383667,0.11260364949703217,0.1413467675447464,0.2014765441417694
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.18064655363559723,0.2546432614326477,0.16812613606452942,0.33289089798927307,0.12381801009178162,0.11367235332727432,0.29503780603408813,0.12605147063732147,0.25806233286857605,0.33289089798927307,0.19061779975891113,0.12247484177350998,0.40561532974243164
2002,0.02542238123714924,-0.07399970293045044,-0.07970229536294937,-0.243794783949852,-0.07409925013780594,-0.2301182597875595,-0.07970229536294937,-0.20739436149597168,-0.13052153587341309,-0.060713861137628555,-0.07403063029050827,-0.08646968007087708,-0.07970229536294937,-0.14812225103378296,-0.030054869130253792,0.045828185975551605
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.18319392204284668,0.273923397064209,0.1572476029396057,0.3456730246543884,0.12686386704444885,0.11608566343784332,0.3069596290588379,0.13512347638607025,0.2672361731529236,0.3456730246543884,0.20912720263004303,0.1207399070262909,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.3044000566005707,0.3251761794090271,0.25046437978744507,0.5171257257461548,0.22029656171798706,0.2490140050649643,0.5477725267410278,0.3220888376235962,0.3601827025413513,0.5171257257461548,0.2514324486255646,0.2643369138240814,0.20544172823429108
known,0.20381177961826324,0.41921812295913696,0.3624623417854309,0.17146120965480804,0.4469456970691681,0.15307265520095825,0.3624623417854309,0.12647588551044464,0.11578381061553955,0.23440474271774292,0.2612284719944,0.18996182084083557,0.3624623417854309,0.1668722927570343,0.12499543279409409,0.18314571678638458
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2407972663640976,0.2827680706977844,0.15445628762245178,0.48381632566452026,0.18380387127399445,0.14137139916419983,0.40387406945228577,0.21941368281841278,0.3251767158508301,0.48381632566452026,0.2141454964876175,0.19983145594596863,0.27043893933296204
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.1034754067659378,0.00907047651708126,0.01058646384626627,0.029072100296616554,0.031863048672676086,-0.0837431252002716,0.08974023163318634,-0.0180168766528368,0.02677825279533863,0.029072100296616554,0.07438047230243683,-0.009688718244433403,0.0685480609536171
the,0.42745697498321533,0.5823672413825989,1.0,0.37834644317626953,0.489897221326828,0.2879819869995117,1.0,0.30735138058662415,0.26357370615005493,0.4223487675189972,0.31752192974090576,0.40150508284568787,1.0,0.3405749201774597,0.28271523118019104,0.22068053483963013
romantic,0.18244904279708862,0.23933249711990356,0.1887708157300949,0.10057764500379562,0.19421948492527008,0.15494967997074127,0.1887708157300949,0.20214402675628662,0.18018293380737305,0.22530920803546906,0.22975608706474304,0.16179479658603668,0.1887708157300949,0.1821766197681427,0.22523647546768188,0.18214409053325653
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.30314889550209045,0.14562174677848816,0.2615382969379425,0.30735138058662415,1.0,0.25667303800582886,0.18184249103069305,0.32023119926452637,0.2181936800479889,0.30735138058662415,0.23721498250961304,0.2351304441690445,0.13754533231258392
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,-0.02050521783530712,0.021102847531437874,0.04164987802505493,0.041273195296525955,-0.003653771709650755,-0.01336146891117096,0.07907696813344955,0.05199412629008293,-0.011389154009521008,0.041273195296525955,-0.02367579936981201,0.07926027476787567,0.018684765323996544
