,which,book,by,edward,said,portrayed,the,east,as,being,the,``,others,?,''
tropicality,0.20829147100448608,0.1959611475467682,0.1592552214860916,0.18215599656105042,0.15643784403800964,0.14799068868160248,0.19300806522369385,0.19004762172698975,0.20522533357143402,0.24507373571395874,0.19300806522369385,0.10532812029123306,0.17858470976352692,0.22587840259075165,-0.012152940966188908
can,0.41132649779319763,0.15686039626598358,0.29642900824546814,0.16491442918777466,0.24297991394996643,0.10879795998334885,0.312528520822525,0.08273158967494965,0.3245031237602234,0.433290958404541,0.312528520822525,0.12428006529808044,0.3453710675239563,0.3226337134838104,0.008988718502223492
be,0.476310670375824,0.21336250007152557,0.43158695101737976,0.19216276705265045,0.34202221035957336,0.17652741074562073,0.4248143136501312,0.1417342573404312,0.5230465531349182,0.5586286783218384,0.4248143136501312,0.07670000940561295,0.33927494287490845,0.3324260413646698,0.08835477381944656
paralleled,0.3658934235572815,0.08713167160749435,0.23897233605384827,0.17062053084373474,0.19302678108215332,0.2422417253255844,0.3109467625617981,0.23440644145011902,0.17575706541538239,0.1787898689508438,0.3109467625617981,0.08836697041988373,0.22209589183330536,0.12560153007507324,0.006721350364387035
with,0.46403205394744873,0.17745907604694366,0.39731505513191223,0.1395002156496048,0.28060880303382874,0.20816023647785187,0.4223487675189972,0.18583141267299652,0.40387406945228577,0.36860430240631104,0.4223487675189972,0.08974023163318634,0.3801175355911255,0.2433311939239502,0.07907696813344955
edward,0.12004441767930984,0.19854119420051575,0.1964118927717209,0.9999999403953552,0.19592663645744324,0.14098387956619263,0.1896408498287201,0.1688651591539383,0.21563340723514557,0.15340304374694824,0.1896408498287201,0.005227923393249512,0.1413240283727646,0.1439376026391983,0.02302582561969757
said,0.27170243859291077,0.2835897207260132,0.29746580123901367,0.19592663645744324,1.0000001192092896,0.33588239550590515,0.3024602234363556,0.0847993940114975,0.3216577470302582,0.30020007491111755,0.3024602234363556,0.01132358517497778,0.3231428265571594,0.28991883993148804,-0.019795598462224007
’,-0.05400906875729561,0.02978450246155262,-0.04605049267411232,0.015647046267986298,0.07671821117401123,0.09630445390939713,-0.04090067744255066,0.0993322804570198,0.040084436535835266,0.0232684463262558,-0.04090067744255066,0.006244389805942774,0.04465354233980179,0.045561522245407104,-0.051117122173309326
s,0.3599644899368286,0.26147738099098206,0.40676382184028625,0.20435383915901184,0.3706303834915161,0.2304210364818573,0.46610721945762634,0.15117128193378448,0.3269108533859253,0.3156242072582245,0.46610721945762634,-0.12108026444911957,0.20962536334991455,0.25130221247673035,0.024598468095064163
orientalism,0.18165041506290436,0.2668982148170471,0.12945710122585297,0.18473109602928162,0.17652300000190735,0.22316063940525055,0.19308865070343018,0.31223565340042114,0.14917324483394623,0.1925487220287323,0.19308865070343018,0.028398504480719566,0.23652245104312897,0.11607802659273148,-0.021081596612930298
as,0.41006597876548767,0.23037776350975037,0.3815547823905945,0.21563340723514557,0.3216577470302582,0.4113568365573883,0.48381632566452026,0.19617025554180145,1.0,0.46524563431739807,0.48381632566452026,0.03910288214683533,0.34653908014297485,0.27043893933296204,0.006628023460507393
the,0.6521818041801453,0.2652374505996704,0.4408751428127289,0.1896408498287201,0.3024602234363556,0.2243347316980362,1.0,0.3383176326751709,0.48381632566452026,0.419739305973053,1.0,0.029072100296616554,0.34376874566078186,0.22068053483963013,0.041273195296525955
west,0.22164945304393768,0.12766537070274353,0.17778825759887695,0.19937720894813538,0.09122937172651291,0.08990760892629623,0.32918402552604675,0.7585000991821289,0.1651858687400818,0.15022636950016022,0.32918402552604675,0.07479795068502426,0.1824198067188263,0.12088293582201004,0.013031438924372196
’,-0.05400906875729561,0.02978450246155262,-0.04605049267411232,0.015647046267986298,0.07671821117401123,0.09630445390939713,-0.04090067744255066,0.0993322804570198,0.040084436535835266,0.0232684463262558,-0.04090067744255066,0.006244389805942774,0.04465354233980179,0.045561522245407104,-0.051117122173309326
s,0.3599644899368286,0.26147738099098206,0.40676382184028625,0.20435383915901184,0.3706303834915161,0.2304210364818573,0.46610721945762634,0.15117128193378448,0.3269108533859253,0.3156242072582245,0.46610721945762634,-0.12108026444911957,0.20962536334991455,0.25130221247673035,0.024598468095064163
construction,0.31649595499038696,0.12457699328660965,0.1921110898256302,0.11479046195745468,0.11172783374786377,0.07501605153083801,0.2671978175640106,0.2235342562198639,0.22668303549289703,0.22730232775211334,0.2671978175640106,-0.05752743408083916,0.2059212476015091,0.13494056463241577,0.043016478419303894
of,0.5011631846427917,0.22602593898773193,0.3646814823150635,0.1742178201675415,0.29014745354652405,0.22090104222297668,0.733189046382904,0.314786434173584,0.3886612355709076,0.34885138273239136,0.733189046382904,0.06780257821083069,0.2793974280357361,0.1826142966747284,0.13035868108272552
the,0.6521818041801453,0.2652374505996704,0.4408751428127289,0.1896408498287201,0.3024602234363556,0.2243347316980362,1.0,0.3383176326751709,0.48381632566452026,0.419739305973053,1.0,0.029072100296616554,0.34376874566078186,0.22068053483963013,0.041273195296525955
east,0.22817298769950867,0.12909309566020966,0.2120126187801361,0.1688651591539383,0.0847993940114975,0.1375410407781601,0.3383176326751709,1.0000001192092896,0.19617025554180145,0.18058453500270844,0.3383176326751709,0.05997444689273834,0.1887751966714859,0.10070597380399704,-0.0015131528489291668
as,0.41006597876548767,0.23037776350975037,0.3815547823905945,0.21563340723514557,0.3216577470302582,0.4113568365573883,0.48381632566452026,0.19617025554180145,1.0,0.46524563431739807,0.48381632566452026,0.03910288214683533,0.34653908014297485,0.27043893933296204,0.006628023460507393
the,0.6521818041801453,0.2652374505996704,0.4408751428127289,0.1896408498287201,0.3024602234363556,0.2243347316980362,1.0,0.3383176326751709,0.48381632566452026,0.419739305973053,1.0,0.029072100296616554,0.34376874566078186,0.22068053483963013,0.041273195296525955
“,-0.04196823760867119,-0.05319108068943024,0.03747109696269035,0.05801284313201904,-0.06863518059253693,0.03806658834218979,-0.004561804234981537,0.014701440930366516,0.011312414892017841,0.006141766905784607,-0.004561804234981537,-0.052836526185274124,-0.010138675570487976,-0.043535903096199036,0.07021018862724304
other,0.50507652759552,0.20864468812942505,0.3321913778781891,0.14174790680408478,0.21980363130569458,0.18410252034664154,0.44152235984802246,0.20145228505134583,0.42805421352386475,0.37174108624458313,0.44152235984802246,0.10245004296302795,0.5860985517501831,0.24682199954986572,0.021007593721151352
”,-0.1108974888920784,-0.0569758340716362,-0.039510250091552734,-0.012015987187623978,-0.030436361208558083,0.03297721967101097,-0.13169695436954498,-0.0060105654411017895,-0.09208422899246216,0.06886670738458633,-0.13169695436954498,0.027482936158776283,0.02113129384815693,0.014230710454285145,-0.046854034066200256
.,0.45942068099975586,0.21435262262821198,0.3936232924461365,0.2714897394180298,0.33782967925071716,0.1982525736093521,0.5934505462646484,0.28351864218711853,0.515582263469696,0.35574623942375183,0.5934505462646484,0.05720457062125206,0.3391094207763672,0.4130953550338745,-0.07181349396705627
