,why,would,mongols,have,too,little,experience,to,govern,cities,they,conquered,?
he,0.26086166501045227,0.27278512716293335,0.18873974680900574,0.3020331561565399,0.22451673448085785,0.1538708209991455,0.27276426553726196,0.385390967130661,0.2621002793312073,0.21137064695358276,0.4156855344772339,0.2761358916759491,0.2089974731206894
also,0.4456408619880676,0.4152511954307556,0.2262321263551712,0.5252172946929932,0.34442853927612305,0.2750367522239685,0.31437477469444275,0.5348826050758362,0.22505563497543335,0.22708983719348907,0.5272021293640137,0.17151787877082825,0.21848613023757935
realised,0.30514276027679443,0.42496514320373535,0.15950533747673035,0.3795662522315979,0.35942304134368896,0.20486630499362946,0.30405133962631226,0.2679300308227539,0.21582955121994019,0.12966348230838776,0.35412636399269104,0.2064080387353897,0.1897580921649933
that,0.5601457357406616,0.5895259380340576,0.22344286739826202,0.6182622313499451,0.465911328792572,0.3069852590560913,0.3369843363761902,0.5436353087425232,0.2893081605434418,0.1994047611951828,0.5710820555686951,0.23553621768951416,0.32716336846351624
such,0.2994317412376404,0.29505011439323425,0.18080466985702515,0.42997312545776367,0.3169980049133301,0.2562221586704254,0.2081126570701599,0.2871878743171692,0.12297490984201431,0.1882837861776352,0.31174612045288086,0.08795461058616638,0.17851735651493073
administrators,0.30637723207473755,0.38253530859947205,0.15054452419281006,0.36899712681770325,0.26654863357543945,0.13414491713047028,0.42397618293762207,0.335151344537735,0.356704443693161,0.17811714112758636,0.28756701946258545,0.22812514007091522,0.3605874478816986
could,0.446071982383728,0.8068214654922485,0.1820877194404602,0.4896247088909149,0.4116368889808655,0.26824358105659485,0.25802332162857056,0.5461788773536682,0.16539272665977478,0.14719532430171967,0.5337496995925903,0.2575022280216217,0.3411986827850342
not,0.5504072904586792,0.5854519605636597,0.16677899658679962,0.5619372129440308,0.4887581467628479,0.2422143667936325,0.32337185740470886,0.5149973034858704,0.2625836730003357,0.1655239462852478,0.5804335474967957,0.17719124257564545,0.41942933201789856
be,0.4042811989784241,0.5202695727348328,0.10510176420211792,0.5760743618011475,0.3852064907550812,0.27196499705314636,0.2967037260532379,0.4972836375236511,0.22106212377548218,0.15688899159431458,0.4858434796333313,0.1835290938615799,0.3324260413646698
found,0.2321753203868866,0.2187115103006363,0.20328077673912048,0.32803434133529663,0.2073502093553543,0.15313628315925598,0.1363292634487152,0.25225648283958435,0.13981574773788452,0.11298276484012604,0.3030489683151245,0.19633719325065613,0.16790300607681274
among,0.22042018175125122,0.2225767821073532,0.2554643750190735,0.3610895574092865,0.20205464959144592,0.11309097707271576,0.15896348655223846,0.26594701409339905,0.20059500634670258,0.16183863580226898,0.27496233582496643,0.1745850294828415,0.14343059062957764
his,0.19196097552776337,0.292866975069046,0.2286951243877411,0.25689181685447693,0.21271850168704987,0.18941381573677063,0.2960197329521179,0.3715193271636963,0.21497534215450287,0.17018413543701172,0.3750406801700592,0.27907538414001465,0.18075084686279297
mongol,0.10090334713459015,0.15524601936340332,0.905461847782135,0.21585817635059357,0.14473578333854675,0.17506682872772217,0.1250213384628296,0.2125127911567688,0.13244636356830597,0.19590207934379578,0.21323534846305847,0.4539201557636261,0.12849251925945282
people,0.2737221121788025,0.3082716464996338,0.2799423336982727,0.3380994498729706,0.2537030577659607,0.18510234355926514,0.26195263862609863,0.37275731563568115,0.28639066219329834,0.42741721868515015,0.4418129622936249,0.26572248339653015,0.23739641904830933
because,0.5926418900489807,0.5055220723152161,0.2003025859594345,0.5794309377670288,0.5521731972694397,0.2882523834705353,0.3177567422389984,0.5166091918945312,0.25783082842826843,0.22926923632621765,0.5550463795661926,0.2039908915758133,0.2528740465641022
they,0.39327314496040344,0.5262938141822815,0.2959712743759155,0.6542890071868896,0.43016311526298523,0.2675486207008362,0.27474716305732727,0.5452046394348145,0.2851110100746155,0.2399299144744873,0.9999999403953552,0.2669079303741455,0.2753053903579712
were,0.2287064492702484,0.37426912784576416,0.3104121685028076,0.5193349123001099,0.2741518020629883,0.19139611721038818,0.17389415204524994,0.31913647055625916,0.141773983836174,0.2273229956626892,0.5580583214759827,0.3389958441257477,0.17890112102031708
nomads,0.18026775121688843,0.22524185478687286,0.5095939040184021,0.2293778955936432,0.16654570400714874,0.12015359103679657,0.1766093373298645,0.2221137434244156,0.121535524725914,0.25739985704421997,0.33945807814598083,0.415846586227417,0.12341237813234329
and,0.27806392312049866,0.34921059012413025,0.2535054385662079,0.4711785912513733,0.36207282543182373,0.2627353072166443,0.24539199471473694,0.48971283435821533,0.259111225605011,0.292957067489624,0.5073080658912659,0.28165748715400696,0.20544172823429108
thus,0.3149197995662689,0.42054760456085205,0.2212359607219696,0.3490366041660309,0.27522966265678406,0.20330308377742767,0.2882314920425415,0.42383262515068054,0.21304041147232056,0.15894384682178497,0.3251667618751526,0.2103596329689026,0.18769288063049316
had,0.24633871018886566,0.5436059832572937,0.2760181427001953,0.6263401508331299,0.292257696390152,0.22758257389068604,0.28248870372772217,0.37984350323677063,0.17001789808273315,0.17618517577648163,0.4949169158935547,0.3085096776485443,0.20728366076946259
no,0.3188003897666931,0.31237977743148804,0.1594921052455902,0.38691386580467224,0.2775217294692993,0.37246835231781006,0.2417765110731125,0.30015695095062256,0.1531953513622284,0.12775741517543793,0.3022885322570801,0.10121830552816391,0.32165053486824036
experience,0.30028975009918213,0.3562548756599426,0.12506325542926788,0.3715166747570038,0.23814435303211212,0.33929678797721863,1.0000001192092896,0.25535836815834045,0.2787083387374878,0.11068061739206314,0.27474716305732727,0.13099120557308197,0.25203612446784973
governing,0.1399262696504593,0.18696090579032898,0.1534503996372223,0.20389613509178162,0.16022540628910065,0.05238677188754082,0.2490019053220749,0.22282420098781586,0.7321903705596924,0.25624868273735046,0.2054055780172348,0.2644980549812317,0.15836504101753235
cities,0.11930294334888458,0.1772249937057495,0.28111764788627625,0.1965736299753189,0.1721063256263733,0.13791321218013763,0.11068061739206314,0.20735321938991547,0.1983693242073059,1.0,0.2399299144744873,0.290310800075531,0.13339310884475708
.,0.32909876108169556,0.35067233443260193,0.1921418309211731,0.41614407300949097,0.34809815883636475,0.24199113249778748,0.22749435901641846,0.4645031690597534,0.27436238527297974,0.2525215446949005,0.4510921239852905,0.21604345738887787,0.4130953550338745
