,who,is,the,trophy,given,to,the,super,bowl,champion,named,for,?
in,0.2792111933231354,0.5394441485404968,0.6662389636039734,0.15286801755428314,0.2528568208217621,0.45010748505592346,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.1986149251461029,0.28130269050598145,0.4322226941585541,0.20430970191955566
addition,0.20351898670196533,0.2727152407169342,0.32955414056777954,0.10641127079725266,0.26542776823043823,0.29394859075546265,0.32955414056777954,0.11136776208877563,0.1572340577840805,0.14239303767681122,0.17749032378196716,0.39286839962005615,0.19187232851982117
to,0.42656609416007996,0.42745086550712585,0.535392165184021,0.2030068039894104,0.3428947925567627,1.0,0.535392165184021,0.17783479392528534,0.16993016004562378,0.19018547236919403,0.23689822852611542,0.4451248347759247,0.29463258385658264
the,0.3733934462070465,0.5823672413825989,1.0,0.23165881633758545,0.37508252263069153,0.535392165184021,1.0,0.21959073841571808,0.21576224267482758,0.23575055599212646,0.3521348536014557,0.4739971458911896,0.22068053483963013
vince,0.22259485721588135,0.17590400576591492,0.2420601099729538,0.2472408413887024,0.10503586381673813,0.21299979090690613,0.2420601099729538,0.1896676868200302,0.2190018743276596,0.3024681806564331,0.19677789509296417,0.16013692319393158,0.1308428794145584
lombardi,0.17496588826179504,0.12544533610343933,0.18416112661361694,0.26002585887908936,0.15227892994880676,0.16110625863075256,0.18416112661361694,0.2536020278930664,0.1979735642671585,0.26538634300231934,0.1536298543214798,0.15172283351421356,0.12761563062667847
trophy,0.1846436858177185,0.15399004518985748,0.23165881633758545,0.9999998807907104,0.25590893626213074,0.2030068039894104,0.23165881633758545,0.22799652814865112,0.30741387605667114,0.39799901843070984,0.23110932111740112,0.26187947392463684,0.1832219511270523
that,0.45444270968437195,0.3995479643344879,0.5473989248275757,0.13374094665050507,0.3486595153808594,0.5436353087425232,0.5473989248275757,0.18258553743362427,0.10987387597560883,0.16651447117328644,0.2836160957813263,0.4137635827064514,0.32716336846351624
all,0.3698336184024811,0.2553904056549072,0.4860881567001343,0.12185486406087875,0.2496354579925537,0.42520734667778015,0.4860881567001343,0.26925644278526306,0.2204573154449463,0.19812090694904327,0.22311899065971375,0.41144001483917236,0.29575422406196594
super,0.1819351613521576,0.15390309691429138,0.21959073841571808,0.22799652814865112,0.11709477752447128,0.17783479392528534,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.3463263213634491,0.2206273078918457,0.22938419878482819,0.166326642036438
bowl,0.09189514070749283,0.14233897626399994,0.21576224267482758,0.30741387605667114,0.14503885805606842,0.16993016004562378,0.21576224267482758,0.4848237931728363,1.0,0.34389644861221313,0.18541297316551208,0.24430087208747864,0.21118052303791046
champions,0.14704173803329468,0.1543613076210022,0.26727694272994995,0.47656968235969543,0.17154555022716522,0.21316611766815186,0.26727694272994995,0.31014660000801086,0.34639331698417664,0.814301073551178,0.14372378587722778,0.21329842507839203,0.1751273274421692
receive,0.29829421639442444,0.20318937301635742,0.2726488411426544,0.2880435585975647,0.4676506221294403,0.3372296690940857,0.2726488411426544,0.12018950283527374,0.19841083884239197,0.13740918040275574,0.18787464499473572,0.31519460678100586,0.1652119904756546
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.246511310338974,0.2843315005302429,0.44245919585227966,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.2964343726634979,0.2530003488063812,0.4464869201183319,0.31091248989105225
the,0.3733934462070465,0.5823672413825989,1.0,0.23165881633758545,0.37508252263069153,0.535392165184021,1.0,0.21959073841571808,0.21576224267482758,0.23575055599212646,0.3521348536014557,0.4739971458911896,0.22068053483963013
winner,0.2246360182762146,0.16638970375061035,0.25965070724487305,0.4792083203792572,0.20313230156898499,0.1321336328983307,0.25965070724487305,0.2215203493833542,0.17700685560703278,0.4985303580760956,0.23311346769332886,0.23969365656375885,0.14322948455810547
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.19089318811893463,0.39388060569763184,0.41548454761505127,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1902693659067154,0.2820465862751007,0.4185989499092102,0.1826142966747284
super,0.1819351613521576,0.15390309691429138,0.21959073841571808,0.22799652814865112,0.11709477752447128,0.17783479392528534,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.3463263213634491,0.2206273078918457,0.22938419878482819,0.166326642036438
bowl,0.09189514070749283,0.14233897626399994,0.21576224267482758,0.30741387605667114,0.14503885805606842,0.16993016004562378,0.21576224267482758,0.4848237931728363,1.0,0.34389644861221313,0.18541297316551208,0.24430087208747864,0.21118052303791046
50,0.0322180911898613,0.0017694636480882764,0.03602437674999237,0.016763124614953995,-0.01942744106054306,-0.024239253252744675,0.03602437674999237,0.0833745002746582,0.005446359980851412,0.0722193643450737,0.07201292365789413,0.029183456674218178,0.030512850731611252
will,0.24651563167572021,0.3723262846469879,0.3635469079017639,0.14131833612918854,0.3105083107948303,0.5091033577919006,0.3635469079017639,0.1544499397277832,0.1507955938577652,0.16438508033752441,0.13993361592292786,0.3647450804710388,0.35046905279159546
also,0.47919341921806335,0.5012649297714233,0.6021018624305725,0.18738575279712677,0.33274105191230774,0.5348826050758362,0.6021018624305725,0.27527010440826416,0.2647361755371094,0.18082363903522491,0.3191324770450592,0.5373267531394958,0.21848613023757935
receive,0.29829421639442444,0.20318937301635742,0.2726488411426544,0.2880435585975647,0.4676506221294403,0.3372296690940857,0.2726488411426544,0.12018950283527374,0.19841083884239197,0.13740918040275574,0.18787464499473572,0.31519460678100586,0.1652119904756546
a,0.36608949303627014,0.658733606338501,0.5829201340675354,0.13705076277256012,0.3335871398448944,0.45503583550453186,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.1898709237575531,0.3292267918586731,0.44038116931915283,0.23916715383529663
large,0.20182651281356812,0.2971126437187195,0.3828733265399933,0.08512219786643982,0.21523381769657135,0.3150999844074249,0.3828733265399933,0.1995639204978943,0.19957147538661957,0.09893524646759033,0.1701865941286087,0.22967137396335602,0.1355665624141693
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.246511310338974,0.2843315005302429,0.44245919585227966,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.2964343726634979,0.2530003488063812,0.4464869201183319,0.31091248989105225
18-karat,0.21720610558986664,0.19467170536518097,0.24971231818199158,0.17926310002803802,0.19077244400978088,0.16997437179088593,0.24971231818199158,0.22241461277008057,0.19312359392642975,0.21394558250904083,0.15113012492656708,0.1778326779603958,0.11272428929805756
gold-plated,0.252676784992218,0.2539888322353363,0.3553030788898468,0.25505292415618896,0.3083234131336212,0.2610609829425812,0.3553030788898468,0.24225208163261414,0.28774550557136536,0.3216150403022766,0.24700310826301575,0.31740260124206543,0.30139079689979553
``,0.02397952415049076,0.058766357600688934,0.029072100296616554,-0.027883505448698997,0.044645439833402634,0.06720756739377975,0.029072100296616554,0.012585706077516079,-0.004176590591669083,0.04404154419898987,-0.019022341817617416,0.01270448137074709,0.0685480609536171
50,0.0322180911898613,0.0017694636480882764,0.03602437674999237,0.016763124614953995,-0.01942744106054306,-0.024239253252744675,0.03602437674999237,0.0833745002746582,0.005446359980851412,0.0722193643450737,0.07201292365789413,0.029183456674218178,0.030512850731611252
'',0.024401003494858742,0.0793738141655922,0.041273195296525955,-0.04935453459620476,0.10763400048017502,-0.009905828163027763,0.041273195296525955,-0.02655862085521221,-0.008809788152575493,-0.06009268760681152,-0.021026458591222763,-0.04479556903243065,0.018684765323996544
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.2492588460445404,0.3169408142566681,0.4645031690597534,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.21011604368686676,0.24760639667510986,0.4726039469242096,0.4130953550338745
