,what,caused,jacksonville,'s,tourism,to,become,less,desirable,at,the,latter,half,of,the,19th,century,?
the,0.42745697498321533,0.24990202486515045,0.2176690250635147,-0.01540423184633255,0.26230889558792114,0.535392165184021,0.31731709837913513,0.29185041785240173,0.27018237113952637,0.457212895154953,1.0,0.37523433566093445,0.3189295828342438,0.733189046382904,1.0,0.24964287877082825,0.3617299497127533,0.22068053483963013
city,0.17493832111358643,0.1271664947271347,0.3285287022590637,0.004406440537422895,0.3431004285812378,0.20300441980361938,0.16324041783809662,0.1196473091840744,0.08790464699268341,0.2310783565044403,0.35769423842430115,0.08325134217739105,0.13963159918785095,0.32503411173820496,0.35769423842430115,0.08246790617704391,0.22887252271175385,0.13423943519592285
's,0.02692362666130066,-0.0389891043305397,0.02280956320464611,0.9999999403953552,0.0231227558106184,0.03782717138528824,-0.06629510223865509,-0.06965893507003784,0.021660633385181427,-0.08481216430664062,-0.01540423184633255,0.09834528714418411,-0.0026473274920135736,-0.03817026689648628,-0.01540423184633255,0.09424189478158951,-0.0005286295781843364,-0.023395681753754616
tourism,0.09624189138412476,0.10250469297170639,0.14651526510715485,0.0231227558106184,1.0,0.23313839733600616,0.16897566616535187,0.19987539947032928,0.17063315212726593,0.142337366938591,0.26230889558792114,0.040378257632255554,0.09296663850545883,0.2838558554649353,0.26230889558792114,0.09714057296514511,0.21324345469474792,0.08465105295181274
",",0.3087472915649414,0.2600580155849457,0.2837527096271515,-0.0016132977325469255,0.18920621275901794,0.44245919585227966,0.29676204919815063,0.28111666440963745,0.266347736120224,0.38314947485923767,0.4933079481124878,0.2972133159637451,0.26690807938575745,0.4946078956127167,0.4933079481124878,0.16815264523029327,0.24487493932247162,0.31091248989105225
however,0.4480680823326111,0.36646127700805664,0.2493833303451538,0.011690815910696983,0.1639065146446228,0.5474119186401367,0.45996713638305664,0.4301510155200958,0.34532037377357483,0.29641106724739075,0.49814513325691223,0.33179816603660583,0.28205615282058716,0.3800618350505829,0.49814513325691223,0.2313775271177292,0.2794627249240875,0.2152075469493866
",",0.3087472915649414,0.2600580155849457,0.2837527096271515,-0.0016132977325469255,0.18920621275901794,0.44245919585227966,0.29676204919815063,0.28111666440963745,0.266347736120224,0.38314947485923767,0.4933079481124878,0.2972133159637451,0.26690807938575745,0.4946078956127167,0.4933079481124878,0.16815264523029327,0.24487493932247162,0.31091248989105225
was,0.22111038863658905,0.25113144516944885,0.2742757201194763,0.008974763564765453,0.17281079292297363,0.3636345863342285,0.3147440552711487,0.19779354333877563,0.1389888972043991,0.36707764863967896,0.48711544275283813,0.24597382545471191,0.21022500097751617,0.4069072902202606,0.48711544275283813,0.24231374263763428,0.3521432876586914,0.18412111699581146
dealt,0.3691893219947815,0.33298566937446594,0.10818573832511902,-0.013671547174453735,0.08925889432430267,0.25993335247039795,0.17325273156166077,0.1836322695016861,0.20881387591362,0.1623031347990036,0.24436350166797638,0.24106843769550323,0.12189174443483353,0.2109026461839676,0.24436350166797638,0.11152387410402298,0.14333097636699677,0.3251160979270935
major,0.21026742458343506,0.25771963596343994,0.19896230101585388,-0.010959804058074951,0.17912858724594116,0.19240309298038483,0.18073582649230957,0.10022524744272232,0.2391762137413025,0.1983424723148346,0.31775903701782227,0.1350283920764923,0.09765258431434631,0.2641255557537079,0.31775903701782227,0.1350325644016266,0.21291306614875793,0.19788557291030884
blows,0.1972014456987381,0.30291125178337097,0.1550818830728531,0.031080877408385277,0.06315968185663223,0.2230401486158371,0.14500559866428375,0.1394709199666977,0.21078546345233917,0.1406521499156952,0.24627527594566345,0.16037531197071075,0.16364918649196625,0.14316339790821075,0.24627527594566345,0.25103670358657837,0.15313860774040222,0.16980502009391785
in,0.30808621644973755,0.2494886964559555,0.22147351503372192,-0.037580832839012146,0.2723471224308014,0.45010748505592346,0.23238378763198853,0.2661931812763214,0.22011394798755646,0.4374977946281433,0.6662389636039734,0.27519580721855164,0.25644969940185547,0.5696388483047485,0.6662389636039734,0.15408828854560852,0.3174034655094147,0.20430970191955566
the,0.42745697498321533,0.24990202486515045,0.2176690250635147,-0.01540423184633255,0.26230889558792114,0.535392165184021,0.31731709837913513,0.29185041785240173,0.27018237113952637,0.457212895154953,1.0,0.37523433566093445,0.3189295828342438,0.733189046382904,1.0,0.24964287877082825,0.3617299497127533,0.22068053483963013
late,0.1576872020959854,0.20741817355155945,0.16725575923919678,0.013811700977385044,0.11529653519392014,0.25809016823768616,0.24092119932174683,0.1721368432044983,0.1568528711795807,0.2634412944316864,0.31481194496154785,0.20408308506011963,0.24842064082622528,0.21690747141838074,0.31481194496154785,0.20935547351837158,0.42292845249176025,0.11339222639799118
19th,0.11525199562311172,0.13993717730045319,0.16512617468833923,0.09424189478158951,0.09714057296514511,0.18742936849594116,0.19138753414154053,0.1279774159193039,0.07662410289049149,0.09796708077192307,0.24964287877082825,0.20003560185432434,0.16643840074539185,0.16605104506015778,0.24964287877082825,1.0,0.25699272751808167,0.004712673369795084
century,0.20422613620758057,0.1259855479001999,0.15092648565769196,-0.0005286295781843364,0.21324345469474792,0.20143604278564453,0.22218185663223267,0.17614446580410004,0.208382248878479,0.16390062868595123,0.3617299497127533,0.25864824652671814,0.2272380292415619,0.2826060354709625,0.3617299497127533,0.25699272751808167,1.0,0.1026201918721199
by,0.2455483376979828,0.30491310358047485,0.15927588939666748,-0.010884488001465797,0.10054231435060501,0.33534231781959534,0.1663227528333664,0.2012643665075302,0.2202237844467163,0.2368064820766449,0.4408751428127289,0.21144916117191315,0.22449548542499542,0.3646814823150635,0.4408751428127289,0.2488098442554474,0.29995259642601013,0.17966607213020325
yellow,0.17067797482013702,0.21754343807697296,0.23747321963310242,-0.0019841264002025127,0.1041257455945015,0.2039003074169159,0.1700437068939209,0.25117868185043335,0.1247384250164032,0.161742702126503,0.2507648169994354,0.15136897563934326,0.15736758708953857,0.23887859284877777,0.2507648169994354,0.12496254593133926,0.08463732898235321,0.142889603972435
fever,0.18325752019882202,0.351575642824173,0.20901156961917877,-0.05715544894337654,0.11789441853761673,0.23937205970287323,0.19862890243530273,0.21614202857017517,0.06831861287355423,0.22390802204608917,0.22987264394760132,0.1042812317609787,0.10670209676027298,0.1963004767894745,0.22987264394760132,0.12217120826244354,0.1539088636636734,0.19472312927246094
outbreaks,0.21667125821113586,0.4316076338291168,0.17979945242404938,-0.04979954659938812,0.20299659669399261,0.15566755831241608,0.23198802769184113,0.18716004490852356,0.13773973286151886,0.11635392159223557,0.294321209192276,0.16283001005649567,0.0853680670261383,0.23829330503940582,0.294321209192276,0.08083833754062653,0.2819499969482422,0.18502937257289886
.,0.3567904531955719,0.2413787543773651,0.2843366861343384,-0.003708066651597619,0.21251501142978668,0.4645031690597534,0.32859939336776733,0.32668155431747437,0.2858181893825531,0.4549728035926819,0.5934505462646484,0.23063406348228455,0.2995082437992096,0.5352458953857422,0.5934505462646484,0.18941882252693176,0.27413639426231384,0.4130953550338745
