,the,spin,of,what,can,produce,a,magnetic,effect,to,oxygen,molecules,?
that,0.5473989248275757,0.21962210536003113,0.41498205065727234,0.6297725439071655,0.4522190988063812,0.3393034040927887,0.47537946701049805,0.27342489361763,0.3663281202316284,0.5436353087425232,0.2717767655849457,0.29100579023361206,0.32716336846351624
is,0.5823672413825989,0.17025168240070343,0.4854315221309662,0.28837618231773376,0.44256699085235596,0.26456785202026367,0.658733606338501,0.17429937422275543,0.17614969611167908,0.42745086550712585,0.21825239062309265,0.20481984317302704,0.22961433231830597
",",0.4933079481124878,0.21235895156860352,0.4946078956127167,0.3087472915649414,0.3139454126358032,0.19927625358104706,0.427140474319458,0.15619294345378876,0.2150653600692749,0.44245919585227966,0.21812842786312103,0.18639802932739258,0.31091248989105225
they,0.49925389885902405,0.16628175973892212,0.3426007330417633,0.4431931674480438,0.47909218072891235,0.30373209714889526,0.3528250455856323,0.1798524707555771,0.22173674404621124,0.5452046394348145,0.2903599143028259,0.3393418490886688,0.2753053903579712
impart,0.2545749247074127,0.24220111966133118,0.19359053671360016,0.30942395329475403,0.34566769003868103,0.2385229617357254,0.2411593347787857,0.24443088471889496,0.2493191659450531,0.33250170946121216,0.23331858217716217,0.21665729582309723,0.16633979976177216
magnetic,0.18611927330493927,0.3578615188598633,0.16237565875053406,0.19557252526283264,0.2819761633872986,0.23070599138736725,0.19198331236839294,1.0,0.2972445487976074,0.23495057225227356,0.25749415159225464,0.40906935930252075,0.10858146101236343
character,0.25992274284362793,0.27638283371925354,0.17163237929344177,0.22097444534301758,0.21908731758594513,0.14422062039375305,0.3054544925689697,0.19926831126213074,0.18024428188800812,0.2381577491760254,0.13562621176242828,0.150324285030365,0.18056271970272064
to,0.535392165184021,0.18981364369392395,0.41548454761505127,0.455847829580307,0.4979398250579834,0.30018290877342224,0.45503583550453186,0.23495057225227356,0.2521958649158478,1.0,0.24193501472473145,0.2749134600162506,0.29463258385658264
oxygen,0.20428593456745148,0.240091934800148,0.16848602890968323,0.16781960427761078,0.3056217133998871,0.2946869134902954,0.21662019193172455,0.25749415159225464,0.18079808354377747,0.24193501472473145,0.9999999403953552,0.5126039981842041,0.16786395013332367
when,0.5091903209686279,0.19282014667987823,0.3757161796092987,0.4700249433517456,0.39191514253616333,0.2970345914363861,0.44397395849227905,0.1933620721101761,0.2713961899280548,0.5423505902290344,0.28107690811157227,0.2873840630054474,0.22841128706932068
it,0.6251175999641418,0.2236274927854538,0.38761502504348755,0.45803478360176086,0.3819273114204407,0.3009456396102905,0.5452592968940735,0.23849275708198547,0.2770649194717407,0.513711154460907,0.26699385046958923,0.23047560453414917,0.25732165575027466
is,0.5823672413825989,0.17025168240070343,0.4854315221309662,0.28837618231773376,0.44256699085235596,0.26456785202026367,0.658733606338501,0.17429937422275543,0.17614969611167908,0.42745086550712585,0.21825239062309265,0.20481984317302704,0.22961433231830597
in,0.6662389636039734,0.16934846341609955,0.5696388483047485,0.30808621644973755,0.26527702808380127,0.21160131692886353,0.539380669593811,0.13499167561531067,0.25150683522224426,0.45010748505592346,0.1672476977109909,0.2197362184524536,0.20430970191955566
the,1.0,0.22827482223510742,0.733189046382904,0.42745697498321533,0.312528520822525,0.23457570374011993,0.5829201340675354,0.18611927330493927,0.2865084111690521,0.535392165184021,0.20428593456745148,0.2374771386384964,0.22068053483963013
presence,0.34114351868629456,0.05939386785030365,0.2917717397212982,0.24428647756576538,0.22971411049365997,0.2725878059864044,0.2469376027584076,0.23165225982666016,0.3023269474506378,0.3215413987636566,0.30132555961608887,0.31084051728248596,0.08592845499515533
of,0.733189046382904,0.1442040354013443,1.0,0.33290785551071167,0.2603091299533844,0.19541172683238983,0.5052502155303955,0.16237565875053406,0.24129827320575714,0.41548454761505127,0.16848602890968323,0.24428431689739227,0.1826142966747284
a,0.5829201340675354,0.2491714507341385,0.5052502155303955,0.3320399522781372,0.3915780484676361,0.2757846415042877,1.0,0.19198331236839294,0.24771364033222198,0.45503583550453186,0.21662019193172455,0.23147501051425934,0.23916715383529663
magnetic,0.18611927330493927,0.3578615188598633,0.16237565875053406,0.19557252526283264,0.2819761633872986,0.23070599138736725,0.19198331236839294,1.0,0.2972445487976074,0.23495057225227356,0.25749415159225464,0.40906935930252075,0.10858146101236343
field,0.2105809599161148,0.1834397315979004,0.20410659909248352,0.1825202852487564,0.15660448372364044,0.1603136956691742,0.2030690312385559,0.45372605323791504,0.2466512769460678,0.2647967040538788,0.12353071570396423,0.22501905262470245,0.11279727518558502
",",0.4933079481124878,0.21235895156860352,0.4946078956127167,0.3087472915649414,0.3139454126358032,0.19927625358104706,0.427140474319458,0.15619294345378876,0.2150653600692749,0.44245919585227966,0.21812842786312103,0.18639802932739258,0.31091248989105225
because,0.44596394896507263,0.21054518222808838,0.4075504541397095,0.46729007363319397,0.4189445674419403,0.33812350034713745,0.42230045795440674,0.22264878451824188,0.3421708643436432,0.5166091918945312,0.28859952092170715,0.27393215894699097,0.2528740465641022
of,0.733189046382904,0.1442040354013443,1.0,0.33290785551071167,0.2603091299533844,0.19541172683238983,0.5052502155303955,0.16237565875053406,0.24129827320575714,0.41548454761505127,0.16848602890968323,0.24428431689739227,0.1826142966747284
the,1.0,0.22827482223510742,0.733189046382904,0.42745697498321533,0.312528520822525,0.23457570374011993,0.5829201340675354,0.18611927330493927,0.2865084111690521,0.535392165184021,0.20428593456745148,0.2374771386384964,0.22068053483963013
spin,0.22827482223510742,1.0000001192092896,0.1442040354013443,0.1801164597272873,0.19974039494991302,0.2044086456298828,0.2491714507341385,0.3578615188598633,0.19100961089134216,0.18981364369392395,0.240091934800148,0.2162562906742096,0.10766658186912537
magnetic,0.18611927330493927,0.3578615188598633,0.16237565875053406,0.19557252526283264,0.2819761633872986,0.23070599138736725,0.19198331236839294,1.0,0.2972445487976074,0.23495057225227356,0.25749415159225464,0.40906935930252075,0.10858146101236343
moments,0.290748655796051,0.3180854916572571,0.20084315538406372,0.29474949836730957,0.27528390288352966,0.12289755791425705,0.2419203817844391,0.31059226393699646,0.2223694920539856,0.2568005323410034,0.205192431807518,0.29120758175849915,0.1558983474969864
of,0.733189046382904,0.1442040354013443,1.0,0.33290785551071167,0.2603091299533844,0.19541172683238983,0.5052502155303955,0.16237565875053406,0.24129827320575714,0.41548454761505127,0.16848602890968323,0.24428431689739227,0.1826142966747284
the,1.0,0.22827482223510742,0.733189046382904,0.42745697498321533,0.312528520822525,0.23457570374011993,0.5829201340675354,0.18611927330493927,0.2865084111690521,0.535392165184021,0.20428593456745148,0.2374771386384964,0.22068053483963013
unpaired,0.2942753732204437,0.2600080966949463,0.2803429663181305,0.28306058049201965,0.3626985549926758,0.36565643548965454,0.30144721269607544,0.24170435965061188,0.26921218633651733,0.31760090589523315,0.28926169872283936,0.33970534801483154,0.1656719297170639
electrons,0.2109822928905487,0.4019731283187866,0.1921376883983612,0.23107858002185822,0.3187468349933624,0.28746724128723145,0.2377878874540329,0.5319692492485046,0.25184375047683716,0.2753003239631653,0.5168894529342651,0.6550358533859253,0.15516111254692078
in,0.6662389636039734,0.16934846341609955,0.5696388483047485,0.30808621644973755,0.26527702808380127,0.21160131692886353,0.539380669593811,0.13499167561531067,0.25150683522224426,0.45010748505592346,0.1672476977109909,0.2197362184524536,0.20430970191955566
the,1.0,0.22827482223510742,0.733189046382904,0.42745697498321533,0.312528520822525,0.23457570374011993,0.5829201340675354,0.18611927330493927,0.2865084111690521,0.535392165184021,0.20428593456745148,0.2374771386384964,0.22068053483963013
molecule,0.24164284765720367,0.227780282497406,0.24491971731185913,0.22070930898189545,0.3476022779941559,0.32399922609329224,0.25077784061431885,0.3921811580657959,0.2638956904411316,0.2560041546821594,0.5005955100059509,0.9170997142791748,0.15761622786521912
",",0.4933079481124878,0.21235895156860352,0.4946078956127167,0.3087472915649414,0.3139454126358032,0.19927625358104706,0.427140474319458,0.15619294345378876,0.2150653600692749,0.44245919585227966,0.21812842786312103,0.18639802932739258,0.31091248989105225
and,0.5171257257461548,0.16865940392017365,0.5116966962814331,0.31309178471565247,0.3675691485404968,0.2701570689678192,0.3739250600337982,0.1990627944469452,0.23508284986019135,0.48971283435821533,0.22261030972003937,0.24837805330753326,0.20544172823429108
the,1.0,0.22827482223510742,0.733189046382904,0.42745697498321533,0.312528520822525,0.23457570374011993,0.5829201340675354,0.18611927330493927,0.2865084111690521,0.535392165184021,0.20428593456745148,0.2374771386384964,0.22068053483963013
negative,0.1981879472732544,0.20005492866039276,0.17049510776996613,0.23431497812271118,0.25645697116851807,0.24137428402900696,0.22058971226215363,0.313821941614151,0.3105284571647644,0.225682333111763,0.28650137782096863,0.315532386302948,0.12562139332294464
exchange,0.2543705105781555,0.15030576288700104,0.23548997938632965,0.11323627829551697,0.19783957302570343,0.1776447743177414,0.14749813079833984,0.16751740872859955,0.21596159040927887,0.20507046580314636,0.24050359427928925,0.1903085559606552,0.048212938010692596
energy,0.26756542921066284,0.3158845007419586,0.26257598400115967,0.190252885222435,0.28262534737586975,0.36468130350112915,0.21513298153877258,0.31624147295951843,0.31924596428871155,0.27179354429244995,0.4261608421802521,0.46309974789619446,0.14860127866268158
between,0.39067012071609497,0.10828414559364319,0.3737983703613281,0.2462156116962433,0.23827335238456726,0.217380553483963,0.29385313391685486,0.21079519391059875,0.2053150236606598,0.3639189600944519,0.1443812996149063,0.23308295011520386,0.12887074053287506
neighboring,0.2893197238445282,0.0859701931476593,0.2801951467990875,0.19534336030483246,0.138542041182518,0.20237639546394348,0.23011620342731476,0.13238735496997833,0.22027745842933655,0.25591593980789185,0.1341150850057602,0.24400798976421356,0.05513705313205719
o,0.19071193039417267,0.05388813093304634,0.16054381430149078,0.1489914506673813,0.13634033501148224,0.1246316209435463,0.18840523064136505,0.11391761898994446,0.06897078454494476,0.1644444614648819,0.2476140707731247,0.23809181153774261,0.23868927359580994
2,-0.019434669986367226,-0.05865896865725517,-0.013777675107121468,-0.049862053245306015,0.01035431306809187,0.017157679423689842,-0.05323360115289688,-0.01245980802923441,0.016677865758538246,-0.0836251974105835,0.04063820466399193,0.12187691032886505,0.001977203879505396
molecules,0.2374771386384964,0.2162562906742096,0.24428431689739227,0.2143162339925766,0.376198410987854,0.326150506734848,0.23147501051425934,0.40906935930252075,0.29425594210624695,0.2749134600162506,0.5126039981842041,0.9999999403953552,0.17409995198249817
.,0.5934505462646484,0.2699195146560669,0.5352458953857422,0.3567904531955719,0.35783761739730835,0.2587496340274811,0.50484299659729,0.1884709596633911,0.2277858853340149,0.4645031690597534,0.2554275095462799,0.25748172402381897,0.4130953550338745
