,who,was,the,designer,of,the,oriental,courts,?
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.1968775987625122,0.41548454761505127,0.535392165184021,0.1792728751897812,0.2114926129579544,0.29463258385658264
the,0.3733934462070465,0.48711544275283813,1.0,0.19174696505069733,0.733189046382904,1.0,0.28532177209854126,0.2453746348619461,0.22068053483963013
east,0.20229652523994446,0.2747166156768799,0.3383176326751709,0.08406638354063034,0.314786434173584,0.3383176326751709,0.35931384563446045,0.1956634372472763,0.10070597380399704
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.16515842080116272,1.0,0.733189046382904,0.3216695189476013,0.24972429871559143,0.1826142966747284
this,0.3345087468624115,0.3638818562030792,0.6274310946464539,0.1698027402162552,0.45148900151252747,0.6274310946464539,0.18733032047748566,0.20042076706886292,0.3155723512172699
were,0.3188014328479767,0.590133786201477,0.3906462490558624,0.147552952170372,0.34038281440734863,0.3906462490558624,0.1615966558456421,0.20924413204193115,0.17890112102031708
additional,0.19588695466518402,0.10680072009563446,0.2539002597332001,0.15860185027122498,0.2518594264984131,0.2539002597332001,0.07424509525299072,0.1237979456782341,0.24309562146663666
galleries,0.16204048693180084,0.14833402633666992,0.27603694796562195,0.23374423384666443,0.24172402918338776,0.27603694796562195,0.16660478711128235,0.29869595170021057,0.1957392692565918
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2310541421175003,0.4946078956127167,0.4933079481124878,0.20159389078617096,0.21853886544704437,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,1.0,0.19174696505069733,0.733189046382904,1.0,0.28532177209854126,0.2453746348619461,0.22068053483963013
decoration,0.18199381232261658,0.23056358098983765,0.3275705873966217,0.2966378927230835,0.3101682662963867,0.3275705873966217,0.15776890516281128,0.2617713212966919,0.16409437358379364
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.16515842080116272,1.0,0.733189046382904,0.3216695189476013,0.24972429871559143,0.1826142966747284
which,0.3688730001449585,0.2830964922904968,0.6521818041801453,0.19743090867996216,0.5011631846427917,0.6521818041801453,0.25124993920326233,0.24834851920604706,0.25814583897590637
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.2911894917488098,0.4069072902202606,0.48711544275283813,0.1793006956577301,0.18836963176727295,0.18412111699581146
the,0.3733934462070465,0.48711544275283813,1.0,0.19174696505069733,0.733189046382904,1.0,0.28532177209854126,0.2453746348619461,0.22068053483963013
work,0.3146236836910248,0.24745555222034454,0.2704800069332123,0.1981387883424759,0.23473061621189117,0.2704800069332123,0.061758022755384445,0.17641596496105194,0.2621155381202698
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.16515842080116272,1.0,0.733189046382904,0.3216695189476013,0.24972429871559143,0.1826142966747284
another,0.4379323124885559,0.34961897134780884,0.5019711852073669,0.17979973554611206,0.38147079944610596,0.5019711852073669,0.12332700192928314,0.17127886414527893,0.295511931180954
designer,0.22089804708957672,0.2911894917488098,0.19174696505069733,1.0,0.16515842080116272,0.19174696505069733,0.07755549252033234,0.11094127595424652,0.15322723984718323
owen,0.2093045860528946,0.23597665131092072,0.1796451061964035,0.1905672252178192,0.1460258513689041,0.1796451061964035,0.11662257462739944,0.09587530046701431,0.13738884031772614
jones,0.265706866979599,0.23214209079742432,0.24446700513362885,0.22106261551380157,0.2007877230644226,0.24446700513362885,0.1633630096912384,0.11546022444963455,0.1838836669921875
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2310541421175003,0.4946078956127167,0.4933079481124878,0.20159389078617096,0.21853886544704437,0.31091248989105225
these,0.34544891119003296,0.19784674048423767,0.49086877703666687,0.13509246706962585,0.42684608697891235,0.49086877703666687,0.26398295164108276,0.26591774821281433,0.2571668326854706
were,0.3188014328479767,0.590133786201477,0.3906462490558624,0.147552952170372,0.34038281440734863,0.3906462490558624,0.1615966558456421,0.20924413204193115,0.17890112102031708
the,0.3733934462070465,0.48711544275283813,1.0,0.19174696505069733,0.733189046382904,1.0,0.28532177209854126,0.2453746348619461,0.22068053483963013
oriental,0.15047593414783478,0.1793006956577301,0.28532177209854126,0.07755549252033234,0.3216695189476013,0.28532177209854126,1.0,0.16431871056556702,0.1044238805770874
courts,0.25162091851234436,0.18836963176727295,0.2453746348619461,0.11094127595424652,0.24972429871559143,0.2453746348619461,0.16431871056556702,1.0,0.17759139835834503
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.1839592456817627,0.35032153129577637,0.33289089798927307,0.15644733607769012,0.16223514080047607,0.40561532974243164
covering,0.11698146909475327,0.21872106194496155,0.36934760212898254,0.11231387406587601,0.3818558156490326,0.36934760212898254,0.15177151560783386,0.22646036744117737,0.10643069446086884
india,0.2292683869600296,0.22117909789085388,0.3108653426170349,0.108829565346241,0.29747170209884644,0.3108653426170349,0.22652477025985718,0.1532144397497177,0.10473668575286865
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2310541421175003,0.4946078956127167,0.4933079481124878,0.20159389078617096,0.21853886544704437,0.31091248989105225
china,0.17514774203300476,0.20567192137241364,0.3110525608062744,0.13252639770507812,0.27699828147888184,0.3110525608062744,0.22206930816173553,0.16544300317764282,0.18007943034172058
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.225722536444664,0.5116966962814331,0.5171257257461548,0.20877836644649506,0.2592387795448303,0.20544172823429108
japan,0.14482426643371582,0.24596759676933289,0.22735914587974548,0.19617728888988495,0.2358245700597763,0.22735914587974548,0.18495458364486694,0.13975177705287933,0.1312343180179596
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.18837766349315643,0.3680361211299896,0.3456730246543884,0.16095268726348877,0.17181523144245148,0.42300865054130554
completed,0.15320545434951782,0.3156263828277588,0.29278936982154846,0.16805212199687958,0.2491239756345749,0.29278936982154846,0.11823546886444092,0.19658292829990387,0.08272653818130493
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.16848240792751312,0.5696388483047485,0.6662389636039734,0.23639504611492157,0.2495848685503006,0.20430970191955566
1863,0.21940401196479797,0.1414211094379425,0.07663208991289139,0.11887918412685394,0.0038408180698752403,0.07663208991289139,-0.158729687333107,0.0958699956536293,0.12596990168094635
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2310541421175003,0.4946078956127167,0.4933079481124878,0.20159389078617096,0.21853886544704437,0.31091248989105225
none,0.184309720993042,0.08299771696329117,0.2426847517490387,0.037839118391275406,0.2225583791732788,0.2426847517490387,0.06362050771713257,0.11953951418399811,0.23397447168827057
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.16515842080116272,1.0,0.733189046382904,0.3216695189476013,0.24972429871559143,0.1826142966747284
this,0.3345087468624115,0.3638818562030792,0.6274310946464539,0.1698027402162552,0.45148900151252747,0.6274310946464539,0.18733032047748566,0.20042076706886292,0.3155723512172699
decoration,0.18199381232261658,0.23056358098983765,0.3275705873966217,0.2966378927230835,0.3101682662963867,0.3275705873966217,0.15776890516281128,0.2617713212966919,0.16409437358379364
survives,0.22233037650585175,0.2358049750328064,0.3015221059322357,0.08288715779781342,0.2872374951839447,0.3015221059322357,0.17487144470214844,0.09310249239206314,0.13757868111133575
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2310541421175003,0.4946078956127167,0.4933079481124878,0.20159389078617096,0.21853886544704437,0.31091248989105225
part,0.19576206803321838,0.3407018780708313,0.527681291103363,0.1223953515291214,0.452393114566803,0.527681291103363,0.23860806226730347,0.24970410764217377,0.08557961881160736
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.16515842080116272,1.0,0.733189046382904,0.3216695189476013,0.24972429871559143,0.1826142966747284
these,0.34544891119003296,0.19784674048423767,0.49086877703666687,0.13509246706962585,0.42684608697891235,0.49086877703666687,0.26398295164108276,0.26591774821281433,0.2571668326854706
galleries,0.16204048693180084,0.14833402633666992,0.27603694796562195,0.23374423384666443,0.24172402918338776,0.27603694796562195,0.16660478711128235,0.29869595170021057,0.1957392692565918
became,0.2624726891517639,0.6575068235397339,0.36325156688690186,0.1873999387025833,0.3638904094696045,0.36325156688690186,0.19502919912338257,0.11560545116662979,0.11374033987522125
the,0.3733934462070465,0.48711544275283813,1.0,0.19174696505069733,0.733189046382904,1.0,0.28532177209854126,0.2453746348619461,0.22068053483963013
new,0.2378052920103073,0.2748313844203949,0.3845241069793701,0.1897231638431549,0.343457967042923,0.3845241069793701,0.08241845667362213,0.10748372972011566,0.14782847464084625
galleries,0.16204048693180084,0.14833402633666992,0.27603694796562195,0.23374423384666443,0.24172402918338776,0.27603694796562195,0.16660478711128235,0.29869595170021057,0.1957392692565918
covering,0.11698146909475327,0.21872106194496155,0.36934760212898254,0.11231387406587601,0.3818558156490326,0.36934760212898254,0.15177151560783386,0.22646036744117737,0.10643069446086884
the,0.3733934462070465,0.48711544275283813,1.0,0.19174696505069733,0.733189046382904,1.0,0.28532177209854126,0.2453746348619461,0.22068053483963013
19th,0.165800079703331,0.24231374263763428,0.24964287877082825,0.09834295511245728,0.16605104506015778,0.24964287877082825,0.07794229686260223,0.11843694746494293,0.004712673369795084
century,0.2990973889827728,0.3521432876586914,0.3617299497127533,0.18704362213611603,0.2826060354709625,0.3617299497127533,0.23576246201992035,0.18827110528945923,0.1026201918721199
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2310541421175003,0.4946078956127167,0.4933079481124878,0.20159389078617096,0.21853886544704437,0.31091248989105225
opened,0.1488369107246399,0.31916534900665283,0.28544309735298157,0.20334608852863312,0.16720551252365112,0.28544309735298157,0.16767436265945435,0.18942061066627502,0.1934700310230255
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.16848240792751312,0.5696388483047485,0.6662389636039734,0.23639504611492157,0.2495848685503006,0.20430970191955566
december,0.2259318083524704,0.41127854585647583,0.23266014456748962,0.22909502685070038,0.1503814309835434,0.23266014456748962,0.038545217365026474,0.1298312395811081,0.2480352818965912
2006,-0.026890208944678307,-0.08876620978116989,0.11294147372245789,-0.07088468223810196,0.10009169578552246,0.11294147372245789,-0.017495719715952873,-0.023209821432828903,-0.1194092258810997
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.19978275895118713,0.5352458953857422,0.5934505462646484,0.23638159036636353,0.2468891590833664,0.4130953550338745
