,an,msp,may,introduce,a,bill,as,what,?
bills,0.10758780688047409,0.20777200162410736,0.19348685443401337,0.2345513552427292,0.24252058565616608,0.6122535467147827,0.1936701536178589,0.19447143375873566,0.12315891683101654
can,0.23671309649944305,0.19000492990016937,0.43584567308425903,0.240422785282135,0.3915780484676361,0.17938722670078278,0.3245031237602234,0.34502777457237244,0.3226337134838104
be,0.33041056990623474,0.16379432380199432,0.45514434576034546,0.2999604046344757,0.39883795380592346,0.14357201755046844,0.5230465531349182,0.3929833769798279,0.3324260413646698
introduced,0.13903290033340454,0.16021211445331573,0.10691121965646744,0.7996845841407776,0.2573881149291992,0.20603957772254944,0.25088563561439514,0.09417270123958588,0.16386865079402924
to,0.3138085603713989,0.22173245251178741,0.391582727432251,0.3381519317626953,0.45503583550453186,0.17981381714344025,0.42092081904411316,0.455847829580307,0.29463258385658264
parliament,0.18050292134284973,0.4907226264476776,0.21585623919963837,0.18331246078014374,0.22951169312000275,0.2732408940792084,0.1639251410961151,0.21650300920009613,0.1586504578590393
in,0.2605783939361572,0.18218232691287994,0.3424151837825775,0.18157897889614105,0.539380669593811,0.1447519063949585,0.3887844979763031,0.30808621644973755,0.20430970191955566
a,0.44552403688430786,0.2784733176231384,0.29255667328834534,0.25808990001678467,1.0,0.24716360867023468,0.39550232887268066,0.3320399522781372,0.23916715383529663
number,0.1875157356262207,0.22495712339878082,0.18605102598667145,0.21107710897922516,0.2992287278175354,0.12933529913425446,0.26786008477211,0.23046229779720306,0.19256845116615295
of,0.32280945777893066,0.2572315037250519,0.26447007060050964,0.2043139487504959,0.5052502155303955,0.17127205431461334,0.3886612355709076,0.33290785551071167,0.1826142966747284
ways,0.20910055935382843,0.09844313561916351,0.24969244003295898,0.2642187476158142,0.25739049911499023,0.08885250985622406,0.2867274880409241,0.394069641828537,0.2710120975971222
;,-0.0424368716776371,-0.0068345642648637295,-0.015097163617610931,0.0044655390083789825,-0.02122584730386734,-0.03520350158214569,0.05586666986346245,0.10986888408660889,0.10349778085947037
the,0.4207492768764496,0.23818017542362213,0.2694292366504669,0.22310380637645721,0.5829201340675354,0.24155211448669434,0.48381632566452026,0.42745697498321533,0.22068053483963013
scottish,0.16270451247692108,0.45185530185699463,0.21667926013469696,0.19801384210586548,0.18544672429561615,0.22999455034732819,0.185140922665596,0.13777151703834534,0.06442669779062271
government,0.15164874494075775,0.3270038366317749,0.21966363489627838,0.16727252304553986,0.25158295035362244,0.2197466939687729,0.1883569210767746,0.28074538707733154,0.18851417303085327
can,0.23671309649944305,0.19000492990016937,0.43584567308425903,0.240422785282135,0.3915780484676361,0.17938722670078278,0.3245031237602234,0.34502777457237244,0.3226337134838104
introduce,0.16589272022247314,0.16672669351100922,0.11500620096921921,1.0,0.25808990001678467,0.21611514687538147,0.2795177102088928,0.2023693174123764,0.22698114812374115
new,0.19160676002502441,0.1973816454410553,0.19349534809589386,0.2873581051826477,0.3214259147644043,0.20413362979888916,0.24585270881652832,0.2130378633737564,0.14782847464084625
laws,0.17227743566036224,0.1792859584093094,0.18486784398555756,0.2614842355251312,0.1722979098558426,0.25408822298049927,0.21991311013698578,0.29636016488075256,0.17911791801452637
or,0.3096676766872406,0.17398998141288757,0.399771511554718,0.23037874698638916,0.48853766918182373,0.1616130769252777,0.4400654137134552,0.33867141604423523,0.32389625906944275
amendments,0.17303839325904846,0.24772079288959503,0.17179833352565765,0.27937519550323486,0.1911919265985489,0.4210346043109894,0.2406635582447052,0.2351139485836029,0.2547150254249573
to,0.3138085603713989,0.22173245251178741,0.391582727432251,0.3381519317626953,0.45503583550453186,0.17981381714344025,0.42092081904411316,0.455847829580307,0.29463258385658264
existing,0.19810053706169128,0.23675762116909027,0.24146124720573425,0.3119555413722992,0.2590343654155731,0.11700312048196793,0.2994588613510132,0.31325602531433105,0.31003472208976746
laws,0.17227743566036224,0.1792859584093094,0.18486784398555756,0.2614842355251312,0.1722979098558426,0.25408822298049927,0.21991311013698578,0.29636016488075256,0.17911791801452637
as,0.37218472361564636,0.21805118024349213,0.32133710384368896,0.2795177102088928,0.39550232887268066,0.20273667573928833,1.0,0.31749409437179565,0.27043893933296204
a,0.44552403688430786,0.2784733176231384,0.29255667328834534,0.25808990001678467,1.0,0.24716360867023468,0.39550232887268066,0.3320399522781372,0.23916715383529663
bill,0.12577931582927704,0.24026216566562653,0.15351812541484833,0.21611514687538147,0.24716360867023468,0.9999999403953552,0.20273667573928833,0.16425743699073792,0.12855131924152374
;,-0.0424368716776371,-0.0068345642648637295,-0.015097163617610931,0.0044655390083789825,-0.02122584730386734,-0.03520350158214569,0.05586666986346245,0.10986888408660889,0.10349778085947037
a,0.44552403688430786,0.2784733176231384,0.29255667328834534,0.25808990001678467,1.0,0.24716360867023468,0.39550232887268066,0.3320399522781372,0.23916715383529663
committee,0.16761980950832367,0.33871322870254517,0.09478174149990082,0.21976114809513092,0.1903151571750641,0.18315733969211578,0.1826688051223755,0.18195343017578125,0.12144632637500763
of,0.32280945777893066,0.2572315037250519,0.26447007060050964,0.2043139487504959,0.5052502155303955,0.17127205431461334,0.3886612355709076,0.33290785551071167,0.1826142966747284
the,0.4207492768764496,0.23818017542362213,0.2694292366504669,0.22310380637645721,0.5829201340675354,0.24155211448669434,0.48381632566452026,0.42745697498321533,0.22068053483963013
parliament,0.18050292134284973,0.4907226264476776,0.21585623919963837,0.18331246078014374,0.22951169312000275,0.2732408940792084,0.1639251410961151,0.21650300920009613,0.1586504578590393
can,0.23671309649944305,0.19000492990016937,0.43584567308425903,0.240422785282135,0.3915780484676361,0.17938722670078278,0.3245031237602234,0.34502777457237244,0.3226337134838104
present,0.15929816663265228,0.22171556949615479,0.25481489300727844,0.11269652843475342,0.14277903735637665,0.0988108217716217,0.20965726673603058,0.30940163135528564,0.21759982407093048
a,0.44552403688430786,0.2784733176231384,0.29255667328834534,0.25808990001678467,1.0,0.24716360867023468,0.39550232887268066,0.3320399522781372,0.23916715383529663
bill,0.12577931582927704,0.24026216566562653,0.15351812541484833,0.21611514687538147,0.24716360867023468,0.9999999403953552,0.20273667573928833,0.16425743699073792,0.12855131924152374
in,0.2605783939361572,0.18218232691287994,0.3424151837825775,0.18157897889614105,0.539380669593811,0.1447519063949585,0.3887844979763031,0.30808621644973755,0.20430970191955566
one,0.2829729914665222,0.2627440094947815,0.2514621615409851,0.23534813523292542,0.4910551905632019,0.09296830743551254,0.3954789340496063,0.376489520072937,0.2673267424106598
of,0.32280945777893066,0.2572315037250519,0.26447007060050964,0.2043139487504959,0.5052502155303955,0.17127205431461334,0.3886612355709076,0.33290785551071167,0.1826142966747284
the,0.4207492768764496,0.23818017542362213,0.2694292366504669,0.22310380637645721,0.5829201340675354,0.24155211448669434,0.48381632566452026,0.42745697498321533,0.22068053483963013
areas,0.1425553858280182,0.1668788343667984,0.192206010222435,0.22077342867851257,0.24730755388736725,0.029275251552462578,0.24697712063789368,0.23739881813526154,0.1273590475320816
under,0.16416478157043457,0.14317913353443146,0.17191942036151886,0.1496073603630066,0.18317826092243195,0.13650529086589813,0.29018887877464294,0.20154598355293274,0.18233340978622437
its,0.28139030933380127,0.18662475049495697,0.17664512991905212,0.1487976610660553,0.4424409866333008,0.18260256946086884,0.31874480843544006,0.30393704771995544,0.15103481709957123
remit,0.18789401650428772,0.1375698447227478,0.2151004821062088,0.2971663773059845,0.25918257236480713,0.20151567459106445,0.316188782453537,0.4953903555870056,0.3610509932041168
;,-0.0424368716776371,-0.0068345642648637295,-0.015097163617610931,0.0044655390083789825,-0.02122584730386734,-0.03520350158214569,0.05586666986346245,0.10986888408660889,0.10349778085947037
a,0.44552403688430786,0.2784733176231384,0.29255667328834534,0.25808990001678467,1.0,0.24716360867023468,0.39550232887268066,0.3320399522781372,0.23916715383529663
member,0.20242485404014587,0.3981706202030182,0.1533735990524292,0.14643453061580658,0.24081070721149445,0.17437314987182617,0.2264706939458847,0.09932345896959305,0.06826172769069672
of,0.32280945777893066,0.2572315037250519,0.26447007060050964,0.2043139487504959,0.5052502155303955,0.17127205431461334,0.3886612355709076,0.33290785551071167,0.1826142966747284
the,0.4207492768764496,0.23818017542362213,0.2694292366504669,0.22310380637645721,0.5829201340675354,0.24155211448669434,0.48381632566452026,0.42745697498321533,0.22068053483963013
scottish,0.16270451247692108,0.45185530185699463,0.21667926013469696,0.19801384210586548,0.18544672429561615,0.22999455034732819,0.185140922665596,0.13777151703834534,0.06442669779062271
parliament,0.18050292134284973,0.4907226264476776,0.21585623919963837,0.18331246078014374,0.22951169312000275,0.2732408940792084,0.1639251410961151,0.21650300920009613,0.1586504578590393
can,0.23671309649944305,0.19000492990016937,0.43584567308425903,0.240422785282135,0.3915780484676361,0.17938722670078278,0.3245031237602234,0.34502777457237244,0.3226337134838104
introduce,0.16589272022247314,0.16672669351100922,0.11500620096921921,1.0,0.25808990001678467,0.21611514687538147,0.2795177102088928,0.2023693174123764,0.22698114812374115
a,0.44552403688430786,0.2784733176231384,0.29255667328834534,0.25808990001678467,1.0,0.24716360867023468,0.39550232887268066,0.3320399522781372,0.23916715383529663
bill,0.12577931582927704,0.24026216566562653,0.15351812541484833,0.21611514687538147,0.24716360867023468,0.9999999403953552,0.20273667573928833,0.16425743699073792,0.12855131924152374
as,0.37218472361564636,0.21805118024349213,0.32133710384368896,0.2795177102088928,0.39550232887268066,0.20273667573928833,1.0,0.31749409437179565,0.27043893933296204
a,0.44552403688430786,0.2784733176231384,0.29255667328834534,0.25808990001678467,1.0,0.24716360867023468,0.39550232887268066,0.3320399522781372,0.23916715383529663
private,0.14829891920089722,0.17888179421424866,0.16896244883537292,0.13021035492420197,0.20346391201019287,0.09215032309293747,0.22101859748363495,0.16778090596199036,0.14389030635356903
member,0.20242485404014587,0.3981706202030182,0.1533735990524292,0.14643453061580658,0.24081070721149445,0.17437314987182617,0.2264706939458847,0.09932345896959305,0.06826172769069672
;,-0.0424368716776371,-0.0068345642648637295,-0.015097163617610931,0.0044655390083789825,-0.02122584730386734,-0.03520350158214569,0.05586666986346245,0.10986888408660889,0.10349778085947037
or,0.3096676766872406,0.17398998141288757,0.399771511554718,0.23037874698638916,0.48853766918182373,0.1616130769252777,0.4400654137134552,0.33867141604423523,0.32389625906944275
a,0.44552403688430786,0.2784733176231384,0.29255667328834534,0.25808990001678467,1.0,0.24716360867023468,0.39550232887268066,0.3320399522781372,0.23916715383529663
private,0.14829891920089722,0.17888179421424866,0.16896244883537292,0.13021035492420197,0.20346391201019287,0.09215032309293747,0.22101859748363495,0.16778090596199036,0.14389030635356903
bill,0.12577931582927704,0.24026216566562653,0.15351812541484833,0.21611514687538147,0.24716360867023468,0.9999999403953552,0.20273667573928833,0.16425743699073792,0.12855131924152374
