,in,which,year,did,the,newspaper,change,its,previous,definition,?
in,1.0,0.4840516746044159,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.24728119373321533,0.2510564923286438,0.3793783485889435,0.2318485975265503,0.20306213200092316,0.20430970191955566
1999,-0.0026030326262116432,-0.0656374990940094,0.06423642486333847,0.08004042506217957,0.06755080074071884,0.10107044875621796,-0.009670763276517391,0.032279301434755325,0.03542371094226837,0.010338631458580494,0.05416720360517502
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.23561978340148926,0.2752361297607422,0.33157986402511597,0.26843470335006714,0.24771931767463684,0.31091248989105225
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.228145033121109,0.3641999065876007,0.559237003326416,0.34706559777259827,0.23176956176757812,0.22068053483963013
times,0.2427823841571808,0.29070794582366943,0.306132435798645,0.23068773746490479,0.29093852639198303,0.30033794045448303,0.2165924608707428,0.23924176394939423,0.2561114430427551,0.1641368567943573,0.18880689144134521
added,0.26384392380714417,0.36627641320228577,0.18511392176151276,0.2065255343914032,0.3207796514034271,0.13176071643829346,0.32818111777305603,0.2351330816745758,0.21502192318439484,0.19778311252593994,0.2865637540817261
a,0.539380669593811,0.56894451379776,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.22959311306476593,0.3047741651535034,0.4424409866333008,0.23051196336746216,0.2941339910030365,0.23916715383529663
newer,0.23164013028144836,0.3467700779438019,0.09892348200082779,0.22877991199493408,0.28440263867378235,0.07889707386493683,0.2748986780643463,0.21840886771678925,0.3730591833591461,0.1901693046092987,0.15615598857402802
county—imperial—to,0.3561803996562958,0.29220059514045715,0.28459176421165466,0.1815507411956787,0.3645848035812378,0.24038195610046387,0.20666484534740448,0.22069482505321503,0.1784227192401886,0.2583363354206085,0.1693299412727356
that,0.435920387506485,0.6894589066505432,0.2826407253742218,0.47518548369407654,0.5473989248275757,0.20911724865436554,0.3988441526889801,0.416561484336853,0.29416754841804504,0.36495500802993774,0.32716336846351624
list,0.2799903452396393,0.22470195591449738,0.197907492518425,0.13643468916416168,0.2863321602344513,0.10669174045324326,0.19492802023887634,0.1996135115623474,0.20941437780857086,0.2805865705013275,0.23630984127521515
.,0.5591574311256409,0.45942068099975586,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.1886528879404068,0.3244723975658417,0.3566088080406189,0.24575935304164886,0.2228187918663025,0.4130953550338745
