,what,countries,are,the,doctor,who,dvds,available,to,purchase,?
a,0.3320399522781372,0.2672088146209717,0.265255331993103,0.5829201340675354,0.22883038222789764,0.36608949303627014,0.20548631250858307,0.19077399373054504,0.45503583550453186,0.24305202066898346,0.23916715383529663
wide,0.22181174159049988,0.20492495596408844,0.2392052859067917,0.28078147768974304,0.003888624720275402,0.12099401652812958,0.22483423352241516,0.22759157419204712,0.27017152309417725,0.10862141847610474,0.12719376385211945
selection,0.23410139977931976,0.127208411693573,0.24015656113624573,0.26173123717308044,0.05689604952931404,0.2101881206035614,0.2645111680030823,0.34095099568367004,0.19397805631160736,0.17269088327884674,0.24161170423030853
of,0.33290785551071167,0.2800094783306122,0.39081433415412903,0.733189046382904,0.16895952820777893,0.2827862501144409,0.19068120419979095,0.2416580766439438,0.41548454761505127,0.21814467012882233,0.1826142966747284
serials,0.18016576766967773,0.21291574835777283,0.2618986666202545,0.23020225763320923,0.2940441071987152,0.22176605463027954,0.40821126103401184,0.2015482485294342,0.20754627883434296,0.17535041272640228,0.14029279351234436
are,0.29724663496017456,0.35174399614334106,1.0,0.40399202704429626,0.12730668485164642,0.27294138073921204,0.306996613740921,0.31910744309425354,0.3504326641559601,0.11641941964626312,0.24591213464736938
available,0.22032985091209412,0.2644945979118347,0.31910744309425354,0.26723232865333557,0.16156968474388123,0.1272890865802765,0.43460291624069214,1.0000001192092896,0.2394571453332901,0.3704683482646942,0.2501629889011383
from,0.2737620174884796,0.2355131208896637,0.2674213647842407,0.40150508284568787,0.15658842027187347,0.27839982509613037,0.17442981898784637,0.21971632540225983,0.4069952368736267,0.2239561676979065,0.19969791173934937
bbc,0.20634698867797852,0.22241735458374023,0.11432822793722153,0.2735401690006256,0.32370132207870483,0.2086644321680069,0.3447611331939697,0.24239200353622437,0.19421324133872986,0.0897921770811081,0.20556949079036713
video,0.1880173683166504,0.18260414898395538,0.17460376024246216,0.2506899833679199,0.22010014951229095,0.24429279565811157,0.4403237998485565,0.28735488653182983,0.18658137321472168,0.16611319780349731,0.22771678864955902
on,0.34226128458976746,0.2938643991947174,0.268924742937088,0.5107308030128479,0.1636410653591156,0.2340552806854248,0.298297256231308,0.3133032023906708,0.41031414270401,0.22003348171710968,0.2714994251728058
dvd,0.23432883620262146,0.1407075673341751,0.14010034501552582,0.20035067200660706,0.1153966411948204,0.13500387966632843,0.7288793325424194,0.30376556515693665,0.18933239579200745,0.20013557374477386,0.21825559437274933
",",0.3087472915649414,0.2966555655002594,0.4062570035457611,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.2722424566745758,0.2614012062549591,0.44245919585227966,0.220005065202713,0.31091248989105225
on,0.34226128458976746,0.2938643991947174,0.268924742937088,0.5107308030128479,0.1636410653591156,0.2340552806854248,0.298297256231308,0.3133032023906708,0.41031414270401,0.22003348171710968,0.2714994251728058
sale,0.19106879830360413,0.22143018245697021,0.16080856323242188,0.23683100938796997,0.1515132337808609,0.13049523532390594,0.3881457448005676,0.3399481773376465,0.28558340668678284,0.4593389332294464,0.10629682242870331
in,0.30808621644973755,0.3027990758419037,0.3841303884983063,0.6662389636039734,0.25567495822906494,0.2792111933231354,0.26479217410087585,0.1939793825149536,0.45010748505592346,0.18969708681106567,0.20430970191955566
the,0.42745697498321533,0.33290645480155945,0.40399202704429626,1.0,0.2820442318916321,0.3733934462070465,0.2731032967567444,0.26723232865333557,0.535392165184021,0.242343470454216,0.22068053483963013
united,0.20036718249320984,0.38267436623573303,0.16919764876365662,0.34367692470550537,0.12003806978464127,0.21193812787532806,0.23502598702907562,0.18595361709594727,0.2715383470058441,0.2994247376918793,0.17266890406608582
kingdom,0.17826133966445923,0.322317510843277,0.1453586220741272,0.3143408000469208,0.1616601198911667,0.15265370905399323,0.16554252803325653,0.21145662665367126,0.19473806023597717,0.19174475967884064,0.12927088141441345
",",0.3087472915649414,0.2966555655002594,0.4062570035457611,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.2722424566745758,0.2614012062549591,0.44245919585227966,0.220005065202713,0.31091248989105225
australia,0.1913539320230484,0.32451939582824707,0.19220782816410065,0.26828548312187195,0.15429547429084778,0.21276454627513885,0.19042129814624786,0.20178520679473877,0.24799345433712006,0.2079544961452484,0.15702682733535767
",",0.3087472915649414,0.2966555655002594,0.4062570035457611,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.2722424566745758,0.2614012062549591,0.44245919585227966,0.220005065202713,0.31091248989105225
canada,0.19760756194591522,0.31252095103263855,0.1953287422657013,0.2934837341308594,0.14348356425762177,0.1054597720503807,0.2665574848651886,0.21893607079982758,0.21444441378116608,0.24547496438026428,0.15722735226154327
and,0.31309178471565247,0.37200918793678284,0.48576638102531433,0.5171257257461548,0.21673844754695892,0.41279885172843933,0.3159930408000946,0.24201975762844086,0.48971283435821533,0.1929796040058136,0.20544172823429108
the,0.42745697498321533,0.33290645480155945,0.40399202704429626,1.0,0.2820442318916321,0.3733934462070465,0.2731032967567444,0.26723232865333557,0.535392165184021,0.242343470454216,0.22068053483963013
united,0.20036718249320984,0.38267436623573303,0.16919764876365662,0.34367692470550537,0.12003806978464127,0.21193812787532806,0.23502598702907562,0.18595361709594727,0.2715383470058441,0.2994247376918793,0.17266890406608582
states,0.21526020765304565,0.4093204438686371,0.1846873015165329,0.3463578522205353,0.10620613396167755,0.21313154697418213,0.2350076586008072,0.2170749306678772,0.2828785181045532,0.33283647894859314,0.16272737085819244
.,0.3567904531955719,0.27938392758369446,0.3452940285205841,0.5934505462646484,0.22361043095588684,0.3541337847709656,0.29500508308410645,0.3383464217185974,0.4645031690597534,0.21300923824310303,0.4130953550338745
