,what,day,was,super,bowl,50,media,day,switched,to,?
the,0.42745697498321533,0.3062323033809662,0.48711544275283813,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.19221965968608856,0.3062323033809662,0.25324228405952454,0.535392165184021,0.22068053483963013
game,0.2246788740158081,0.19963723421096802,0.2568269371986389,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.24786706268787384,0.19963723421096802,0.17329910397529602,0.2540906071662903,0.1829071193933487
's,0.02692362666130066,0.03448042273521423,0.008974763564765453,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,0.07690927386283875,0.03448042273521423,0.020202118903398514,0.03782717138528824,-0.023395681753754616
media,0.18292108178138733,0.06667249649763107,0.17841780185699463,0.2023422122001648,0.10416857153177261,-0.04522654041647911,0.9999999403953552,0.06667249649763107,0.15508732199668884,0.21723589301109314,0.1571006178855896
day,0.2990210950374603,1.0,0.24314451217651367,0.12438684701919556,0.17859336733818054,-0.10610661655664444,0.06667249649763107,1.0,0.17079612612724304,0.21753256022930145,0.2141837179660797
",",0.3087472915649414,0.30821847915649414,0.45456063747406006,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.23135341703891754,0.30821847915649414,0.219872385263443,0.44245919585227966,0.31091248989105225
which,0.5261979103088379,0.2760511040687561,0.2830964922904968,0.25759580731391907,0.23468568921089172,0.022181637585163116,0.21947839856147766,0.2760511040687561,0.26353776454925537,0.5345056653022766,0.25814583897590637
was,0.22111038863658905,0.24314451217651367,1.0000001192092896,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.17841780185699463,0.24314451217651367,0.2539066970348358,0.3636345863342285,0.18412111699581146
typically,0.2460547685623169,0.1290440857410431,0.15949344635009766,0.19588299095630646,0.20918312668800354,0.013828562572598457,0.16736355423927307,0.1290440857410431,0.2282753586769104,0.3589242696762085,0.14485043287277222
held,0.0974166989326477,0.26760637760162354,0.30231067538261414,0.1602509617805481,0.1913566142320633,0.018389368429780006,0.16542178392410278,0.26760637760162354,0.2769928276538849,0.22177374362945557,0.14103956520557404
on,0.34226128458976746,0.3332281708717346,0.3909217119216919,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.19591841101646423,0.3332281708717346,0.23419146239757538,0.41031414270401,0.2714994251728058
the,0.42745697498321533,0.3062323033809662,0.48711544275283813,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.19221965968608856,0.3062323033809662,0.25324228405952454,0.535392165184021,0.22068053483963013
tuesday,0.1987089216709137,0.3562348186969757,0.1511131078004837,0.23240308463573456,0.18528230488300323,-0.004970556125044823,0.1602354645729065,0.3562348186969757,0.2157784104347229,0.21246790885925293,0.18223229050636292
afternoon,0.15643343329429626,0.4275512099266052,0.30226626992225647,0.14347326755523682,0.2340344786643982,-0.05015093460679054,0.08114715665578842,0.4275512099266052,0.16464991867542267,0.17438967525959015,0.15454228222370148
prior,0.2537507116794586,0.21696196496486664,0.29096508026123047,0.22880366444587708,0.22557669878005981,0.06129007041454315,0.18034997582435608,0.21696196496486664,0.2390262633562088,0.264421671628952,0.16978254914283752
to,0.455847829580307,0.21753256022930145,0.3636345863342285,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.21723589301109314,0.21753256022930145,0.22763453423976898,1.0,0.29463258385658264
the,0.42745697498321533,0.3062323033809662,0.48711544275283813,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.19221965968608856,0.3062323033809662,0.25324228405952454,0.535392165184021,0.22068053483963013
game,0.2246788740158081,0.19963723421096802,0.2568269371986389,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.24786706268787384,0.19963723421096802,0.17329910397529602,0.2540906071662903,0.1829071193933487
",",0.3087472915649414,0.30821847915649414,0.45456063747406006,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.23135341703891754,0.30821847915649414,0.219872385263443,0.44245919585227966,0.31091248989105225
was,0.22111038863658905,0.24314451217651367,1.0000001192092896,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.17841780185699463,0.24314451217651367,0.2539066970348358,0.3636345863342285,0.18412111699581146
moved,0.20601840317249298,0.14585089683532715,0.3804442584514618,0.19257290661334991,0.20404411852359772,0.036652229726314545,0.11358164250850677,0.14585089683532715,0.3488801419734955,0.2918468713760376,0.15112607181072235
to,0.455847829580307,0.21753256022930145,0.3636345863342285,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.21723589301109314,0.21753256022930145,0.22763453423976898,1.0,0.29463258385658264
the,0.42745697498321533,0.3062323033809662,0.48711544275283813,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.19221965968608856,0.3062323033809662,0.25324228405952454,0.535392165184021,0.22068053483963013
monday,0.2309933304786682,0.44473156332969666,0.20968683063983917,0.17750458419322968,0.22726322710514069,-0.04788803681731224,0.13372261822223663,0.44473156332969666,0.23308739066123962,0.2069530338048935,0.21348176896572113
evening,0.21739105880260468,0.3926416337490082,0.25208455324172974,0.10377879440784454,0.17434057593345642,-0.018059851601719856,0.12204697728157043,0.3926416337490082,0.1894073188304901,0.24169042706489563,0.15503956377506256
and,0.31309178471565247,0.26673999428749084,0.3740963041782379,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.28782835602760315,0.26673999428749084,0.19579386711120605,0.48971283435821533,0.20544172823429108
re-branded,0.18635530769824982,0.2195402979850769,0.34796443581581116,0.21721380949020386,0.13449451327323914,0.011799736879765987,0.23846013844013214,0.2195402979850769,0.31733691692352295,0.22937265038490295,0.16268296539783478
as,0.31749409437179565,0.23300392925739288,0.3677520453929901,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.19105610251426697,0.23300392925739288,0.19697381556034088,0.42092081904411316,0.27043893933296204
super,0.13651713728904724,0.12438684701919556,0.21420986950397491,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.2023422122001648,0.12438684701919556,0.21912285685539246,0.17783479392528534,0.166326642036438
bowl,0.15942467749118805,0.17859336733818054,0.21915455162525177,0.4848237931728363,1.0,0.005446359980851412,0.10416857153177261,0.17859336733818054,0.20246221125125885,0.16993016004562378,0.21118052303791046
opening,0.18146683275699615,0.20668262243270874,0.20817555487155914,0.1250116229057312,0.22217077016830444,0.005636902526021004,0.11797843873500824,0.20668262243270874,0.10741604119539261,0.2393702119588852,0.16502447426319122
night,0.20251014828681946,0.41238686442375183,0.21724213659763336,0.14823408424854279,0.19687917828559875,-0.028557976707816124,0.05729071423411369,0.41238686442375183,0.1390036642551422,0.1691640168428421,0.13794848322868347
.,0.3567904531955719,0.24232520163059235,0.40146201848983765,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.2313707321882248,0.24232520163059235,0.2673362195491791,0.4645031690597534,0.4130953550338745
