,what,type,of,fault,boundary,is,defined,by,having,widespread,powerful,earthquakes,",",as,in,the,state,of,california,?
arcs,0.2433299869298935,0.10162334889173508,0.2377953976392746,0.26148322224617004,0.20639653503894806,0.27391132712364197,0.22800539433956146,0.16418908536434174,0.20048049092292786,0.15878988802433014,0.18994517624378204,0.2628968358039856,0.20147523283958435,0.18138830363750458,0.17809981107711792,0.2629014253616333,0.043079178780317307,0.2377953976392746,0.11316569894552231,0.13464148342609406
of,0.33290785551071167,0.18112817406654358,1.0,0.18183428049087524,0.27984359860420227,0.4854315221309662,0.2659633457660675,0.3646814823150635,0.38889452815055847,0.2750900983810425,0.2867213189601898,0.2537720203399658,0.4946078956127167,0.3886612355709076,0.5696388483047485,0.733189046382904,0.34253445267677307,1.0,0.24929828941822052,0.1826142966747284
volcanoes,0.20542682707309723,0.09130669385194778,0.25650596618652344,0.31241685152053833,0.25879281759262085,0.27510157227516174,0.14458461105823517,0.17604020237922668,0.13435667753219604,0.2689397633075714,0.21543630957603455,0.5065351724624634,0.2615633010864258,0.17104923725128174,0.23805971443653107,0.26139745116233826,0.17743435502052307,0.25650596618652344,0.18931178748607635,0.1603207290172577
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.23141981661319733,0.24556493759155273,0.3859752118587494,0.2678177058696747,0.4289871156215668,0.36825746297836304,0.24883680045604706,0.28323009610176086,0.21013358235359192,0.6633074283599854,0.49487000703811646,0.4954058527946472,0.5171257257461548,0.2653750479221344,0.5116966962814331,0.2441616654396057,0.20544172823429108
earthquakes,0.233647421002388,0.07468990981578827,0.2537720203399658,0.39742031693458557,0.2557200491428375,0.22263570129871368,0.09975329041481018,0.204694926738739,0.18092136085033417,0.23317790031433105,0.2958888113498688,1.0000001192092896,0.26924440264701843,0.131683349609375,0.2531299591064453,0.2725606858730316,0.18128547072410583,0.2537720203399658,0.2600187659263611,0.18716849386692047
were,0.22298263013362885,0.09534358233213425,0.34038281440734863,0.1521243005990982,0.16906945407390594,0.29386836290359497,0.1679520308971405,0.4406847059726715,0.30324774980545044,0.19632726907730103,0.27594509720802307,0.24183745682239532,0.36755475401878357,0.3025437891483307,0.3815755248069763,0.3906462490558624,0.1363055557012558,0.34038281440734863,0.11519664525985718,0.17890112102031708
explained,0.4148936867713928,0.13878661394119263,0.24962453544139862,0.22536176443099976,0.16848711669445038,0.22149337828159332,0.36645641922950745,0.28881314396858215,0.2562955915927887,0.22236081957817078,0.14137232303619385,0.22618535161018372,0.26507580280303955,0.2956673204898834,0.24881379306316376,0.2738569974899292,0.12895885109901428,0.24962453544139862,0.16473926603794098,0.31240519881248474
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.12170669436454773,0.26852041482925415,0.43216490745544434,0.35916298627853394,0.3815547823905945,0.36958321928977966,0.23282738029956818,0.24847356975078583,0.131683349609375,0.48816442489624023,1.0,0.3887844979763031,0.48381632566452026,0.26851922273635864,0.3886612355709076,0.1933012157678604,0.27043893933296204
convergent,0.27333205938339233,0.18601882457733154,0.28134191036224365,0.3270682096481323,0.43559741973876953,0.24193601310253143,0.44219860434532166,0.22094258666038513,0.208984375,0.31780245900154114,0.16575944423675537,0.2791711390018463,0.21584390103816986,0.26889660954475403,0.2147963047027588,0.2782052755355835,0.11822391301393509,0.28134191036224365,0.13522972166538239,0.1645277887582779
boundaries,0.27773579955101013,0.09199529141187668,0.29777297377586365,0.3408109247684479,0.7831909656524658,0.22585651278495789,0.3610107898712158,0.2527540326118469,0.1466701775789261,0.20025618374347687,0.11250273883342743,0.30074837803840637,0.24607931077480316,0.2771717607975006,0.29207542538642883,0.34339386224746704,0.2444760501384735,0.29777297377586365,0.18396267294883728,0.13039568066596985
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2584017217159271,0.2251134216785431,0.4691906273365021,0.2234039455652237,0.3680937886238098,0.3154076039791107,0.2598702907562256,0.19557704031467438,0.26924440264701843,1.0000001192092896,0.48816442489624023,0.5201468467712402,0.4933079481124878,0.29481780529022217,0.4946078956127167,0.2704589068889618,0.31091248989105225
where,0.4457937180995941,0.2292499989271164,0.38066378235816956,0.2090221643447876,0.30628570914268494,0.3586711287498474,0.1963372528553009,0.2641284465789795,0.37131187319755554,0.17881685495376587,0.1496066451072693,0.18781661987304688,0.3149496018886566,0.35409465432167053,0.5344807505607605,0.5003893971443176,0.2583591639995575,0.38066378235816956,0.21259644627571106,0.24793872237205505
