,where,did,this,pro-reform,leader,teach,?
during,0.3543127477169037,0.30679523944854736,0.34351885318756104,0.1700206845998764,0.30160290002822876,0.1231086254119873,0.1325719803571701
the,0.5003893971443176,0.34736719727516174,0.6274310946464539,0.27864131331443787,0.27799519896507263,0.1966347098350525,0.22068053483963013
protestant,0.18549557030200958,0.23091652989387512,0.24984940886497498,0.4107586145401001,0.26266324520111084,0.2982983887195587,0.14798137545585632
reformation,0.2131301313638687,0.20929229259490967,0.34886422753334045,0.6162163615226746,0.29233691096305847,0.22603294253349304,0.14843040704727173
",",0.3149496018886566,0.3015086054801941,0.4316047728061676,0.21974486112594604,0.23893310129642487,0.22192275524139404,0.31091248989105225
lefevre,0.1506088227033615,0.2790951132774353,0.3009447753429413,0.3769659698009491,0.3197745978832245,0.23908770084381104,0.2985549867153168
",",0.3149496018886566,0.3015086054801941,0.4316047728061676,0.21974486112594604,0.23893310129642487,0.22192275524139404,0.31091248989105225
a,0.40997210144996643,0.2552328109741211,0.5422310829162598,0.30019131302833557,0.21384623646736145,0.18608243763446808,0.23916715383529663
professor,0.17067529261112213,0.10153277218341827,0.15406672656536102,0.20241165161132812,0.2722185254096985,0.35154616832733154,0.09837866574525833
at,0.4402937591075897,0.28390252590179443,0.32544323801994324,0.11841552704572678,0.16015151143074036,0.18018215894699097,0.21978627145290375
the,0.5003893971443176,0.34736719727516174,0.6274310946464539,0.27864131331443787,0.27799519896507263,0.1966347098350525,0.22068053483963013
university,0.26550742983818054,0.15114416182041168,0.16441507637500763,0.21947993338108063,0.19484947621822357,0.3424413502216339,0.11887256056070328
of,0.38066378235816956,0.2513895630836487,0.45148900151252747,0.29087740182876587,0.24122127890586853,0.2383975088596344,0.1826142966747284
paris,0.2784886658191681,0.2176143378019333,0.19564364850521088,0.1357416808605194,0.14991258084774017,0.15023182332515717,0.1491217315196991
",",0.3149496018886566,0.3015086054801941,0.4316047728061676,0.21974486112594604,0.23893310129642487,0.22192275524139404,0.31091248989105225
published,0.15168938040733337,0.17877818644046783,0.19602374732494354,0.17339615523815155,0.07299581915140152,0.1871557980775833,0.16280238330364227
his,0.29880598187446594,0.3546801507472992,0.3549620509147644,0.24137841165065765,0.2995552122592926,0.28347906470298767,0.18075084686279297
french,0.17587623000144958,0.1584041714668274,0.2380896955728531,0.17421025037765503,0.14621324837207794,0.13447502255439758,0.1386883556842804
translation,0.19917577505111694,0.1068030595779419,0.30652913451194763,0.2923819124698639,0.10695327818393707,0.23621515929698944,0.22574150562286377
of,0.38066378235816956,0.2513895630836487,0.45148900151252747,0.29087740182876587,0.24122127890586853,0.2383975088596344,0.1826142966747284
the,0.5003893971443176,0.34736719727516174,0.6274310946464539,0.27864131331443787,0.27799519896507263,0.1966347098350525,0.22068053483963013
new,0.26026442646980286,0.227974995970726,0.3234144449234009,0.3077033460140228,0.19141700863838196,0.20165371894836426,0.14782847464084625
testament,0.15760867297649384,0.20634683966636658,0.19034048914909363,0.3000038266181946,0.14218933880329132,0.28946563601493835,0.19962608814239502
in,0.5344807505607605,0.2593238651752472,0.45205554366111755,0.20029152929782867,0.22669851779937744,0.23312166333198547,0.20430970191955566
1523,0.03022044338285923,-0.12093567103147507,-0.08889321237802505,-0.01759440079331398,-0.026018256321549416,-0.02862764336168766,-0.1076718270778656
",",0.3149496018886566,0.3015086054801941,0.4316047728061676,0.21974486112594604,0.23893310129642487,0.22192275524139404,0.31091248989105225
followed,0.2095363438129425,0.2675115466117859,0.33884143829345703,0.21808645129203796,0.22539235651493073,0.19225051999092102,0.20567169785499573
by,0.2641284465789795,0.18574509024620056,0.38438332080841064,0.2161620855331421,0.16688144207000732,0.14033691585063934,0.17966607213020325
the,0.5003893971443176,0.34736719727516174,0.6274310946464539,0.27864131331443787,0.27799519896507263,0.1966347098350525,0.22068053483963013
whole,0.3123922348022461,0.23628540337085724,0.4573236405849457,0.27481549978256226,0.1333286613225937,0.1715182214975357,0.21052291989326477
bible,0.22658833861351013,0.24923516809940338,0.25184938311576843,0.3035782277584076,0.14225441217422485,0.35264384746551514,0.22667601704597473
in,0.5344807505607605,0.2593238651752472,0.45205554366111755,0.20029152929782867,0.22669851779937744,0.23312166333198547,0.20430970191955566
the,0.5003893971443176,0.34736719727516174,0.6274310946464539,0.27864131331443787,0.27799519896507263,0.1966347098350525,0.22068053483963013
french,0.17587623000144958,0.1584041714668274,0.2380896955728531,0.17421025037765503,0.14621324837207794,0.13447502255439758,0.1386883556842804
language,0.17960332334041595,0.1788339912891388,0.3046613335609436,0.3296250104904175,0.1666065901517868,0.2911960184574127,0.25349316000938416
in,0.5344807505607605,0.2593238651752472,0.45205554366111755,0.20029152929782867,0.22669851779937744,0.23312166333198547,0.20430970191955566
1530,-0.15595844388008118,-0.06697874516248703,-0.16490158438682556,-0.05493052676320076,0.1264352947473526,-0.1068626418709755,-0.001345398253761232
.,0.41390106081962585,0.35288307070732117,0.500583827495575,0.2961427867412567,0.21285216510295868,0.2642667293548584,0.4130953550338745
