,post,2008,undergraduate,students,are,required,to,complete,how,many,general,education,classes,towards,degree,?
since,0.25998398661613464,5.958800102234818e-05,0.1678106188774109,0.16553640365600586,0.30560651421546936,0.1946869045495987,0.3733763098716736,0.19082626700401306,0.2347431182861328,0.34386345744132996,0.24699632823467255,0.21403008699417114,0.1396413892507553,0.2279248684644699,0.12415517866611481,0.2876587212085724
2008,0.0008234654669649899,1.0,0.0306836050003767,-0.04699748754501343,-0.15755900740623474,-0.086723692715168,-0.22700966894626617,-0.13579869270324707,-0.17135247588157654,-0.12774626910686493,-0.0002837306819856167,0.01594792865216732,-0.04988993704319,-0.14532794058322906,-0.014503632672131062,-0.09852470457553864
",",0.2842937111854553,-0.008566685020923615,0.22508656978607178,0.26501646637916565,0.4062570035457611,0.22653338313102722,0.44245919585227966,0.23945219814777374,0.22659391164779663,0.40610817074775696,0.3022127151489258,0.2718683183193207,0.26848307251930237,0.2550581693649292,0.1912073791027069,0.31091248989105225
undergraduate,0.16704146564006805,0.0306836050003767,0.9999999403953552,0.6618780493736267,0.2291630655527115,0.2716044783592224,0.20790506899356842,0.25765684247016907,0.1704225093126297,0.2449195235967636,0.12025176733732224,0.5883522033691406,0.42077064514160156,0.11894362419843674,0.5827510356903076,0.1531745046377182
students,0.16355504095554352,-0.04699748754501343,0.6618780493736267,1.0,0.2835792899131775,0.24882182478904724,0.2905822694301605,0.24333585798740387,0.25370386242866516,0.2713872492313385,0.14199011027812958,0.5498206615447998,0.4321373403072357,0.17948201298713684,0.3881358504295349,0.18017297983169556
have,0.203476682305336,-0.188207745552063,0.260342538356781,0.2558421790599823,0.6577680706977844,0.3672355115413666,0.4544740617275238,0.26742038130760193,0.4370637536048889,0.5841760635375977,0.1695498526096344,0.19461645185947418,0.28402143716812134,0.2271375060081482,0.20459823310375214,0.32991164922714233
been,0.2185450792312622,-0.14810903370380402,0.18455339968204498,0.17813996970653534,0.4703826308250427,0.21094615757465363,0.34945759177207947,0.24652709066867828,0.26456597447395325,0.4963826537132263,0.15958157181739807,0.1519710272550583,0.20570215582847595,0.16555637121200562,0.14458897709846497,0.24354910850524902
required,0.16285894811153412,-0.086723692715168,0.2716044783592224,0.24882182478904724,0.30105841159820557,1.0000001192092896,0.3613971471786499,0.3173397183418274,0.2999895513057709,0.24403242766857147,0.14292678236961365,0.2273806780576706,0.2761121690273285,0.12554225325584412,0.24687190353870392,0.24962718784809113
to,0.24259215593338013,-0.22700966894626617,0.20790506899356842,0.2905822694301605,0.3504326641559601,0.3613971471786499,1.0,0.26479288935661316,0.44169697165489197,0.40243685245513916,0.24755197763442993,0.2626708149909973,0.2503586411476135,0.3675195574760437,0.23240768909454346,0.29463258385658264
complete,0.1804070621728897,-0.13579869270324707,0.25765684247016907,0.24333585798740387,0.18877997994422913,0.3173397183418274,0.26479288935661316,1.0,0.2646922171115875,0.18256250023841858,0.12986096739768982,0.1311160922050476,0.20123204588890076,0.15636013448238373,0.20419159531593323,0.11962060630321503
courses,0.1253385990858078,-0.08409743756055832,0.5376353859901428,0.5292260646820068,0.27954304218292236,0.2634642422199249,0.22126372158527374,0.22875043749809265,0.24092765152454376,0.3071458041667938,0.11007866263389587,0.47089385986328125,0.44301825761795044,0.1975213587284088,0.4157806634902954,0.15338684618473053
in,0.23444387316703796,-0.0422978475689888,0.2541961967945099,0.2676171064376831,0.3841303884983063,0.20162324607372284,0.45010748505592346,0.2201821506023407,0.2601168751716614,0.41474202275276184,0.259066641330719,0.2654339671134949,0.20728561282157898,0.23474496603012085,0.28089648485183716,0.20430970191955566
