,in,what,year,was,the,world,'s,columbian,exposition,?
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.3038199245929718,-0.037580832839012146,0.24936507642269135,0.30755117535591125,0.20430970191955566
1893,0.09158051759004593,0.12838007509708405,0.09633996337652206,0.04229336231946945,0.10564703494310379,0.053778208792209625,0.08551017194986343,-0.03456062823534012,0.006615803577005863,0.0544506311416626
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.21429216861724854,0.22023259103298187,0.31091248989105225
george,0.18167929351329803,0.22000353038311005,0.15252074599266052,0.2601471245288849,0.2510760426521301,0.14024560153484344,-0.019076833501458168,0.1968790590763092,0.19204741716384888,0.1479024887084961
westinghouse,0.2579890191555023,0.16126319766044617,0.23696589469909668,0.30702054500579834,0.3101098835468292,0.2876776456832886,-0.008012998849153519,0.32205909490585327,0.20539408922195435,0.17307911813259125
won,0.3280489146709442,0.14840687811374664,0.3163253962993622,0.35383549332618713,0.29432493448257446,0.2630484104156494,-0.07419146597385406,0.14325597882270813,0.24101118743419647,0.17925700545310974
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.33604270219802856,-0.01540423184633255,0.33056461811065674,0.30685076117515564,0.22068053483963013
bid,0.18770122528076172,0.1788376271724701,0.13024558126926422,0.2249298393726349,0.19956929981708527,0.10348217189311981,-0.0002808889257721603,0.11606516689062119,0.19962206482887268,0.19390296936035156
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.3636345863342285,0.535392165184021,0.26213452219963074,0.03782717138528824,0.1799120306968689,0.16629932820796967,0.29463258385658264
light,0.1819845736026764,0.22953972220420837,0.13976618647575378,0.20157849788665771,0.2649136185646057,0.23378537595272064,0.047048170119524,0.11132615804672241,0.13830211758613586,0.17429810762405396
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.33604270219802856,-0.01540423184633255,0.33056461811065674,0.30685076117515564,0.22068053483963013
1893,0.09158051759004593,0.12838007509708405,0.09633996337652206,0.04229336231946945,0.10564703494310379,0.053778208792209625,0.08551017194986343,-0.03456062823534012,0.006615803577005863,0.0544506311416626
world,0.3038199245929718,0.21669597923755646,0.25931429862976074,0.3097524344921112,0.33604270219802856,1.0000001192092896,0.11877062171697617,0.2803151607513428,0.3343954384326935,0.17579582333564758
's,-0.037580832839012146,0.02692362666130066,-0.04087831452488899,0.008974763564765453,-0.01540423184633255,0.11877062171697617,0.9999999403953552,0.06028631702065468,-0.02067454531788826,-0.023395681753754616
columbian,0.24936507642269135,0.22410494089126587,0.21503517031669617,0.29064083099365234,0.33056461811065674,0.2803151607513428,0.06028631702065468,1.0,0.34490251541137695,0.08890089392662048
exposition,0.30755117535591125,0.16748280823230743,0.15292631089687347,0.30914750695228577,0.30685076117515564,0.3343954384326935,-0.02067454531788826,0.34490251541137695,1.0,0.09475983679294586
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.3038199245929718,-0.037580832839012146,0.24936507642269135,0.30755117535591125,0.20430970191955566
chicago,0.23921214044094086,0.1521448791027069,0.1798611879348755,0.2574843168258667,0.27360326051712036,0.20659899711608887,-0.0033615175634622574,0.3352341949939728,0.3728184700012207,0.16446958482265472
with,0.4080928862094879,0.2464839518070221,0.3220449686050415,0.27411898970603943,0.4223487675189972,0.2832821011543274,-0.04624466598033905,0.1693716049194336,0.15394657850265503,0.2433311939239502
alternating,0.24697254598140717,0.10095972567796707,0.18891800940036774,0.15524277091026306,0.34576064348220825,0.1011299267411232,-0.036665238440036774,0.16396662592887878,0.20281866192817688,0.13878576457500458
current,0.1955713927745819,0.18294453620910645,0.1603107899427414,0.20140352845191956,0.3314409554004669,0.1596897542476654,0.004145179875195026,0.11506688594818115,0.1083880066871643,0.12074550241231918
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.21429216861724854,0.22023259103298187,0.31091248989105225
beating,0.21260370314121246,0.14407722651958466,0.21068419516086578,0.23373770713806152,0.2606811225414276,0.26859578490257263,-0.03676452115178108,0.07287748157978058,0.14610621333122253,0.19785179197788239
out,0.3576207756996155,0.3633197546005249,0.2501937747001648,0.28168347477912903,0.39404502511024475,0.2319137006998062,0.0021837172098457813,0.18921954929828644,0.11496812850236893,0.22020699083805084
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.5829201340675354,0.22239887714385986,0.04866964742541313,0.22971294820308685,0.23940640687942505,0.23916715383529663
general,0.259066641330719,0.24928055703639984,0.18179567158222198,0.2445744127035141,0.28634732961654663,0.1344487965106964,-0.0757286474108696,0.1222827285528183,0.12622110545635223,0.1972234547138214
electric,0.19779469072818756,0.15451551973819733,0.11029687523841858,0.17723047733306885,0.21345196664333344,0.1332201212644577,-0.0115516884252429,0.13705146312713623,0.15120090544223785,0.15674720704555511
bid,0.18770122528076172,0.1788376271724701,0.13024558126926422,0.2249298393726349,0.19956929981708527,0.10348217189311981,-0.0002808889257721603,0.11606516689062119,0.19962206482887268,0.19390296936035156
by,0.370934396982193,0.2455483376979828,0.28805047273635864,0.4752357602119446,0.4408751428127289,0.22306372225284576,-0.010884488001465797,0.2060219794511795,0.2346900999546051,0.17966607213020325
one,0.4129433035850525,0.376489520072937,0.346388578414917,0.3752199709415436,0.5514441132545471,0.36872437596321106,0.06913424283266068,0.25279900431632996,0.17995379865169525,0.2673267424106598
million,0.2596224844455719,0.22197039425373077,0.30462950468063354,0.24203833937644958,0.277012437582016,0.2656927704811096,0.05079329386353493,0.25686758756637573,0.18452520668506622,0.23092924058437347
dollars,0.21489819884300232,0.2180599719285965,0.27832096815109253,0.20212356746196747,0.2665082812309265,0.21877437829971313,0.12366975843906403,0.21709014475345612,0.17465318739414215,0.21298730373382568
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.3177160322666168,-0.003708066651597619,0.1524500846862793,0.24119582772254944,0.4130953550338745
