,other,than,surf,",",what,other,culture,is,southern,california,home,to,?
southern,0.22025135159492493,0.16775213181972504,0.18529345095157623,0.2795628309249878,0.18679563701152802,0.22025135159492493,0.16801047325134277,0.2419366091489792,1.0,0.2983402609825134,0.16775521636009216,0.18284058570861816,0.11225555837154388
california,0.19346874952316284,0.17079950869083405,0.27100491523742676,0.2704589068889618,0.1811584085226059,0.19346874952316284,0.13130564987659454,0.20727038383483887,0.2983402609825134,1.0,0.22102995216846466,0.20697450637817383,0.1409905105829239
is,0.25895947217941284,0.2839990258216858,0.17188939452171326,0.4691906273365021,0.28837618231773376,0.25895947217941284,0.22229626774787903,1.0,0.2419366091489792,0.20727038383483887,0.22316986322402954,0.42745086550712585,0.22961433231830597
also,0.5326101183891296,0.3524617850780487,0.2510550618171692,0.4717654287815094,0.42747777700424194,0.5326101183891296,0.2292240709066391,0.5012649297714233,0.28076234459877014,0.2569578289985657,0.27405470609664917,0.5348826050758362,0.21848613023757935
home,0.2030264139175415,0.13694584369659424,0.1882893294095993,0.2790627181529999,0.1608789712190628,0.2030264139175415,0.16886186599731445,0.22316986322402954,0.16775521636009216,0.22102995216846466,1.0,0.31056779623031616,0.0757145956158638
to,0.4193183183670044,0.3192550539970398,0.18478165566921234,0.44245919585227966,0.455847829580307,0.4193183183670044,0.1957503855228424,0.42745086550712585,0.18284058570861816,0.20697450637817383,0.31056779623031616,1.0,0.29463258385658264
a,0.2806335389614105,0.3126874566078186,0.2795296907424927,0.427140474319458,0.3320399522781372,0.2806335389614105,0.23602306842803955,0.658733606338501,0.25843560695648193,0.2426064908504486,0.26260659098625183,0.45503583550453186,0.23916715383529663
large,0.353826105594635,0.28131288290023804,0.17726574838161469,0.2263888567686081,0.2017821967601776,0.353826105594635,0.1028537005186081,0.2971126437187195,0.2457246035337448,0.1447892040014267,0.1609555035829544,0.3150999844074249,0.1355665624141693
home,0.2030264139175415,0.13694584369659424,0.1882893294095993,0.2790627181529999,0.1608789712190628,0.2030264139175415,0.16886186599731445,0.22316986322402954,0.16775521636009216,0.22102995216846466,1.0,0.31056779623031616,0.0757145956158638
grown,0.2551273703575134,0.25486135482788086,0.20278583467006683,0.25960081815719604,0.1829942911863327,0.2551273703575134,0.2908603250980377,0.23424078524112701,0.19666922092437744,0.1965116709470749,0.17770567536354065,0.24028044939041138,0.10581663250923157
surf,0.1624879688024521,0.09236865490674973,1.0000001192092896,0.2111654430627823,0.1767614185810089,0.1624879688024521,0.23556648194789886,0.17188939452171326,0.18529345095157623,0.27100491523742676,0.1882893294095993,0.18478165566921234,0.13234736025333405
and,0.5504306554794312,0.39361441135406494,0.19763949513435364,0.6633074283599854,0.31309178471565247,0.5504306554794312,0.2617773115634918,0.3859752118587494,0.24232792854309082,0.2441616654396057,0.24667192995548248,0.48971283435821533,0.20544172823429108
skateboard,0.19988301396369934,0.16714920103549957,0.444060742855072,0.2520884573459625,0.2033151090145111,0.19988301396369934,0.20919427275657654,0.2648458778858185,0.1465957909822464,0.23124361038208008,0.12583348155021667,0.2089320421218872,0.14543527364730835
culture,0.22603745758533478,0.17495796084403992,0.23556648194789886,0.23807421326637268,0.22475376725196838,0.22603745758533478,1.0,0.22229626774787903,0.16801047325134277,0.13130564987659454,0.16886186599731445,0.1957503855228424,0.13093146681785583
.,0.41511186957359314,0.3594527542591095,0.21050354838371277,0.6812511086463928,0.3567904531955719,0.41511186957359314,0.24176450073719025,0.4569662809371948,0.26629969477653503,0.2870451807975769,0.3067048490047455,0.4645031690597534,0.4130953550338745
