,where,is,the,so-called,rhine,knee,?
the,0.5003893971443176,0.5823672413825989,1.0,0.48567995429039,0.30735138058662415,0.18102814257144928,0.22068053483963013
rhine,0.2007746696472168,0.15617261826992035,0.30735138058662415,0.27603286504745483,1.0,0.132127046585083,0.13754533231258392
roughly,0.2459958791732788,0.26754480600357056,0.3095499873161316,0.3305053114891052,0.2342734932899475,0.13587257266044617,0.09299357235431671
forms,0.20930740237236023,0.35419854521751404,0.2950737178325653,0.3203483521938324,0.20136399567127228,0.1751660406589508,0.1196754202246666
the,0.5003893971443176,0.5823672413825989,1.0,0.48567995429039,0.30735138058662415,0.18102814257144928,0.22068053483963013
german-swiss,0.18895654380321503,0.23647677898406982,0.28852662444114685,0.3443756401538849,0.5396058559417725,0.13348659873008728,0.21336546540260315
border,0.2192085236310959,0.22676031291484833,0.2856229841709137,0.28258857131004333,0.32308438420295715,0.20147012174129486,0.1706928312778473
from,0.3713873624801636,0.27355384826660156,0.40150508284568787,0.3161143660545349,0.2181936800479889,0.10186533629894257,0.19969791173934937
lake,0.17913374304771423,0.22300897538661957,0.24325428903102875,0.24891753494739532,0.22246339917182922,0.1773790866136551,0.07226386666297913
constance,0.2565965950489044,0.2383592426776886,0.23177717626094818,0.22110505402088165,0.33406126499176025,0.0640588253736496,0.1427515298128128
with,0.4142743945121765,0.3250955045223236,0.4223487675189972,0.33333921432495117,0.18184249103069305,0.23075494170188904,0.2433311939239502
the,0.5003893971443176,0.5823672413825989,1.0,0.48567995429039,0.30735138058662415,0.18102814257144928,0.22068053483963013
exceptions,0.2988561987876892,0.26837000250816345,0.29394328594207764,0.27784931659698486,0.13993732631206512,0.19841498136520386,0.17539265751838684
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.4146992564201355,0.2548927664756775,0.13753263652324677,0.1826142966747284
the,0.5003893971443176,0.5823672413825989,1.0,0.48567995429039,0.30735138058662415,0.18102814257144928,0.22068053483963013
canton,0.18501651287078857,0.25513654947280884,0.28469693660736084,0.2851259708404541,0.3045586347579956,0.14127321541309357,0.09711585193872452
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.4146992564201355,0.2548927664756775,0.13753263652324677,0.1826142966747284
schaffhausen,0.2240331918001175,0.21468599140644073,0.29382622241973877,0.3341975808143616,0.558902382850647,0.15699632465839386,0.2009538859128952
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.35612040758132935,0.22029656171798706,0.140671506524086,0.20544172823429108
parts,0.3024260997772217,0.330430269241333,0.4042440354824066,0.3692835569381714,0.19269700348377228,0.09755832701921463,0.12310896813869476
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.4146992564201355,0.2548927664756775,0.13753263652324677,0.1826142966747284
the,0.5003893971443176,0.5823672413825989,1.0,0.48567995429039,0.30735138058662415,0.18102814257144928,0.22068053483963013
cantons,0.18792462348937988,0.22592176496982574,0.2826148569583893,0.31556037068367004,0.30412858724594116,0.133508563041687,0.15848033130168915
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.4146992564201355,0.2548927664756775,0.13753263652324677,0.1826142966747284
zürich,0.22029124200344086,0.13533340394496918,0.21948260068893433,0.2155921757221222,0.4124675691127777,0.13434995710849762,0.1649853140115738
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.35612040758132935,0.22029656171798706,0.140671506524086,0.20544172823429108
basel-stadt,0.23842045664787292,0.22208954393863678,0.27297818660736084,0.3239188492298126,0.5715130567550659,0.1557513326406479,0.1524430364370346
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.35159832239151,0.167837992310524,0.1729235053062439,0.31091248989105225
until,0.30704590678215027,0.23065046966075897,0.37191009521484375,0.32531487941741943,0.2225569188594818,0.1184239313006401,0.20304496586322784
it,0.36972272396087646,0.6328473687171936,0.6251175999641418,0.3888418674468994,0.17693428695201874,0.1441081315279007,0.25732165575027466
turns,0.1931421160697937,0.3550080955028534,0.3179035782814026,0.26981452107429504,0.1488197147846222,0.23405776917934418,0.11367190629243851
north,0.23586879670619965,0.2993389368057251,0.36298373341560364,0.31557416915893555,0.3832572400569916,0.217847540974617,0.11829731613397598
at,0.4402937591075897,0.25906258821487427,0.457212895154953,0.31939905881881714,0.19469857215881348,0.17196127772331238,0.21978627145290375
the,0.5003893971443176,0.5823672413825989,1.0,0.48567995429039,0.30735138058662415,0.18102814257144928,0.22068053483963013
so-called,0.39831599593162537,0.40231195092201233,0.48567995429039,1.0,0.27603286504745483,0.24999599158763885,0.28986620903015137
rhine,0.2007746696472168,0.15617261826992035,0.30735138058662415,0.27603286504745483,1.0,0.132127046585083,0.13754533231258392
knee,0.2344033122062683,0.1614992618560791,0.18102814257144928,0.24999599158763885,0.132127046585083,1.0,0.16113388538360596
at,0.4402937591075897,0.25906258821487427,0.457212895154953,0.31939905881881714,0.19469857215881348,0.17196127772331238,0.21978627145290375
basel,0.24622854590415955,0.17891977727413177,0.2317996621131897,0.23316094279289246,0.37773385643959045,0.16024774312973022,0.15991902351379395
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.35159832239151,0.167837992310524,0.1729235053062439,0.31091248989105225
leaving,0.3416367769241333,0.2243812382221222,0.35353413224220276,0.2693553566932678,0.20416709780693054,0.22900857031345367,0.11571593582630157
switzerland,0.2608305513858795,0.22848938405513763,0.25689372420310974,0.22714796662330627,0.32351648807525635,0.13683204352855682,0.13347817957401276
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.37244802713394165,0.2089352011680603,0.14858612418174744,0.4130953550338745
