,which,city,is,the,fifth-largest,city,in,california,?
fresno,0.14756552875041962,0.2780216634273529,0.2127077877521515,0.22571885585784912,0.25245553255081177,0.2780216634273529,0.26126348972320557,0.5836333632469177,0.13224096596240997
(,0.2589828372001648,0.19590984284877777,0.35393038392066956,0.33289089798927307,0.2375507801771164,0.19590984284877777,0.3087427020072937,0.16755922138690948,0.40561532974243164
/ˈfrɛznoʊ/,0.3753441274166107,0.2900979518890381,0.30829188227653503,0.3774971067905426,0.31851157546043396,0.2900979518890381,0.36157289147377014,0.2517898976802826,0.41942891478538513
frez-noh,0.29414817690849304,0.3220016360282898,0.31585779786109924,0.30576905608177185,0.2638047933578491,0.3220016360282898,0.2892915904521942,0.30958065390586853,0.2307773232460022
),0.2758678197860718,0.2113075703382492,0.37732169032096863,0.3456730246543884,0.2532790005207062,0.2113075703382492,0.3326910734176636,0.19286775588989258,0.42300865054130554
",",0.3658004403114319,0.35839709639549255,0.4691906273365021,0.4933079481124878,0.3305737376213074,0.35839709639549255,0.5201468467712402,0.2704589068889618,0.31091248989105225
the,0.6521818041801453,0.35769423842430115,0.5823672413825989,1.0,0.45216238498687744,0.35769423842430115,0.6662389636039734,0.2750805914402008,0.22068053483963013
county,0.1709478199481964,0.47365978360176086,0.19461438059806824,0.21715226769447327,0.26308417320251465,0.47365978360176086,0.31363439559936523,0.31051957607269287,0.07680056244134903
seat,0.11583907157182693,0.3854582905769348,0.22830115258693695,0.24530775845050812,0.2996692657470703,0.3854582905769348,0.2778983414173126,0.2138752043247223,0.06630133837461472
of,0.5011631846427917,0.32503411173820496,0.4854315221309662,0.733189046382904,0.4038834273815155,0.32503411173820496,0.5696388483047485,0.24929828941822052,0.1826142966747284
fresno,0.14756552875041962,0.2780216634273529,0.2127077877521515,0.22571885585784912,0.25245553255081177,0.2780216634273529,0.26126348972320557,0.5836333632469177,0.13224096596240997
county,0.1709478199481964,0.47365978360176086,0.19461438059806824,0.21715226769447327,0.26308417320251465,0.47365978360176086,0.31363439559936523,0.31051957607269287,0.07680056244134903
",",0.3658004403114319,0.35839709639549255,0.4691906273365021,0.4933079481124878,0.3305737376213074,0.35839709639549255,0.5201468467712402,0.2704589068889618,0.31091248989105225
is,0.4457404911518097,0.3186660706996918,1.0,0.5823672413825989,0.3787156045436859,0.3186660706996918,0.5394441485404968,0.20727038383483887,0.22961433231830597
a,0.56894451379776,0.2349124401807785,0.658733606338501,0.5829201340675354,0.3201093077659607,0.2349124401807785,0.539380669593811,0.2426064908504486,0.23916715383529663
city,0.22264601290225983,1.0,0.3186660706996918,0.35769423842430115,0.3725268244743347,1.0,0.3911624252796173,0.2801341712474823,0.13423943519592285
in,0.4840516746044159,0.3911624252796173,0.5394441485404968,0.6662389636039734,0.3786441683769226,0.3911624252796173,1.0,0.2772824168205261,0.20430970191955566
the,0.6521818041801453,0.35769423842430115,0.5823672413825989,1.0,0.45216238498687744,0.35769423842430115,0.6662389636039734,0.2750805914402008,0.22068053483963013
u.s.,0.014487938955426216,0.13282833993434906,-0.05269147455692291,0.06592652946710587,-0.03437861427664757,0.13282833993434906,-0.003064807504415512,-0.043327342718839645,0.07886100560426712
state,0.27248382568359375,0.4248887002468109,0.2627358138561249,0.3097178041934967,0.26652446389198303,0.4248887002468109,0.33316072821617126,0.3314559757709503,0.1160883978009224
of,0.5011631846427917,0.32503411173820496,0.4854315221309662,0.733189046382904,0.4038834273815155,0.32503411173820496,0.5696388483047485,0.24929828941822052,0.1826142966747284
california,0.17128102481365204,0.2801341712474823,0.20727038383483887,0.2750805914402008,0.19248740375041962,0.2801341712474823,0.2772824168205261,1.0,0.1409905105829239
.,0.45942068099975586,0.29856356978416443,0.4569662809371948,0.5934505462646484,0.29665663838386536,0.29856356978416443,0.5591574311256409,0.2870451807975769,0.4130953550338745
