,by,what,century,did,researchers,see,that,they,could,liquefy,air,?
by,1.0000001192092896,0.2455483376979828,0.29995259642601013,0.18574509024620056,0.23709560930728912,0.21684600412845612,0.37496164441108704,0.3391372263431549,0.26333630084991455,0.17911377549171448,0.19110813736915588,0.17966607213020325
the,0.4408751428127289,0.42745697498321533,0.3617299497127533,0.34736719727516174,0.27997422218322754,0.3770301640033722,0.5473989248275757,0.49925389885902405,0.35393214225769043,0.26100054383277893,0.2877824306488037,0.22068053483963013
late,0.2580295205116272,0.1576872020959854,0.42292845249176025,0.27609187364578247,0.2258671373128891,0.08818795531988144,0.2700948715209961,0.2766374945640564,0.251369833946228,0.12793315947055817,0.13816989958286285,0.11339222639799118
19th,0.2488098442554474,0.11525199562311172,0.25699272751808167,0.11936882883310318,0.16375349462032318,0.09733062982559204,0.20599426329135895,0.15548095107078552,0.13775411248207092,0.10609769821166992,0.21371868252754211,0.004712673369795084
century,0.29995259642601013,0.20422613620758057,1.0,0.2333737462759018,0.21774764358997345,0.171758770942688,0.24900858104228973,0.2450181245803833,0.1932002156972885,0.1788294017314911,0.14590336382389069,0.1026201918721199
scientists,0.22483672201633453,0.30003565549850464,0.23591767251491547,0.25425684452056885,0.6484996676445007,0.24913638830184937,0.3470602035522461,0.37977302074432373,0.27533799409866333,0.21234089136123657,0.1137174516916275,0.16597221791744232
realized,0.3223547041416168,0.3459920883178711,0.27256718277931213,0.45471322536468506,0.23096461594104767,0.2739284932613373,0.4482235312461853,0.3854209780693054,0.4374299645423889,0.16233396530151367,0.15941879153251648,0.15594157576560974
that,0.37496164441108704,0.6297725439071655,0.24900858104228973,0.47518548369407654,0.3901746869087219,0.4087662696838379,1.0,0.5710820555686951,0.5584503412246704,0.3061988651752472,0.19720019400119781,0.32716336846351624
air,0.19110813736915588,0.10361403971910477,0.14590336382389069,0.12297173589468002,0.08723986148834229,0.16848744451999664,0.19720019400119781,0.18897169828414917,0.17847029864788055,0.34175440669059753,1.0000001192092896,0.1491677612066269
could,0.26333630084991455,0.4188697934150696,0.1932002156972885,0.6308382749557495,0.2635515630245209,0.34486687183380127,0.5584503412246704,0.5337496995925903,0.9999998807907104,0.2539816200733185,0.17847029864788055,0.3411986827850342
be,0.43158695101737976,0.3929833769798279,0.20315609872341156,0.22657383978366852,0.2843376398086548,0.4665897786617279,0.6036020517349243,0.4858434796333313,0.4791525900363922,0.2964721620082855,0.16170021891593933,0.3324260413646698
liquefied,0.266605019569397,0.21726368367671967,0.18723784387111664,0.20698897540569305,0.24790115654468536,0.23587626218795776,0.3275716006755829,0.3207022547721863,0.30531883239746094,0.8407226204872131,0.36890220642089844,0.21783524751663208
",",0.3680937886238098,0.3087472915649414,0.24487493932247162,0.3015086054801941,0.2712523639202118,0.35306161642074585,0.4137537479400635,0.390799880027771,0.27399855852127075,0.24592620134353638,0.24731357395648956,0.31091248989105225
and,0.4289871156215668,0.31309178471565247,0.2726690471172333,0.34479495882987976,0.2865251898765564,0.367068350315094,0.4731321930885315,0.5073080658912659,0.3385082483291626,0.29033857583999634,0.2508046329021454,0.20544172823429108
its,0.24398943781852722,0.30393704771995544,0.1888006627559662,0.19922670722007751,0.22801177203655243,0.23448538780212402,0.416561484336853,0.36212384700775146,0.22975394129753113,0.3157705068588257,0.2321513295173645,0.15103481709957123
components,0.19633713364601135,0.20314843952655792,0.13342301547527313,0.13100013136863708,0.266433984041214,0.19613918662071228,0.2997816801071167,0.3083663582801819,0.26016655564308167,0.3684782385826111,0.24788862466812134,0.12744711339473724
isolated,0.225118026137352,0.18175481259822845,0.18263515830039978,0.1473781317472458,0.2962583303451538,0.20726393163204193,0.26072749495506287,0.26726335287094116,0.2008482813835144,0.1970357745885849,0.13008400797843933,0.06718844920396805
",",0.3680937886238098,0.3087472915649414,0.24487493932247162,0.3015086054801941,0.2712523639202118,0.35306161642074585,0.4137537479400635,0.390799880027771,0.27399855852127075,0.24592620134353638,0.24731357395648956,0.31091248989105225
by,1.0000001192092896,0.2455483376979828,0.29995259642601013,0.18574509024620056,0.23709560930728912,0.21684600412845612,0.37496164441108704,0.3391372263431549,0.26333630084991455,0.17911377549171448,0.19110813736915588,0.17966607213020325
compressing,0.20557290315628052,0.2671195864677429,0.08748231083154678,0.15381258726119995,0.18209920823574066,0.2379477322101593,0.35149794816970825,0.21775850653648376,0.3197951912879944,0.4450902044773102,0.3874818980693817,0.2168300598859787
and,0.4289871156215668,0.31309178471565247,0.2726690471172333,0.34479495882987976,0.2865251898765564,0.367068350315094,0.4731321930885315,0.5073080658912659,0.3385082483291626,0.29033857583999634,0.2508046329021454,0.20544172823429108
cooling,0.16985099017620087,0.28575754165649414,0.15765035152435303,0.16772235929965973,0.19949106872081757,0.24223366379737854,0.28917670249938965,0.23701322078704834,0.24151268601417542,0.4452904760837555,0.3341674208641052,0.19326604902744293
it,0.40926623344421387,0.45803478360176086,0.2796405553817749,0.2993364930152893,0.28482088446617126,0.31568437814712524,0.5921133160591125,0.44394949078559875,0.329755574464798,0.30246609449386597,0.26871708035469055,0.25732165575027466
.,0.3936232924461365,0.3567904531955719,0.27413639426231384,0.35288307070732117,0.24884258210659027,0.3851161599159241,0.4460422694683075,0.4510921239852905,0.3200591504573822,0.25791260600090027,0.2759295105934143,0.4130953550338745
