,what,title,did,iroquois,give,johnson,?
in,0.30808621644973755,0.2263992726802826,0.2593238651752472,0.20779527723789215,0.20895415544509888,0.20434744656085968,0.20430970191955566
1746,0.17473866045475006,0.209883451461792,0.12540549039840698,0.22082610428333282,0.11590641736984253,0.061862438917160034,0.2211962342262268
",",0.3087472915649414,0.2202284336090088,0.3015086054801941,0.22774100303649902,0.2844066619873047,0.2783930003643036,0.31091248989105225
johnson,0.15453879535198212,0.10550661385059357,0.16520443558692932,0.2729617953300476,0.16109536588191986,0.9999999403953552,0.1463736891746521
was,0.22111038863658905,0.19408874213695526,0.41399896144866943,0.1695740669965744,0.16511452198028564,0.20490223169326782,0.18412111699581146
made,0.23419176042079926,0.15023131668567657,0.3068731725215912,0.09678688645362854,0.2727198898792267,0.13654211163520813,0.17218779027462006
a,0.3320399522781372,0.23181948065757751,0.2552328109741211,0.19057819247245789,0.3436131179332733,0.2052394300699234,0.23916715383529663
colonel,0.09267883747816086,0.18469825387001038,0.13530081510543823,0.21375513076782227,0.08393958956003189,0.23295198380947113,0.14849194884300232
of,0.33290785551071167,0.18969319760799408,0.2513895630836487,0.1605978161096573,0.33489471673965454,0.2041160613298416,0.1826142966747284
the,0.42745697498321533,0.27465343475341797,0.34736719727516174,0.2624127268791199,0.29086416959762573,0.2214501053094864,0.22068053483963013
iroquois,0.20081253349781036,0.08201421797275543,0.19495415687561035,1.0,0.07388905435800552,0.2729617953300476,0.0784907415509224
.,0.3567904531955719,0.26782113313674927,0.35288307070732117,0.2072010040283203,0.34017711877822876,0.2807205319404602,0.4130953550338745
,what,title,did,iroquois,give,johnson,?
the,0.42745697498321533,0.27465343475341797,0.34736719727516174,0.2624127268791199,0.29086416959762573,0.2214501053094864,0.22068053483963013
british,0.19255435466766357,0.13770772516727448,0.2039594054222107,0.2279016226530075,0.16256682574748993,0.17436067759990692,0.09711728990077972
superintendent,0.17211037874221802,0.15519073605537415,0.2038733810186386,0.19975844025611877,0.10014909505844116,0.29971224069595337,0.08918596059083939
for,0.3017193675041199,0.2096623331308365,0.318512886762619,0.15815728902816772,0.41813769936561584,0.20081734657287598,0.264628142118454
indian,0.18037962913513184,0.12023317813873291,0.13855396211147308,0.25916412472724915,0.13956795632839203,0.1530185490846634,0.09909533709287643
affairs,0.15737071633338928,0.20651483535766602,0.20013506710529327,0.21891440451145172,0.1721431463956833,0.22750698029994965,0.11928717792034149
in,0.30808621644973755,0.2263992726802826,0.2593238651752472,0.20779527723789215,0.20895415544509888,0.20434744656085968,0.20430970191955566
the,0.42745697498321533,0.27465343475341797,0.34736719727516174,0.2624127268791199,0.29086416959762573,0.2214501053094864,0.22068053483963013
new,0.2130378633737564,0.17074428498744965,0.227974995970726,0.1983601301908493,0.17891114950180054,0.14160865545272827,0.14782847464084625
york,0.15652963519096375,0.18556909263134003,0.16606222093105316,0.23905247449874878,0.1319340020418167,0.26984134316444397,0.15262620151042938
region,0.2298986315727234,0.16635408997535706,0.06474873423576355,0.22740651667118073,0.18162067234516144,0.02416219376027584,0.13441751897335052
and,0.31309178471565247,0.20763245224952698,0.34479495882987976,0.16835255920886993,0.3040338158607483,0.24726895987987518,0.20544172823429108
beyond,0.3297902047634125,0.14728331565856934,0.21295185387134552,0.15204545855522156,0.19980068504810333,0.1675284057855606,0.1875571459531784
",",0.3087472915649414,0.2202284336090088,0.3015086054801941,0.22774100303649902,0.2844066619873047,0.2783930003643036,0.31091248989105225
johnson,0.15453879535198212,0.10550661385059357,0.16520443558692932,0.2729617953300476,0.16109536588191986,0.9999999403953552,0.1463736891746521
was,0.22111038863658905,0.19408874213695526,0.41399896144866943,0.1695740669965744,0.16511452198028564,0.20490223169326782,0.18412111699581146
known,0.20381177961826324,0.18283337354660034,0.25943970680236816,0.1480143815279007,0.14307789504528046,0.10642416030168533,0.18314571678638458
to,0.455847829580307,0.24913249909877777,0.4452643394470215,0.17115506529808044,0.4396136403083801,0.18891119956970215,0.29463258385658264
the,0.42745697498321533,0.27465343475341797,0.34736719727516174,0.2624127268791199,0.29086416959762573,0.2214501053094864,0.22068053483963013
iroquois,0.20081253349781036,0.08201421797275543,0.19495415687561035,1.0,0.07388905435800552,0.2729617953300476,0.0784907415509224
as,0.31749409437179565,0.2520829439163208,0.3596470057964325,0.15800927579402924,0.2826775014400482,0.2543390095233917,0.27043893933296204
warraghiggey,0.2499673068523407,0.1784062385559082,0.19594357907772064,0.2995566129684448,0.17378313839435577,0.3230201303958893,0.2716057598590851
",",0.3087472915649414,0.2202284336090088,0.3015086054801941,0.22774100303649902,0.2844066619873047,0.2783930003643036,0.31091248989105225
meaning,0.24135559797286987,0.2238466590642929,0.17128142714500427,0.2901779115200043,0.2458093911409378,0.12335485219955444,0.20420892536640167
``,0.008517155423760414,0.02549407258629799,-0.029888948425650597,0.060207799077034,0.06498900055885315,-0.04800928011536598,0.0685480609536171
he,0.3114890456199646,0.2028372436761856,0.3292143940925598,0.21294748783111572,0.18745993077754974,0.3042779862880707,0.2089974731206894
who,0.40942975878715515,0.18150031566619873,0.34038686752319336,0.22257736325263977,0.28740519285202026,0.24895158410072327,0.26220351457595825
does,0.38564667105674744,0.21870116889476776,0.5457901358604431,0.12080560624599457,0.3544177711009979,0.12715554237365723,0.338003009557724
great,0.2562883198261261,0.10030953586101532,0.2083706259727478,0.1638234406709671,0.22080448269844055,0.18159517645835876,0.13135133683681488
