,what,articles,state,that,unless,conferred,",",powers,remain,with,member,states,?
the,0.42745697498321533,0.29016247391700745,0.3097178041934967,0.5473989248275757,0.3451882302761078,0.3050553798675537,0.4933079481124878,0.25233519077301025,0.33184581995010376,0.4223487675189972,0.2806392312049866,0.3463578522205353,0.22068053483963013
eu,0.15409135818481445,0.20927253365516663,0.18008030951023102,0.10275088250637054,0.13011008501052856,0.0863969475030899,0.1565755307674408,0.18309208750724792,0.14574450254440308,0.20157751441001892,0.2245567888021469,0.17918972671031952,0.21586786210536957
as,0.31749409437179565,0.23197151720523834,0.26851922273635864,0.4735107421875,0.37757405638694763,0.23404400050640106,0.48816442489624023,0.28767555952072144,0.2654021382331848,0.40387406945228577,0.2264706939458847,0.26192235946655273,0.27043893933296204
a,0.3320399522781372,0.29038286209106445,0.25097307562828064,0.47537946701049805,0.33399075269699097,0.16479714214801788,0.427140474319458,0.17258815467357635,0.24084681272506714,0.3783375024795532,0.24081070721149445,0.24708621203899384,0.23916715383529663
whole,0.38441845774650574,0.2623705267906189,0.17808401584625244,0.43802928924560547,0.26453426480293274,0.16761024296283722,0.25234273076057434,0.14866626262664795,0.2825503349304199,0.22690556943416595,0.17750394344329834,0.13503429293632507,0.21052291989326477
can,0.34502777457237244,0.29727888107299805,0.13665424287319183,0.4522190988063812,0.4781896770000458,0.07708528637886047,0.3139454126358032,0.1965104341506958,0.25729820132255554,0.3572797477245331,0.09298814088106155,0.18360939621925354,0.3226337134838104
only,0.41415658593177795,0.31468120217323303,0.25976240634918213,0.6004067063331604,0.5121626853942871,0.26459386944770813,0.4220978021621704,0.22015920281410217,0.44523054361343384,0.367427259683609,0.2905923128128052,0.2831421494483948,0.2767370045185089
act,0.2622668445110321,0.10220702737569809,0.2565065920352936,0.2679075598716736,0.3181370496749878,0.19096291065216064,0.1787904053926468,0.24709026515483856,0.17042243480682373,0.18591532111167908,0.1078537181019783,0.26648834347724915,0.1482519507408142
within,0.2498195916414261,0.24294820427894592,0.24197080731391907,0.33798906207084656,0.33786100149154663,0.210300013422966,0.2513136863708496,0.22297978401184082,0.35436108708381653,0.2915107011795044,0.20008353888988495,0.2406880259513855,0.1870293766260147
its,0.30393704771995544,0.20065222680568695,0.3171643614768982,0.416561484336853,0.26111218333244324,0.22251851856708527,0.33157986402511597,0.21924933791160583,0.2661938965320587,0.3087116777896881,0.14811363816261292,0.2691997289657593,0.15103481709957123
power,0.22216427326202393,0.1882692575454712,0.1831665188074112,0.2680378556251526,0.19875644147396088,0.16007928550243378,0.2231994867324829,0.6356112957000732,0.1363866925239563,0.20798128843307495,0.12476195394992828,0.19038769602775574,0.15304024517536163
set,0.28954121470451355,0.11927593499422073,0.21011394262313843,0.2916346788406372,0.2033252865076065,0.18944428861141205,0.24912182986736298,0.1477479785680771,0.2185146063566208,0.19515010714530945,0.12145289033651352,0.14476636052131653,0.1698019951581955
out,0.3633197546005249,0.2417142540216446,0.20934459567070007,0.43996092677116394,0.359658807516098,0.07484143227338791,0.3161109685897827,0.1867228001356125,0.21892505884170532,0.3367781639099121,0.11861088871955872,0.24165959656238556,0.22020699083805084
in,0.30808621644973755,0.26378124952316284,0.33316072821617126,0.435920387506485,0.24363665282726288,0.2560907304286957,0.5201468467712402,0.16362762451171875,0.2372020184993744,0.4080928862094879,0.20856694877147675,0.3977442979812622,0.20430970191955566
the,0.42745697498321533,0.29016247391700745,0.3097178041934967,0.5473989248275757,0.3451882302761078,0.3050553798675537,0.4933079481124878,0.25233519077301025,0.33184581995010376,0.4223487675189972,0.2806392312049866,0.3463578522205353,0.22068053483963013
treaties,0.2403455525636673,0.29426202178001404,0.2718226909637451,0.2838388681411743,0.27775633335113525,0.31202787160873413,0.2152065634727478,0.3897460699081421,0.2296869307756424,0.3085373342037201,0.1925402134656906,0.3604946732521057,0.1693580597639084
.,0.3567904531955719,0.27623623609542847,0.31380724906921387,0.4460422694683075,0.3206039071083069,0.20011015236377716,0.6812511086463928,0.21749663352966309,0.2486068606376648,0.4446153938770294,0.19907453656196594,0.33941102027893066,0.4130953550338745
