,what,natives,were,displaced,by,british,takeover,in,florida,?
although,0.24844598770141602,0.19514188170433044,0.29094749689102173,0.2110351175069809,0.2373359203338623,0.1774938404560089,0.21728616952896118,0.28763338923454285,0.1501467525959015,0.15541206300258636
the,0.42745697498321533,0.2204582393169403,0.3906462490558624,0.36481785774230957,0.4408751428127289,0.28973397612571716,0.3833385705947876,0.6662389636039734,0.24091358482837677,0.22068053483963013
spanish,0.13950122892856598,0.3497242033481598,0.16040389239788055,0.13469816744327545,0.18348926305770874,0.29220399260520935,0.19924035668373108,0.15696977078914642,0.20658454298973083,0.14750491082668304
takeover,0.2601267397403717,0.16734695434570312,0.24409329891204834,0.20673827826976776,0.21714387834072113,0.24047987163066864,1.0000001192092896,0.29245465993881226,0.13023914396762848,0.1486419141292572
of,0.33290785551071167,0.17872627079486847,0.34038281440734863,0.3557772636413574,0.3646814823150635,0.23701532185077667,0.24993263185024261,0.5696388483047485,0.2330869883298874,0.1826142966747284
the,0.42745697498321533,0.2204582393169403,0.3906462490558624,0.36481785774230957,0.4408751428127289,0.28973397612571716,0.3833385705947876,0.6662389636039734,0.24091358482837677,0.22068053483963013
louisiana,0.1141376793384552,0.2680214047431946,0.16448849439620972,0.08147498965263367,0.16431348025798798,0.1416575163602829,0.12837663292884827,0.21126049757003784,0.5545777678489685,0.12383037805557251
territory,0.21338070929050446,0.32247254252433777,0.22731244564056396,0.23939721286296844,0.26449328660964966,0.1931612640619278,0.22285103797912598,0.2756796181201935,0.2116149514913559,0.09435105323791504
(,0.2411840260028839,0.10769481211900711,0.14743882417678833,0.10230445861816406,0.20696312189102173,0.18040098249912262,0.1590343862771988,0.3087427020072937,0.17940615117549896,0.40561532974243164
which,0.5261979103088379,0.16187630593776703,0.2807837128639221,0.30318713188171387,0.40543368458747864,0.2002234309911728,0.2720734775066376,0.4840516746044159,0.22013095021247864,0.25814583897590637
was,0.22111038863658905,0.14712220430374146,0.590133786201477,0.20704278349876404,0.4752357602119446,0.31934812664985657,0.3563484847545624,0.45514053106307983,0.23693005740642548,0.18412111699581146
not,0.5449194312095642,0.25859302282333374,0.33318549394607544,0.23653188347816467,0.291808545589447,0.16629528999328613,0.21564628183841705,0.3403114080429077,0.1322340965270996,0.41942933201789856
completed,0.19063329696655273,0.04227825254201889,0.19010283052921295,0.17758916318416595,0.2241930514574051,0.10557474941015244,0.2651881277561188,0.2960484027862549,0.17143459618091583,0.08272653818130493
until,0.2693650424480438,0.14415183663368225,0.3025567829608917,0.2180919051170349,0.26738616824150085,0.24321140348911285,0.2520190179347992,0.38338494300842285,0.1699904203414917,0.20304496586322784
1769,0.10944988578557968,0.17135319113731384,0.23467060923576355,0.22145164012908936,0.19966572523117065,0.1340322196483612,0.16011589765548706,0.1427137702703476,0.04510995373129845,0.1290908008813858
),0.26259949803352356,0.11036114394664764,0.1566188633441925,0.1087438091635704,0.2151763141155243,0.19181592762470245,0.14543016254901886,0.3326910734176636,0.17448092997074127,0.42300865054130554
had,0.23849567770957947,0.2436339408159256,0.6150832772254944,0.29130813479423523,0.37294110655784607,0.2696124017238617,0.23550596833229065,0.385026752948761,0.1585627794265747,0.20728366076946259
modest,0.2319330871105194,0.08809366077184677,0.18878203630447388,0.1914011538028717,0.1932753324508667,0.09458588063716888,0.07911889255046844,0.2967289984226227,0.10695431381464005,0.13884171843528748
repercussions,0.26789093017578125,0.15196284651756287,0.26640474796295166,0.1382625550031662,0.18642862141132355,0.1691206693649292,0.069813072681427,0.19824965298175812,0.12170501053333282,0.29351598024368286
",",0.3087472915649414,0.24557791650295258,0.36755475401878357,0.20775090157985687,0.3680937886238098,0.25734075903892517,0.28780224919319153,0.5201468467712402,0.21896368265151978,0.31091248989105225
the,0.42745697498321533,0.2204582393169403,0.3906462490558624,0.36481785774230957,0.4408751428127289,0.28973397612571716,0.3833385705947876,0.6662389636039734,0.24091358482837677,0.22068053483963013
british,0.19255435466766357,0.20336763560771942,0.27742838859558105,0.21783313155174255,0.26707085967063904,1.0,0.24047987163066864,0.23084034025669098,0.13547126948833466,0.09711728990077972
takeover,0.2601267397403717,0.16734695434570312,0.24409329891204834,0.20673827826976776,0.21714387834072113,0.24047987163066864,1.0000001192092896,0.29245465993881226,0.13023914396762848,0.1486419141292572
of,0.33290785551071167,0.17872627079486847,0.34038281440734863,0.3557772636413574,0.3646814823150635,0.23701532185077667,0.24993263185024261,0.5696388483047485,0.2330869883298874,0.1826142966747284
spanish,0.13950122892856598,0.3497242033481598,0.16040389239788055,0.13469816744327545,0.18348926305770874,0.29220399260520935,0.19924035668373108,0.15696977078914642,0.20658454298973083,0.14750491082668304
florida,0.14450381696224213,0.1988876610994339,0.14142651855945587,0.1607847958803177,0.23268729448318481,0.13547126948833466,0.13023914396762848,0.2330404818058014,1.0,0.13469882309436798
resulted,0.14803820848464966,0.2066323459148407,0.3060646653175354,0.3513590693473816,0.23799769580364227,0.21482524275779724,0.2895110547542572,0.3197503983974457,0.22284892201423645,0.1391388475894928
in,0.30808621644973755,0.1702413111925125,0.3815755248069763,0.2810860276222229,0.370934396982193,0.23084034025669098,0.29245465993881226,1.0,0.2330404818058014,0.20430970191955566
the,0.42745697498321533,0.2204582393169403,0.3906462490558624,0.36481785774230957,0.4408751428127289,0.28973397612571716,0.3833385705947876,0.6662389636039734,0.24091358482837677,0.22068053483963013
westward,0.2100256085395813,0.24257563054561615,0.26042449474334717,0.3226160705089569,0.2231302261352539,0.152252197265625,0.16328215599060059,0.22472791373729706,0.26248136162757874,0.12436557561159134
migration,0.24132461845874786,0.2919912338256836,0.15142865478992462,0.3170391619205475,0.16028974950313568,0.09542041271924973,0.2613435983657837,0.21856260299682617,0.19000475108623505,0.1366364061832428
of,0.33290785551071167,0.17872627079486847,0.34038281440734863,0.3557772636413574,0.3646814823150635,0.23701532185077667,0.24993263185024261,0.5696388483047485,0.2330869883298874,0.1826142966747284
tribes,0.1860227882862091,0.5010061264038086,0.31078824400901794,0.22601418197155,0.18261399865150452,0.14417211711406708,0.20418554544448853,0.19281157851219177,0.113043412566185,0.08824794739484787
that,0.6297725439071655,0.21576261520385742,0.35517072677612305,0.2635725736618042,0.37496164441108704,0.19530552625656128,0.2952345609664917,0.435920387506485,0.17380806803703308,0.32716336846351624
did,0.4259131848812103,0.23254309594631195,0.4162326455116272,0.1286889910697937,0.18574509024620056,0.2039594054222107,0.20498117804527283,0.2593238651752472,0.16857092082500458,0.3023456633090973
not,0.5449194312095642,0.25859302282333374,0.33318549394607544,0.23653188347816467,0.291808545589447,0.16629528999328613,0.21564628183841705,0.3403114080429077,0.1322340965270996,0.41942933201789856
