,what,are,members,who,have,been,baptized,as,an,infant,or,child,but,who,have,not,subsequently,professed,their,own,faith,?
the,0.42745697498321533,0.40399202704429626,0.3321719169616699,0.3733934462070465,0.40389683842658997,0.3563927710056305,0.18283669650554657,0.48381632566452026,0.4207492768764496,0.19802507758140564,0.4174870550632477,0.19800683856010437,0.4859698414802551,0.3733934462070465,0.40389683842658997,0.4310511648654938,0.2886511981487274,0.19195441901683807,0.516537070274353,0.334675133228302,0.20665863156318665,0.22068053483963013
united,0.20036718249320984,0.16919764876365662,0.21832546591758728,0.21193812787532806,0.17950676381587982,0.21903765201568604,0.17028290033340454,0.27979812026023865,0.15972375869750977,0.14330360293388367,0.21771858632564545,0.14088450372219086,0.2124049812555313,0.21193812787532806,0.17950676381587982,0.20884482562541962,0.21022804081439972,0.18373282253742218,0.20338627696037292,0.1774989366531372,0.13859008252620697,0.17266890406608582
methodist,0.17637217044830322,0.14794334769248962,0.24228282272815704,0.21443013846874237,0.17623618245124817,0.16631530225276947,0.4535703957080841,0.22391098737716675,0.12909115850925446,0.18566827476024628,0.16661396622657776,0.17773018777370453,0.18792220950126648,0.21443013846874237,0.17623618245124817,0.18699541687965393,0.18948788940906525,0.18597419559955597,0.19588971138000488,0.16073353588581085,0.37635013461112976,0.1436992734670639
church,0.1944202184677124,0.16039738059043884,0.18617433309555054,0.19418756663799286,0.14373023808002472,0.19947001338005066,0.4752161502838135,0.211966410279274,0.09629998356103897,0.19717633724212646,0.1717420071363449,0.21403515338897705,0.19767498970031738,0.19418756663799286,0.14373023808002472,0.1967715620994568,0.11770527809858322,0.11636196821928024,0.17209430038928986,0.17754799127578735,0.3661857843399048,0.18081501126289368
(,0.2411840260028839,0.23263892531394958,0.17843009531497955,0.2443375140428543,0.23072676360607147,0.1755061000585556,0.18129315972328186,0.32029855251312256,0.286407470703125,0.17955391108989716,0.3582012951374054,0.20179787278175354,0.26263320446014404,0.2443375140428543,0.23072676360607147,0.2710699737071991,0.013872968964278698,0.16235634684562683,0.15721023082733154,0.14754116535186768,0.2392961084842682,0.40561532974243164
umc,0.2557855546474457,0.2037472277879715,0.2014501541852951,0.28098225593566895,0.26201900839805603,0.18028809130191803,0.23410256206989288,0.24607859551906586,0.20038536190986633,0.24560892581939697,0.2574913501739502,0.1764879822731018,0.2508460581302643,0.28098225593566895,0.26201900839805603,0.2476341724395752,0.07430484145879745,0.11749555170536041,0.14077533781528473,0.16136321425437927,0.256642609834671,0.2609967589378357
),0.26259949803352356,0.2373749315738678,0.1808496117591858,0.2457384318113327,0.22866283357143402,0.1854540854692459,0.2124243825674057,0.32161882519721985,0.2873353958129883,0.18012969195842743,0.3706604242324829,0.21542808413505554,0.2897340953350067,0.2457384318113327,0.22866283357143402,0.2718011736869812,0.016730770468711853,0.1812698394060135,0.1549641638994217,0.15735843777656555,0.25779616832733154,0.42300865054130554
practices,0.30286267399787903,0.33277854323387146,0.30127546191215515,0.3157578706741333,0.3205834627151489,0.2675781548023224,0.20902815461158752,0.2525984048843384,0.1488221436738968,0.19499295949935913,0.2924301326274872,0.17717240750789642,0.2949514091014862,0.3157578706741333,0.3205834627151489,0.31020548939704895,0.13572059571743011,0.3252891004085541,0.28846678137779236,0.29104456305503845,0.3766293525695801,0.18974241614341736
infant,0.18056079745292664,0.13690194487571716,0.0867144763469696,0.24954044818878174,0.2238365113735199,0.1756257861852646,0.34254950284957886,0.19946934282779694,0.14777807891368866,1.0,0.20667895674705505,0.48363009095191956,0.22593994438648224,0.24954044818878174,0.2238365113735199,0.2215765416622162,0.13126617670059204,0.16295431554317474,0.21907897293567657,0.18646538257598877,0.20667202770709991,0.14574892818927765
and,0.31309178471565247,0.48576638102531433,0.2994427978992462,0.41279885172843933,0.4711785912513733,0.3424558639526367,0.18915601074695587,0.49487000703811646,0.2838519215583801,0.21156693994998932,0.4713204801082611,0.22121839225292206,0.5762497186660767,0.41279885172843933,0.4711785912513733,0.39099299907684326,0.2340357005596161,0.2593861520290375,0.45114588737487793,0.3142828047275543,0.2653059959411621,0.20544172823429108
adult,0.2068360149860382,0.21328388154506683,0.16199511289596558,0.2506396472454071,0.25291189551353455,0.22841742634773254,0.2382742017507553,0.23519925773143768,0.15354610979557037,0.3933136761188507,0.20714694261550903,0.3308396339416504,0.2340884804725647,0.2506396472454071,0.25291189551353455,0.26778721809387207,0.13938301801681519,0.17202940583229065,0.2559703588485718,0.17722444236278534,0.10030675679445267,0.14439715445041656
baptism,0.23295360803604126,0.13698863983154297,0.15710708498954773,0.19388116896152496,0.16234876215457916,0.1301913559436798,0.7126917839050293,0.18410710990428925,0.0924173966050148,0.4176551401615143,0.1698283553123474,0.32090118527412415,0.20609602332115173,0.19388116896152496,0.16234876215457916,0.27631044387817383,0.04660886898636818,0.15363048017024994,0.18347401916980743,0.21253813803195953,0.4018329977989197,0.18744641542434692
.,0.3567904531955719,0.3452940285205841,0.21119362115859985,0.3541337847709656,0.41614407300949097,0.33645182847976685,0.24609112739562988,0.515582263469696,0.3581749200820923,0.21042348444461823,0.36683785915374756,0.21665646135807037,0.46573564410209656,0.3541337847709656,0.41614407300949097,0.4824007451534271,0.14651371538639069,0.2776629328727722,0.34427863359451294,0.3061371147632599,0.2496335357427597,0.4130953550338745
