,where,was,the,1893,world,'s,columbian,exposition,held,?
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.09158051759004593,0.3038199245929718,-0.037580832839012146,0.24936507642269135,0.30755117535591125,0.3127288818359375,0.20430970191955566
1893,0.08304338157176971,0.04229336231946945,0.10564703494310379,1.0000001192092896,0.053778208792209625,0.08551017194986343,-0.03456062823534012,0.006615803577005863,0.0822303295135498,0.0544506311416626
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.06818228960037231,0.26091980934143066,-0.0016132977325469255,0.21429216861724854,0.22023259103298187,0.2880980372428894,0.31091248989105225
george,0.12368191033601761,0.2601471245288849,0.2510760426521301,0.04422593489289284,0.14024560153484344,-0.019076833501458168,0.1968790590763092,0.19204741716384888,0.10081978142261505,0.1479024887084961
westinghouse,0.19164210557937622,0.30702054500579834,0.3101098835468292,0.044188082218170166,0.2876776456832886,-0.008012998849153519,0.32205909490585327,0.20539408922195435,0.17524565756320953,0.17307911813259125
won,0.19505172967910767,0.35383549332618713,0.29432493448257446,0.08325894176959991,0.2630484104156494,-0.07419146597385406,0.14325597882270813,0.24101118743419647,0.31358084082603455,0.17925700545310974
the,0.5003893971443176,0.48711544275283813,1.0,0.10564703494310379,0.33604270219802856,-0.01540423184633255,0.33056461811065674,0.30685076117515564,0.32185450196266174,0.22068053483963013
bid,0.1536879688501358,0.2249298393726349,0.19956929981708527,-0.027743393555283546,0.10348217189311981,-0.0002808889257721603,0.11606516689062119,0.19962206482887268,0.2496088743209839,0.19390296936035156
to,0.47735077142715454,0.3636345863342285,0.535392165184021,0.03315379098057747,0.26213452219963074,0.03782717138528824,0.1799120306968689,0.16629932820796967,0.22177374362945557,0.29463258385658264
light,0.1997321993112564,0.20157849788665771,0.2649136185646057,0.07731426507234573,0.23378537595272064,0.047048170119524,0.11132615804672241,0.13830211758613586,0.12064573168754578,0.17429810762405396
the,0.5003893971443176,0.48711544275283813,1.0,0.10564703494310379,0.33604270219802856,-0.01540423184633255,0.33056461811065674,0.30685076117515564,0.32185450196266174,0.22068053483963013
1893,0.08304338157176971,0.04229336231946945,0.10564703494310379,1.0000001192092896,0.053778208792209625,0.08551017194986343,-0.03456062823534012,0.006615803577005863,0.0822303295135498,0.0544506311416626
world,0.29259413480758667,0.3097524344921112,0.33604270219802856,0.053778208792209625,1.0000001192092896,0.11877062171697617,0.2803151607513428,0.3343954384326935,0.2867482304573059,0.17579582333564758
's,0.0007701900321990252,0.008974763564765453,-0.01540423184633255,0.08551017194986343,0.11877062171697617,0.9999999403953552,0.06028631702065468,-0.02067454531788826,0.02657921425998211,-0.023395681753754616
columbian,0.20000217854976654,0.29064083099365234,0.33056461811065674,-0.03456062823534012,0.2803151607513428,0.06028631702065468,1.0,0.34490251541137695,0.1520015448331833,0.08890089392662048
exposition,0.2598124146461487,0.30914750695228577,0.30685076117515564,0.006615803577005863,0.3343954384326935,-0.02067454531788826,0.34490251541137695,1.0,0.343835711479187,0.09475983679294586
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.09158051759004593,0.3038199245929718,-0.037580832839012146,0.24936507642269135,0.30755117535591125,0.3127288818359375,0.20430970191955566
chicago,0.18485027551651,0.2574843168258667,0.27360326051712036,0.008151091635227203,0.20659899711608887,-0.0033615175634622574,0.3352341949939728,0.3728184700012207,0.1780158281326294,0.16446958482265472
with,0.4142743945121765,0.27411898970603943,0.4223487675189972,0.028729058802127838,0.2832821011543274,-0.04624466598033905,0.1693716049194336,0.15394657850265503,0.1774713099002838,0.2433311939239502
alternating,0.23877131938934326,0.15524277091026306,0.34576064348220825,-0.01879468560218811,0.1011299267411232,-0.036665238440036774,0.16396662592887878,0.20281866192817688,0.21300649642944336,0.13878576457500458
current,0.21811948716640472,0.20140352845191956,0.3314409554004669,0.02789844386279583,0.1596897542476654,0.004145179875195026,0.11506688594818115,0.1083880066871643,0.17918913066387177,0.12074550241231918
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.06818228960037231,0.26091980934143066,-0.0016132977325469255,0.21429216861724854,0.22023259103298187,0.2880980372428894,0.31091248989105225
beating,0.2439660131931305,0.23373770713806152,0.2606811225414276,-0.014965285547077656,0.26859578490257263,-0.03676452115178108,0.07287748157978058,0.14610621333122253,0.3773365318775177,0.19785179197788239
out,0.4094439148902893,0.28168347477912903,0.39404502511024475,0.10092777758836746,0.2319137006998062,0.0021837172098457813,0.18921954929828644,0.11496812850236893,0.18820293247699738,0.22020699083805084
a,0.40997210144996643,0.4508470594882965,0.5829201340675354,0.11840973794460297,0.22239887714385986,0.04866964742541313,0.22971294820308685,0.23940640687942505,0.22326228022575378,0.23916715383529663
general,0.20537003874778748,0.2445744127035141,0.28634732961654663,0.06120309978723526,0.1344487965106964,-0.0757286474108696,0.1222827285528183,0.12622110545635223,0.17221853137016296,0.1972234547138214
electric,0.18615438044071198,0.17723047733306885,0.21345196664333344,0.01757993921637535,0.1332201212644577,-0.0115516884252429,0.13705146312713623,0.15120090544223785,0.1633009910583496,0.15674720704555511
bid,0.1536879688501358,0.2249298393726349,0.19956929981708527,-0.027743393555283546,0.10348217189311981,-0.0002808889257721603,0.11606516689062119,0.19962206482887268,0.2496088743209839,0.19390296936035156
by,0.2641284465789795,0.4752357602119446,0.4408751428127289,-0.030751554295420647,0.22306372225284576,-0.010884488001465797,0.2060219794511795,0.2346900999546051,0.19236290454864502,0.17966607213020325
one,0.3907615840435028,0.3752199709415436,0.5514441132545471,0.0945158302783966,0.36872437596321106,0.06913424283266068,0.25279900431632996,0.17995379865169525,0.25712814927101135,0.2673267424106598
million,0.16446907818317413,0.24203833937644958,0.277012437582016,0.06262634694576263,0.2656927704811096,0.05079329386353493,0.25686758756637573,0.18452520668506622,0.13986122608184814,0.23092924058437347
dollars,0.16064585745334625,0.20212356746196747,0.2665082812309265,0.0660400465130806,0.21877437829971313,0.12366975843906403,0.21709014475345612,0.17465318739414215,0.0897415280342102,0.21298730373382568
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.11349997669458389,0.3177160322666168,-0.003708066651597619,0.1524500846862793,0.24119582772254944,0.2628571093082428,0.4130953550338745
