,in,1755,what,fort,did,british,capture,?
in,1.0,0.15906907618045807,0.30808621644973755,0.24152536690235138,0.2593238651752472,0.23084034025669098,0.26227396726608276,0.20430970191955566
1755,0.15906907618045807,1.0000001192092896,0.10548432916402817,0.21651436388492584,0.11053946614265442,0.09661883115768433,0.09406836330890656,0.1890246421098709
",",0.5201468467712402,0.1919330358505249,0.3087472915649414,0.2651418149471283,0.3015086054801941,0.25734075903892517,0.23900990188121796,0.31091248989105225
the,0.6662389636039734,0.15697994828224182,0.42745697498321533,0.2420126497745514,0.34736719727516174,0.28973397612571716,0.3008226752281189,0.22068053483963013
british,0.23084034025669098,0.09661883115768433,0.19255435466766357,0.2695907950401306,0.2039594054222107,1.0,0.17870007455348969,0.09711728990077972
captured,0.27827006578445435,0.1642378568649292,0.1119019091129303,0.29403260350227356,0.14055760204792023,0.20852810144424438,0.8150180578231812,0.11851847916841507
fort,0.24152536690235138,0.21651436388492584,0.19451747834682465,0.9999999403953552,0.17500312626361847,0.2695907950401306,0.3162078857421875,0.15686731040477753
beauséjour,0.2594583332538605,0.3472663462162018,0.1868959367275238,0.28706395626068115,0.17322847247123718,0.21487471461296082,0.1547454595565796,0.24166728556156158
on,0.46853652596473694,0.112730011343956,0.34226128458976746,0.2436540275812149,0.2670976221561432,0.19917237758636475,0.17100688815116882,0.2714994251728058
the,0.6662389636039734,0.15697994828224182,0.42745697498321533,0.2420126497745514,0.34736719727516174,0.28973397612571716,0.3008226752281189,0.22068053483963013
border,0.28533756732940674,0.28303855657577515,0.26696228981018066,0.20713356137275696,0.1487547904253006,0.14218375086784363,0.14152638614177704,0.1706928312778473
separating,0.3024732172489166,0.08117704838514328,0.2899963855743408,0.10785654187202454,0.13507819175720215,0.15353727340698242,0.14959073066711426,0.09579058736562729
nova,0.1719568967819214,0.11902284622192383,0.17516832053661346,0.2017027884721756,0.1420508623123169,0.22182250022888184,0.06896274536848068,0.11942808330059052
scotia,0.1699678599834442,0.1839437484741211,0.17493435740470886,0.260197252035141,0.18746371567249298,0.2812920808792114,0.06559902429580688,0.10058031976222992
from,0.4274188280105591,0.08327345550060272,0.2737620174884796,0.19486531615257263,0.20248863101005554,0.21991202235221863,0.1704682856798172,0.19969791173934937
acadia,0.24403652548789978,0.18776006996631622,0.15141341090202332,0.235394686460495,0.11068055033683777,0.2610447406768799,0.1462945193052292,0.05178680270910263
;,0.092739537358284,0.08875025808811188,0.10986888408660889,-0.0028286417946219444,0.10727239400148392,0.004412224981933832,0.0031019558664411306,0.10349778085947037
soon,0.2957788109779358,0.12007568031549454,0.3005380630493164,0.2049124389886856,0.35734426975250244,0.14581359922885895,0.20176346600055695,0.17460282146930695
afterward,0.33836621046066284,0.0585072785615921,0.18362104892730713,0.22616641223430634,0.2952439785003662,0.2080874741077423,0.2394799292087555,0.1463472545146942
they,0.4330179989337921,0.11451734602451324,0.4431931674480438,0.13754411041736603,0.4879390597343445,0.22308164834976196,0.22666864097118378,0.2753053903579712
ordered,0.24971742928028107,0.15022283792495728,0.1877245008945465,0.16848275065422058,0.3289390504360199,0.17937681078910828,0.28450068831443787,0.11423391848802567
the,0.6662389636039734,0.15697994828224182,0.42745697498321533,0.2420126497745514,0.34736719727516174,0.28973397612571716,0.3008226752281189,0.22068053483963013
expulsion,0.2112463414669037,0.2099052518606186,0.2687448561191559,0.21326719224452972,0.21837115287780762,0.19285328686237335,0.2706511318683624,0.15620341897010803
of,0.5696388483047485,0.1817053258419037,0.33290785551071167,0.18979716300964355,0.2513895630836487,0.23701532185077667,0.28606823086738586,0.1826142966747284
the,0.6662389636039734,0.15697994828224182,0.42745697498321533,0.2420126497745514,0.34736719727516174,0.28973397612571716,0.3008226752281189,0.22068053483963013
acadians,0.21436011791229248,0.2509883940219879,0.2788337767124176,0.21281763911247253,0.19002331793308258,0.25053057074546814,0.18159547448158264,0.12194617837667465
.,0.5591574311256409,0.2007792443037033,0.3567904531955719,0.2578873038291931,0.35288307070732117,0.23159366846084595,0.2623634934425354,0.4130953550338745
