,what,are,sometimes,present,in,the,boiler,'s,firebox,crown,?
lead,0.19642074406147003,0.14601658284664154,0.18262608349323273,0.22557738423347473,0.2055644989013672,0.21995973587036133,0.1359775960445404,-0.057115159928798676,0.21199578046798706,0.05544131621718407,0.14552436769008636
fusible,0.33007463812828064,0.3294995129108429,0.30216172337532043,0.15390263497829437,0.17215962707996368,0.2233428657054901,0.2963888347148895,0.02941158227622509,0.40256598591804504,0.07902511209249496,0.3210989832878113
plugs,0.2526090741157532,0.37117281556129456,0.36759594082832336,0.11973658204078674,0.14113253355026245,0.23433445394039154,0.35393568873405457,0.11254014074802399,0.43561363220214844,0.10333611071109772,0.21915706992149353
may,0.25739946961402893,0.3162533640861511,0.30342283844947815,0.25481489300727844,0.3424151837825775,0.2694292366504669,0.18211647868156433,-0.07006479054689407,0.11669278144836426,0.18479157984256744,0.2768254578113556
be,0.3929833769798279,0.5556803941726685,0.40308091044425964,0.1725894659757614,0.3481820821762085,0.4248143136501312,0.23105506598949432,0.025217169895768166,0.2393580973148346,0.19130165874958038,0.3324260413646698
present,0.30940163135528564,0.20985287427902222,0.09308601170778275,1.0000001192092896,0.23905439674854279,0.2829846143722534,0.07949759066104889,0.010861009359359741,0.13117027282714844,0.23457378149032593,0.21759982407093048
in,0.30808621644973755,0.3841303884983063,0.31462913751602173,0.23905439674854279,1.0,0.6662389636039734,0.25116536021232605,-0.037580832839012146,0.18139563500881195,0.2139754444360733,0.20430970191955566
the,0.42745697498321533,0.40399202704429626,0.35816407203674316,0.2829846143722534,0.6662389636039734,1.0,0.2309672236442566,-0.01540423184633255,0.2672300338745117,0.2646690607070923,0.22068053483963013
crown,0.11934377253055573,0.11807893961668015,0.1847681850194931,0.23457378149032593,0.2139754444360733,0.2646690607070923,0.11543551832437515,-0.02359621599316597,0.1337897777557373,0.9999999403953552,0.09979621320962906
of,0.33290785551071167,0.39081433415412903,0.296434611082077,0.3116828501224518,0.5696388483047485,0.733189046382904,0.16447360813617706,-0.03817026689648628,0.157428577542305,0.2964670956134796,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,0.35816407203674316,0.2829846143722534,0.6662389636039734,1.0,0.2309672236442566,-0.01540423184633255,0.2672300338745117,0.2646690607070923,0.22068053483963013
boiler,0.23551298677921295,0.14706286787986755,0.25565099716186523,0.07949759066104889,0.25116536021232605,0.2309672236442566,0.9999999403953552,-0.0025901084300130606,0.5504998564720154,0.11543551832437515,0.20881007611751556
's,0.02692362666130066,-0.008927806280553341,0.018931861966848373,0.010861009359359741,-0.037580832839012146,-0.01540423184633255,-0.0025901084300130606,0.9999999403953552,-0.030039487406611443,-0.02359621599316597,-0.023395681753754616
firebox,0.25533050298690796,0.15810145437717438,0.21288250386714935,0.13117027282714844,0.18139563500881195,0.2672300338745117,0.5504998564720154,-0.030039487406611443,0.9999998807907104,0.1337897777557373,0.23833276331424713
.,0.3567904531955719,0.3452940285205841,0.24956031143665314,0.23765113949775696,0.5591574311256409,0.5934505462646484,0.23300080001354218,-0.003708066651597619,0.235902801156044,0.19776910543441772,0.4130953550338745
