,what,church,is,located,at,the,corner,of,4th,and,new,streets,in,philadelphia,?
st.,0.10219959169626236,0.2081335186958313,0.16120703518390656,0.11912570148706436,0.17245982587337494,0.18141359090805054,0.2951677143573761,0.19887582957744598,0.24724507331848145,0.22686052322387695,0.09390232712030411,0.26375600695610046,0.15931649506092072,0.09987665712833405,0.13592876493930817
george,0.22000353038311005,0.17083123326301575,0.14082063734531403,0.11520242691040039,0.1617383360862732,0.2510760426521301,0.19887523353099823,0.22097964584827423,0.1034713163971901,0.22245058417320251,0.18316209316253662,0.15692369639873505,0.18167929351329803,0.23388604819774628,0.1479024887084961
's,0.02692362666130066,0.023664841428399086,0.02396530658006668,-0.031078986823558807,-0.08481216430664062,-0.01540423184633255,-0.012022392824292183,-0.03817026689648628,0.14399752020835876,0.06895173341035843,-0.008355522528290749,0.031725674867630005,-0.037580832839012146,-0.011204833164811134,-0.023395681753754616
united,0.20036718249320984,0.19284281134605408,0.22408509254455566,0.21170265972614288,0.2064037322998047,0.34367692470550537,0.14714299142360687,0.3187655806541443,0.1706741899251938,0.28213179111480713,0.3118351995944977,0.18280106782913208,0.3938477039337158,0.2476409673690796,0.17266890406608582
methodist,0.17637217044830322,0.6119816899299622,0.14683330059051514,0.16788704693317413,0.20030651986598969,0.21922016143798828,0.2012028992176056,0.28458893299102783,0.16801656782627106,0.2376793771982193,0.2518516480922699,0.17776013910770416,0.24702993035316467,0.26758986711502075,0.1436992734670639
church,0.1944202184677124,0.9999999403953552,0.203276589512825,0.133106991648674,0.1633070856332779,0.23846197128295898,0.2193026840686798,0.3079429268836975,0.048038020730018616,0.1976170688867569,0.1963353157043457,0.20239003002643585,0.2493300437927246,0.1650521457195282,0.18081501126289368
",",0.3087472915649414,0.2707274258136749,0.4691906273365021,0.2678719460964203,0.38314947485923767,0.4933079481124878,0.2347419112920761,0.4946078956127167,0.11708971112966537,0.6633074283599854,0.36073189973831177,0.22823314368724823,0.5201468467712402,0.2438405156135559,0.31091248989105225
located,0.2034616470336914,0.133106991648674,0.35717159509658813,1.0,0.3688831031322479,0.407527357339859,0.33761900663375854,0.32520920038223267,0.1027299016714096,0.24183952808380127,0.15510645508766174,0.22704161703586578,0.35149815678596497,0.1767255812883377,0.08983194828033447
at,0.2838611304759979,0.1633070856332779,0.25906258821487427,0.3688831031322479,1.0,0.457212895154953,0.2806766629219055,0.42558613419532776,0.04899425432085991,0.3571503460407257,0.1898733228445053,0.11366891115903854,0.4374977946281433,0.1816169172525406,0.21978627145290375
the,0.42745697498321533,0.23846197128295898,0.5823672413825989,0.407527357339859,0.457212895154953,1.0,0.29742059111595154,0.733189046382904,0.18942053616046906,0.5171257257461548,0.3845241069793701,0.2026284784078598,0.6662389636039734,0.22828452289104462,0.22068053483963013
corner,0.1708107590675354,0.2193026840686798,0.2463834583759308,0.33761900663375854,0.2806766629219055,0.29742059111595154,1.0,0.2128889411687851,0.07990390807390213,0.2394879013299942,0.22182755172252655,0.32512855529785156,0.25297805666923523,0.1973990797996521,0.10029187798500061
of,0.33290785551071167,0.3079429268836975,0.4854315221309662,0.32520920038223267,0.42558613419532776,0.733189046382904,0.2128889411687851,1.0,0.1116921603679657,0.5116966962814331,0.343457967042923,0.18885038793087006,0.5696388483047485,0.13581474125385284,0.1826142966747284
4th,0.028716864064335823,0.048038020730018616,0.2182917594909668,0.1027299016714096,0.04899425432085991,0.18942053616046906,0.07990390807390213,0.1116921603679657,1.0000001192092896,0.16925321519374847,0.09771040081977844,0.07497379928827286,0.12181311845779419,0.11224585026502609,-0.03815381973981857
and,0.31309178471565247,0.1976170688867569,0.3859752118587494,0.24183952808380127,0.3571503460407257,0.5171257257461548,0.2394879013299942,0.5116966962814331,0.16925321519374847,1.0,0.31402453780174255,0.3053084909915924,0.4954058527946472,0.23256218433380127,0.20544172823429108
new,0.2130378633737564,0.1963353157043457,0.2208656519651413,0.15510645508766174,0.1898733228445053,0.3845241069793701,0.22182755172252655,0.343457967042923,0.09771040081977844,0.31402453780174255,0.9999999403953552,0.16697803139686584,0.3758552670478821,0.35185369849205017,0.14782847464084625
streets,0.11891741305589676,0.20239003002643585,0.12125551700592041,0.22704161703586578,0.11366891115903854,0.2026284784078598,0.32512855529785156,0.18885038793087006,0.07497379928827286,0.3053084909915924,0.16697803139686584,1.0000001192092896,0.24497881531715393,0.21190842986106873,0.0894271582365036
",",0.3087472915649414,0.2707274258136749,0.4691906273365021,0.2678719460964203,0.38314947485923767,0.4933079481124878,0.2347419112920761,0.4946078956127167,0.11708971112966537,0.6633074283599854,0.36073189973831177,0.22823314368724823,0.5201468467712402,0.2438405156135559,0.31091248989105225
in,0.30808621644973755,0.2493300437927246,0.5394441485404968,0.35149815678596497,0.4374977946281433,0.6662389636039734,0.25297805666923523,0.5696388483047485,0.12181311845779419,0.4954058527946472,0.3758552670478821,0.24497881531715393,1.0,0.2310326248407364,0.20430970191955566
the,0.42745697498321533,0.23846197128295898,0.5823672413825989,0.407527357339859,0.457212895154953,1.0,0.29742059111595154,0.733189046382904,0.18942053616046906,0.5171257257461548,0.3845241069793701,0.2026284784078598,0.6662389636039734,0.22828452289104462,0.22068053483963013
old,0.22117848694324493,0.2742488384246826,0.24332627654075623,0.1517145335674286,0.17987459897994995,0.31849798560142517,0.1725093126296997,0.30522194504737854,0.03767544776201248,0.29022282361984253,0.3384166657924652,0.2146960347890854,0.2865324318408966,0.16401788592338562,0.20577076077461243
city,0.17493832111358643,0.27134183049201965,0.3186660706996918,0.3682219088077545,0.2310783565044403,0.35769423842430115,0.2586318552494049,0.32503411173820496,0.10466808080673218,0.2827445864677429,0.3555362820625305,0.37250638008117676,0.3911624252796173,0.2863367199897766,0.13423943519592285
neighborhood,0.12062139064073563,0.24103155732154846,0.20414865016937256,0.2861720621585846,0.14259687066078186,0.20152483880519867,0.2183627188205719,0.15683332085609436,0.041838958859443665,0.21993553638458252,0.2831582725048065,0.4190124273300171,0.20924240350723267,0.2212248295545578,0.048473283648490906
of,0.33290785551071167,0.3079429268836975,0.4854315221309662,0.32520920038223267,0.42558613419532776,0.733189046382904,0.2128889411687851,1.0,0.1116921603679657,0.5116966962814331,0.343457967042923,0.18885038793087006,0.5696388483047485,0.13581474125385284,0.1826142966747284
philadelphia,0.15730510652065277,0.1650521457195282,0.14009042084217072,0.1767255812883377,0.1816169172525406,0.22828452289104462,0.1973990797996521,0.13581474125385284,0.11224585026502609,0.23256218433380127,0.35185369849205017,0.21190842986106873,0.2310326248407364,1.0000001192092896,0.1888369768857956
",",0.3087472915649414,0.2707274258136749,0.4691906273365021,0.2678719460964203,0.38314947485923767,0.4933079481124878,0.2347419112920761,0.4946078956127167,0.11708971112966537,0.6633074283599854,0.36073189973831177,0.22823314368724823,0.5201468467712402,0.2438405156135559,0.31091248989105225
is,0.28837618231773376,0.203276589512825,1.0,0.35717159509658813,0.25906258821487427,0.5823672413825989,0.2463834583759308,0.4854315221309662,0.2182917594909668,0.3859752118587494,0.2208656519651413,0.12125551700592041,0.5394441485404968,0.14009042084217072,0.22961433231830597
the,0.42745697498321533,0.23846197128295898,0.5823672413825989,0.407527357339859,0.457212895154953,1.0,0.29742059111595154,0.733189046382904,0.18942053616046906,0.5171257257461548,0.3845241069793701,0.2026284784078598,0.6662389636039734,0.22828452289104462,0.22068053483963013
oldest,0.12504005432128906,0.21877340972423553,0.3135911226272583,0.2434401512145996,0.19083666801452637,0.30836519598960876,0.10082864761352539,0.33351290225982666,0.11131149530410767,0.19885091483592987,0.1739969700574875,0.10445289313793182,0.33251360058784485,0.1487709879875183,0.14864160120487213
methodist,0.17637217044830322,0.6119816899299622,0.14683330059051514,0.16788704693317413,0.20030651986598969,0.21922016143798828,0.2012028992176056,0.28458893299102783,0.16801656782627106,0.2376793771982193,0.2518516480922699,0.17776013910770416,0.24702993035316467,0.26758986711502075,0.1436992734670639
