,what,do,students,learn,about,in,confirmation,and,membership,preparation,classes,?
in,0.30808621644973755,0.23402775824069977,0.2676171064376831,0.18581099808216095,0.39797019958496094,1.0,0.23025545477867126,0.4954058527946472,0.21524956822395325,0.2713048458099365,0.20728561282157898,0.20430970191955566
confirmation,0.3684285879135132,0.2970002293586731,0.21848097443580627,0.16561850905418396,0.2451794445514679,0.23025545477867126,1.0,0.21439118683338165,0.3617737889289856,0.25030261278152466,0.1277698427438736,0.38350698351860046
and,0.31309178471565247,0.276123583316803,0.28111961483955383,0.266887903213501,0.3875081241130829,0.4954058527946472,0.21439118683338165,1.0,0.25889134407043457,0.2538684606552124,0.2892279624938965,0.20544172823429108
membership,0.2070973664522171,0.14780209958553314,0.3699977397918701,0.14345963299274445,0.16004373133182526,0.21524956822395325,0.3617737889289856,0.25889134407043457,1.0,0.18119245767593384,0.297476202249527,0.15225854516029358
preparation,0.26310619711875916,0.22272975742816925,0.24867358803749084,0.21104417741298676,0.20455893874168396,0.2713048458099365,0.25030261278152466,0.2538684606552124,0.18119245767593384,1.0,0.22503620386123657,0.12383629381656647
classes,0.20746955275535583,0.2632409930229187,0.4321373403072357,0.2828957736492157,0.17572610080242157,0.20728561282157898,0.1277698427438736,0.2892279624938965,0.297476202249527,0.22503620386123657,1.0000001192092896,0.14397528767585754
",",0.3087472915649414,0.3283645510673523,0.26501646637916565,0.21191197633743286,0.3877100944519043,0.5201468467712402,0.2717241048812866,0.6633074283599854,0.2181890308856964,0.23246389627456665,0.26848307251930237,0.31091248989105225
students,0.2380729615688324,0.23736460506916046,1.0,0.44932475686073303,0.2952730655670166,0.2676171064376831,0.21848097443580627,0.28111961483955383,0.3699977397918701,0.24867358803749084,0.4321373403072357,0.18017297983169556
learn,0.3623736798763275,0.360649049282074,0.44932475686073303,1.0000001192092896,0.3319457173347473,0.18581099808216095,0.16561850905418396,0.266887903213501,0.14345963299274445,0.21104417741298676,0.2828957736492157,0.3118754029273987
about,0.47976887226104736,0.3183841109275818,0.2952730655670166,0.3319457173347473,1.0,0.39797019958496094,0.2451794445514679,0.3875081241130829,0.16004373133182526,0.20455893874168396,0.17572610080242157,0.302409827709198
church,0.1944202184677124,0.13028843700885773,0.23784731328487396,0.1476324498653412,0.21815736591815948,0.2493300437927246,0.2546837329864502,0.1976170688867569,0.25890153646469116,0.23337262868881226,0.18571561574935913,0.18081501126289368
and,0.31309178471565247,0.276123583316803,0.28111961483955383,0.266887903213501,0.3875081241130829,0.4954058527946472,0.21439118683338165,1.0,0.25889134407043457,0.2538684606552124,0.2892279624938965,0.20544172823429108
the,0.42745697498321533,0.30239659547805786,0.25268980860710144,0.2269158810377121,0.37995871901512146,0.6662389636039734,0.3052189350128174,0.5171257257461548,0.2937599718570709,0.3215954303741455,0.21469499170780182,0.22068053483963013
methodist-christian,0.2079382836818695,0.19252915680408478,0.32122206687927246,0.17036083340644836,0.2118881195783615,0.23297621309757233,0.27971506118774414,0.24856401979923248,0.3167126178741455,0.23213210701942444,0.21406197547912598,0.18710531294345856
theological,0.3036796450614929,0.15521569550037384,0.3111730217933655,0.1923224925994873,0.22997520864009857,0.2581212520599365,0.2705620527267456,0.24736182391643524,0.2510215938091278,0.29791340231895447,0.2197384387254715,0.13711953163146973
tradition,0.24046438932418823,0.17767345905303955,0.23705486953258514,0.23400191962718964,0.2013360559940338,0.24601249396800995,0.21146546304225922,0.2593945562839508,0.28144901990890503,0.2681463658809662,0.19608162343502045,0.15717756748199463
in,0.30808621644973755,0.23402775824069977,0.2676171064376831,0.18581099808216095,0.39797019958496094,1.0,0.23025545477867126,0.4954058527946472,0.21524956822395325,0.2713048458099365,0.20728561282157898,0.20430970191955566
order,0.16634008288383484,0.20566318929195404,0.1669643670320511,0.1698320508003235,0.18215838074684143,0.24184700846672058,0.2842678725719452,0.2671266496181488,0.31354403495788574,0.1664435863494873,0.2970675230026245,0.13725648820400238
to,0.455847829580307,0.38876664638519287,0.2905822694301605,0.3487244248390198,0.391953706741333,0.45010748505592346,0.3208828270435333,0.48971283435821533,0.2628730833530426,0.3090265393257141,0.2503586411476135,0.29463258385658264
profess,0.22670799493789673,0.28797656297683716,0.34331899881362915,0.2614293694496155,0.21237307786941528,0.15227816998958588,0.15802615880966187,0.23798459768295288,0.24041472375392914,0.25923478603363037,0.2831343710422516,0.1686413735151291
their,0.35142919421195984,0.35424983501434326,0.26472482085227966,0.29630035161972046,0.25792208313941956,0.34976133704185486,0.20359234511852264,0.45114588737487793,0.26324644684791565,0.3119216561317444,0.28733736276626587,0.1898253709077835
ultimate,0.24798814952373505,0.1830611228942871,0.11876747757196426,0.22444429993629456,0.10723564028739929,0.17520791292190552,0.18153394758701324,0.15833131968975067,0.22471190989017487,0.23805607855319977,0.1569351702928543,0.2316586822271347
faith,0.3120079040527344,0.2685910761356354,0.2275819629430771,0.22964370250701904,0.2067527323961258,0.16146141290664673,0.3547181487083435,0.2653059959411621,0.27612465620040894,0.20311421155929565,0.15871334075927734,0.2833177447319031
in,0.30808621644973755,0.23402775824069977,0.2676171064376831,0.18581099808216095,0.39797019958496094,1.0,0.23025545477867126,0.4954058527946472,0.21524956822395325,0.2713048458099365,0.20728561282157898,0.20430970191955566
christ,0.2615339457988739,0.2089453637599945,0.24215632677078247,0.1377330720424652,0.2188844084739685,0.16419753432273865,0.2897838354110718,0.15450161695480347,0.25261348485946655,0.27784469723701477,0.09013589471578598,0.13772203028202057
.,0.3567904531955719,0.3613996207714081,0.2607303857803345,0.2426602691411972,0.42038556933403015,0.5591574311256409,0.3215930163860321,0.588965117931366,0.19005811214447021,0.26678740978240967,0.24851149320602417,0.4130953550338745
