,what,is,the,lowest,recorded,temperature,in,victoria,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3453028202056885,0.2759207487106323,0.27585095167160034,0.6662389636039734,0.2204313427209854,0.22068053483963013
state,0.24273863434791565,0.2627358138561249,0.3097178041934967,0.22519659996032715,0.12384301424026489,0.19841569662094116,0.33316072821617126,0.23197819292545319,0.1160883978009224
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.09270526468753815,-0.01750672608613968,0.029818275943398476,-0.037580832839012146,0.06206126511096954,-0.023395681753754616
lowest,0.21666452288627625,0.2606837749481201,0.3453028202056885,1.0,0.3506565988063812,0.41030609607696533,0.2796158194541931,0.11094604432582855,0.11098209768533707
minimum,0.2632068395614624,0.21026945114135742,0.21698720753192902,0.2512015700340271,0.10962042957544327,0.29943162202835083,0.16051530838012695,0.14855343103408813,0.19625477492809296
temperature,0.26338207721710205,0.2979726195335388,0.27585095167160034,0.41030609607696533,0.2721431851387024,1.0000001192092896,0.269207626581192,0.18480604887008667,0.2011885941028595
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2680990993976593,0.21896186470985413,0.21649840474128723,0.5696388483047485,0.2505437433719635,0.1826142966747284
−11.7,0.055964089930057526,-0.03174406290054321,0.02322627790272236,-0.01986464485526085,0.15526635944843292,0.07248405367136002,0.061016228049993515,-0.019764196127653122,0.03131408989429474
°c,0.2101275473833084,0.22964106500148773,0.1833128035068512,0.4137187898159027,0.2672940194606781,0.7912421226501465,0.19822709262371063,0.1630314439535141,0.2095707356929779
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.1752324402332306,0.19191798567771912,0.20595431327819824,0.3087427020072937,0.14948904514312744,0.40561532974243164
10.9,-0.028957441449165344,0.08490104228258133,0.2842223644256592,0.21825240552425385,0.10650153458118439,-0.07748263329267502,0.2489483654499054,0.1937621533870697,-0.05737094581127167
°f,0.20015408098697662,0.23312681913375854,0.22598426043987274,0.4299883246421814,0.29484066367149353,0.7363657355308533,0.23065856099128723,0.1577220857143402,0.19986218214035034
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2017652690410614,0.18814605474472046,0.2232651710510254,0.3326910734176636,0.17964273691177368,0.42300865054130554
was,0.22111038863658905,0.5810302495956421,0.48711544275283813,0.1534905582666397,0.328198105096817,0.18288718163967133,0.45514053106307983,0.2550773620605469,0.18412111699581146
recorded,0.17687608301639557,0.19766312837600708,0.2759207487106323,0.3506565988063812,0.9999998807907104,0.2721431851387024,0.27585887908935547,0.21729527413845062,0.19213420152664185
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.23097172379493713,0.21097880601882935,0.20168545842170715,0.4374977946281433,0.19641181826591492,0.21978627145290375
omeo,0.1392482966184616,0.20525012910366058,0.1833747774362564,-0.0295085646212101,0.12083681672811508,0.06770577281713486,0.18181224167346954,0.13503986597061157,0.1944098025560379
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.15733173489570618,0.26053643226623535,0.2164885550737381,0.46853652596473694,0.17229951918125153,0.2714994251728058
13,-0.0796622633934021,-0.007720510475337505,-0.007407139986753464,0.00564934778958559,0.018950626254081726,0.02145356871187687,0.02730540931224823,-0.0265023373067379,-0.11384815722703934
june,0.2171148657798767,0.2469720095396042,0.24568822979927063,0.05490493029356003,0.18244466185569763,0.09657584130764008,0.29047903418540955,0.18241272866725922,0.31416764855384827
1965,0.15314841270446777,0.0023629211355000734,0.09033208340406418,0.07884222269058228,0.05501542612910271,0.05821295455098152,0.006827604491263628,-0.015586735680699348,0.26302391290664673
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2272098958492279,0.2596049904823303,0.2439086139202118,0.5201468467712402,0.2279360294342041,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21811194717884064,0.18660911917686462,0.2216416299343109,0.4954058527946472,0.24507255852222443,0.20544172823429108
again,0.3921525180339813,0.2348884791135788,0.4104243218898773,0.17037591338157654,0.21845805644989014,0.15213194489479065,0.3318929970264435,0.15699072182178497,0.2679590880870819
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.23097172379493713,0.21097880601882935,0.20168545842170715,0.4374977946281433,0.19641181826591492,0.21978627145290375
falls,0.1882239729166031,0.24868997931480408,0.2708098292350769,0.1611473560333252,0.11207450181245804,0.23504748940467834,0.24281851947307587,0.17932116985321045,0.15918700397014618
creek,0.14430326223373413,0.12864482402801514,0.18927018344402313,0.10986477136611938,0.158296138048172,0.13930489122867584,0.167442187666893,0.2463981807231903,0.10912753641605377
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.15733173489570618,0.26053643226623535,0.2164885550737381,0.46853652596473694,0.17229951918125153,0.2714994251728058
3,0.04473085701465607,0.1504552811384201,0.06283142417669296,0.05475233122706413,-0.03575802594423294,0.05825547128915787,0.06326868385076523,-0.017191050574183464,0.005975271109491587
july,0.22688010334968567,0.22825419902801514,0.2371699959039688,0.05709119886159897,0.21783186495304108,0.15729358792304993,0.26500701904296875,0.1575554460287094,0.2897891402244568
1970,-0.04533620923757553,-0.024357598274946213,0.013761552982032299,0.010313489474356174,0.04601512849330902,0.07069633156061172,0.052265819162130356,0.06109579652547836,-0.007446378003805876
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.22654418647289276,0.21476124227046967,0.2795942425727844,0.5591574311256409,0.23069117963314056,0.4130953550338745
