,what,year,did,newton,hold,the,number,one,draft,pick,position,?
manning,0.20007498562335968,0.2521476149559021,0.22743284702301025,0.31537702679634094,0.19701559841632843,0.27058160305023193,0.15534205734729767,0.1945406049489975,0.29614222049713135,0.30303123593330383,0.24879895150661469,0.15856626629829407
was,0.22111038863658905,0.3209837079048157,0.41399896144866943,0.25264593958854675,0.19631803035736084,0.48711544275283813,0.1855042725801468,0.3752199709415436,0.22196774184703827,0.10723824054002762,0.23203803598880768,0.18412111699581146
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1876603662967682,0.3067915439605713,1.0,0.35145696997642517,0.5514441132545471,0.2136591076850891,0.23948721587657928,0.3183514177799225,0.22068053483963013
#,0.20567382872104645,0.12598060071468353,0.16779352724552155,0.16112487018108368,0.10886790603399277,0.24127686023712158,0.2110917717218399,0.20914268493652344,0.1326262205839157,0.1606774777173996,0.21612359583377838,0.23921507596969604
1,-0.21266892552375793,-0.17201529443264008,-0.2815930247306824,-0.21369890868663788,-0.16775797307491302,-0.1554475575685501,-0.20963284373283386,-0.22723202407360077,-0.2553935647010803,-0.26520079374313354,-0.14825575053691864,-0.249979168176651
selection,0.23410139977931976,0.21065504848957062,0.1794276386499405,0.16482582688331604,0.1696663796901703,0.26173123717308044,0.272491455078125,0.28614699840545654,0.28765392303466797,0.30304810404777527,0.2525322139263153,0.24161170423030853
of,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.18479612469673157,0.2465030699968338,0.733189046382904,0.2778518795967102,0.4999135136604309,0.1597527265548706,0.18354400992393494,0.23636478185653687,0.1826142966747284
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1876603662967682,0.3067915439605713,1.0,0.35145696997642517,0.5514441132545471,0.2136591076850891,0.23948721587657928,0.3183514177799225,0.22068053483963013
1998,0.10774625837802887,-0.045153211802244186,0.1446981579065323,-0.05959796905517578,0.0536319762468338,-0.047468025237321854,-0.09305073320865631,-0.10044535249471664,0.03720373287796974,-0.04250657558441162,0.0755026564002037,0.11714459210634232
nfl,0.12579965591430664,0.2432725727558136,0.16524574160575867,0.2505591809749603,0.15646208822727203,0.15305201709270477,0.16465535759925842,0.19273783266544342,0.4675278961658478,0.3688662052154541,0.13513240218162537,0.10610254108905792
draft,0.20352119207382202,0.26869872212409973,0.22930853068828583,0.19785626232624054,0.14556804299354553,0.2136591076850891,0.17173275351524353,0.12244105339050293,0.9999999403953552,0.6203356981277466,0.15166229009628296,0.1941390335559845
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2648763358592987,0.2803111970424652,0.4933079481124878,0.2535701394081116,0.3696635365486145,0.2209516018629074,0.22632014751434326,0.1771278828382492,0.31091248989105225
while,0.35511791706085205,0.21592243015766144,0.3330625295639038,0.1801067441701889,0.3087144196033478,0.39804592728614807,0.23913393914699554,0.3461143672466278,0.19970649480819702,0.2363775372505188,0.25766754150390625,0.21076419949531555
newton,0.20841743052005768,0.1780349612236023,0.23863376677036285,1.0000001192092896,0.04524547979235649,0.1876603662967682,0.1838543862104416,0.20534484088420868,0.19785626232624054,0.08410073071718216,0.12257702648639679,0.09645649790763855
was,0.22111038863658905,0.3209837079048157,0.41399896144866943,0.25264593958854675,0.19631803035736084,0.48711544275283813,0.1855042725801468,0.3752199709415436,0.22196774184703827,0.10723824054002762,0.23203803598880768,0.18412111699581146
picked,0.22830641269683838,0.19117599725723267,0.21608832478523254,0.11323507875204086,0.2434399425983429,0.32128480076789856,0.21771319210529327,0.2670748233795166,0.43280717730522156,0.6348441243171692,0.20912183821201324,0.11181110143661499
first,0.28086137771606445,0.3099139928817749,0.33691170811653137,0.2017267495393753,0.25145259499549866,0.49448907375335693,0.28294017910957336,0.4552372097969055,0.23240342736244202,0.18808603286743164,0.2173307240009308,0.18701928853988647
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.23639483749866486,0.2667064666748047,0.6662389636039734,0.3024539053440094,0.4129433035850525,0.19735127687454224,0.17113345861434937,0.20453733205795288,0.20430970191955566
2011,0.04286744073033333,-0.00862041488289833,-0.03760814294219017,-0.01159194577485323,0.11852985620498657,0.07811610400676727,0.13312749564647675,0.10516269505023956,-0.0938880667090416,-0.0029847442638128996,0.07637413591146469,0.005212190095335245
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.20699870586395264,0.30296799540519714,0.5934505462646484,0.3256329298019409,0.4123194217681885,0.22211715579032898,0.23959746956825256,0.24342353641986847,0.4130953550338745
