,what,is,another,piece,created,by,olivier,messiaen,?
in,0.30808621644973755,0.5394441485404968,0.3397690951824188,0.20736105740070343,0.2843434810638428,0.370934396982193,0.21418282389640808,0.3024659752845764,0.20430970191955566
works,0.2418437898159027,0.30236580967903137,0.2283453494310379,0.28614625334739685,0.1979452669620514,0.2887086570262909,0.12888868153095245,0.31873342394828796,0.19597402215003967
such,0.23989605903625488,0.23545363545417786,0.268036812543869,0.22690735757350922,0.18438997864723206,0.2736194431781769,0.18526484072208405,0.16883578896522522,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.3282026946544647,0.2111719697713852,0.25030744075775146,0.3815547823905945,0.2182234525680542,0.22593793272972107,0.27043893933296204
la,0.15497572720050812,0.19883033633232117,0.1046433076262474,0.17756794393062592,0.14984944462776184,0.19642731547355652,0.24373503029346466,0.24965417385101318,0.16701938211917877
nativité,0.15565237402915955,0.1439245194196701,0.163291797041893,0.194697305560112,0.2610722482204437,0.19913813471794128,0.3742382228374481,0.44937413930892944,0.1894640475511551
du,0.10019232332706451,0.14207105338573456,0.15369032323360443,0.17190684378147125,0.1749858558177948,0.16578812897205353,0.27904796600341797,0.3186255395412445,0.155681312084198
seigneur,0.1456620842218399,0.15419569611549377,0.08093499392271042,0.22515514492988586,0.23326048254966736,0.15728898346424103,0.3830178678035736,0.4176376760005951,0.24135538935661316
(,0.2411840260028839,0.35393038392066956,0.2500171959400177,0.11116664856672287,0.2334475964307785,0.20696312189102173,0.1500157117843628,0.14368288218975067,0.40561532974243164
1935,0.03426429256796837,-0.04368549585342407,-0.08644812554121017,-0.0760963186621666,-0.009559206664562225,-0.11015280336141586,-0.07134752720594406,-0.12679636478424072,0.11409125477075577
),0.26259949803352356,0.37732169032096863,0.2743632197380066,0.1473606824874878,0.2251489907503128,0.2151763141155243,0.1735188513994217,0.17015878856182098,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.24477295577526093,0.2873832881450653,0.4289871156215668,0.2178197056055069,0.25726574659347534,0.20544172823429108
quatre,0.10611441731452942,0.2352459579706192,0.1350516676902771,0.20390798151493073,0.11954979598522186,0.10610628128051758,0.369067519903183,0.3724532127380371,0.1159716546535492
études,0.12150470167398453,0.15714697539806366,0.11631720513105392,0.2636534869670868,0.15517830848693848,0.16686217486858368,0.3400298058986664,0.44524818658828735,0.10730048269033432
de,0.10476839542388916,0.20309367775917053,0.17097777128219604,0.12807504832744598,0.19555844366550446,0.1910746693611145,0.28531286120414734,0.2568337917327881,0.11064168810844421
rythme,0.31658515334129333,0.2604430913925171,0.26977139711380005,0.25792384147644043,0.1827923059463501,0.28667086362838745,0.34460902214050293,0.41881534457206726,0.30556637048721313
(,0.2411840260028839,0.35393038392066956,0.2500171959400177,0.11116664856672287,0.2334475964307785,0.20696312189102173,0.1500157117843628,0.14368288218975067,0.40561532974243164
1949–50,0.028272166848182678,0.09668959677219391,-0.024986417964100838,-0.0548032782971859,0.009211217984557152,0.02221297100186348,-0.05552114173769951,-0.07661555707454681,0.004923165775835514
),0.26259949803352356,0.37732169032096863,0.2743632197380066,0.1473606824874878,0.2251489907503128,0.2151763141155243,0.1735188513994217,0.17015878856182098,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.2074742168188095,0.2755771577358246,0.3680937886238098,0.2269962579011917,0.2551190257072449,0.31091248989105225
he,0.3114890456199646,0.36230841279029846,0.34215036034584045,0.23806187510490417,0.2051880955696106,0.2485479861497879,0.31410354375839233,0.37944304943084717,0.2089974731206894
simultaneously,0.2967745363712311,0.195766419172287,0.30774161219596863,0.23038308322429657,0.13048091530799866,0.245899498462677,0.14850643277168274,0.2041172832250595,0.13993576169013977
employs,0.12176327407360077,0.2286774218082428,0.16510549187660217,0.14043408632278442,0.2438424676656723,0.23550663888454437,0.06225822493433952,0.16311171650886536,0.15923810005187988
motifs,0.22384928166866302,0.1625635027885437,0.20583443343639374,0.28662967681884766,0.17309507727622986,0.18797491490840912,0.1894436478614807,0.3626454770565033,0.17096665501594543
with,0.2464839518070221,0.3250955045223236,0.359900563955307,0.2527562975883484,0.2505694031715393,0.39731505513191223,0.16642405092716217,0.2762891352176666,0.2433311939239502
lengths,0.24478979408740997,0.18889261782169342,0.20738159120082855,0.23426848649978638,0.0621107742190361,0.14700564742088318,0.08247227966785431,0.2043038308620453,0.17818838357925415
given,0.21883496642112732,0.249215230345726,0.2758308947086334,0.21235498785972595,0.2853628098964691,0.25286126136779785,0.1752113401889801,0.21948735415935516,0.2570464313030243
by,0.2455483376979828,0.3899846076965332,0.36873918771743774,0.2057439088821411,0.3492257595062256,1.0000001192092896,0.20134487748146057,0.2627432644367218,0.17966607213020325
different,0.39262300729751587,0.24624870717525482,0.3482648432254791,0.2309568077325821,0.20649270713329315,0.2739490568637848,0.13361848890781403,0.2557242214679718,0.24476227164268494
prime,0.15586113929748535,0.16680827736854553,0.1532704085111618,0.11415216326713562,0.13696223497390747,0.1702890843153,0.23847295343875885,0.14981578290462494,0.11276303976774216
numbers,0.24586999416351318,0.19465886056423187,0.25528380274772644,0.18155460059642792,0.1690947413444519,0.21251529455184937,0.14969980716705322,0.2307663857936859,0.19297972321510315
to,0.455847829580307,0.42745086550712585,0.48769932985305786,0.24056245386600494,0.2592601478099823,0.33534231781959534,0.22243811190128326,0.23385608196258545,0.29463258385658264
create,0.2962724268436432,0.2645336091518402,0.2991199493408203,0.20616813004016876,0.6079657673835754,0.23152023553848267,0.10672638565301895,0.15629293024539948,0.300167441368103
unpredictable,0.25268012285232544,0.1584404557943344,0.2060062736272812,0.19911867380142212,0.1140873059630394,0.19615155458450317,0.16838274896144867,0.19594714045524597,0.17153888940811157
rhythms,0.2231750786304474,0.17337186634540558,0.1965925544500351,0.25942057371139526,0.1237146258354187,0.21361632645130157,0.19748076796531677,0.3102279007434845,0.12498904764652252
:,-0.12022944539785385,-0.07222653180360794,-0.09593061357736588,-0.044288236647844315,-0.073984295129776,-0.11676844954490662,0.15047523379325867,0.041671011596918106,-0.07156077772378922
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2841556668281555,0.3539263904094696,0.4408751428127289,0.21927626430988312,0.25803306698799133,0.22068053483963013
primes,0.2505246102809906,0.2382466346025467,0.2227129191160202,0.1925351768732071,0.12640194594860077,0.16924074292182922,0.2789665758609772,0.2685980200767517,0.18851876258850098
41,-0.08256904035806656,0.17075985670089722,-0.017931697890162468,-0.019444966688752174,0.1084938570857048,0.03929200768470764,-0.1142069548368454,-0.14312365651130676,-0.08073537796735764
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.2074742168188095,0.2755771577358246,0.3680937886238098,0.2269962579011917,0.2551190257072449,0.31091248989105225
43,0.038966357707977295,-0.026897309347987175,-0.010060732252895832,-0.06230397894978523,0.01232385914772749,-0.055367808789014816,-0.05366094782948494,-0.0636381283402443,0.06043510511517525
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.2074742168188095,0.2755771577358246,0.3680937886238098,0.2269962579011917,0.2551190257072449,0.31091248989105225
47,-0.09126321971416473,-0.007787859998643398,-0.11005787551403046,-0.11342531442642212,-0.06617674231529236,-0.05122482031583786,-0.09451193362474442,-0.021909015253186226,-0.07188211381435394
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.24477295577526093,0.2873832881450653,0.4289871156215668,0.2178197056055069,0.25726574659347534,0.20544172823429108
53,0.17928816378116608,0.2136807143688202,0.2026442140340805,0.15516911447048187,0.14252789318561554,0.2000136822462082,0.227585569024086,0.2237560898065567,0.24864983558654785
appear,0.2962318956851959,0.2552686333656311,0.24635642766952515,0.11842922866344452,0.20780636370182037,0.21565574407577515,0.1326349377632141,0.16211843490600586,0.22635367512702942
in,0.30808621644973755,0.5394441485404968,0.3397690951824188,0.20736105740070343,0.2843434810638428,0.370934396982193,0.21418282389640808,0.3024659752845764,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2841556668281555,0.3539263904094696,0.4408751428127289,0.21927626430988312,0.25803306698799133,0.22068053483963013
third,0.2033906877040863,0.31551501154899597,0.3690877854824066,0.19676260650157928,0.12921637296676636,0.28581833839416504,0.15651804208755493,0.1727914810180664,0.15394791960716248
étude,0.16320575773715973,0.1502896249294281,0.16261357069015503,0.3376412093639374,0.1760735958814621,0.1587686687707901,0.35450875759124756,0.46463242173194885,0.17765961587429047
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.2074742168188095,0.2755771577358246,0.3680937886238098,0.2269962579011917,0.2551190257072449,0.31091248989105225
``,0.008517155423760414,0.058766357600688934,0.06123349070549011,0.03684538975358009,3.665990152512677e-05,-0.030704375356435776,0.08033910393714905,0.21411317586898804,0.0685480609536171
neumes,0.24408064782619476,0.2459295392036438,0.2373928427696228,0.2606086730957031,0.2045343965291977,0.20581485331058502,0.22611300647258759,0.38252294063568115,0.14984261989593506
rythmiques,0.2425231784582138,0.17973339557647705,0.2237236499786377,0.27196016907691956,0.23140043020248413,0.23777221143245697,0.3873313069343567,0.47694265842437744,0.1992902159690857
'',0.08143015950918198,0.0793738141655922,0.0015353172784671187,-0.01733390800654888,-0.004385723266750574,-0.010275691747665405,0.0032187162432819605,0.02896379865705967,0.018684765323996544
.,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.24882741272449493,0.3230568766593933,0.3936232924461365,0.18982847034931183,0.2736639678478241,0.4130953550338745
