,what,is,the,power-to-weight,ratio,of,a,steam,plant,compared,to,that,of,an,internal,combustion,engine,?
the,0.42745697498321533,0.5823672413825989,1.0,0.2628343403339386,0.22872252762317657,0.733189046382904,0.5829201340675354,0.23105813562870026,0.28395459055900574,0.28685078024864197,0.535392165184021,0.5473989248275757,0.733189046382904,0.4207492768764496,0.24764955043792725,0.2447446882724762,0.21651263535022736,0.22068053483963013
weight,0.20223349332809448,0.21179518103599548,0.19469641149044037,0.7031431794166565,0.37196213006973267,0.1631830334663391,0.2418769896030426,0.16705891489982605,0.1775892823934555,0.3206368386745453,0.2257474809885025,0.2684006989002228,0.1631830334663391,0.18478786945343018,0.19063833355903625,0.2728610634803772,0.23946811258792877,0.18111222982406616
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.23814810812473297,0.23306086659431458,1.0,0.5052502155303955,0.20239725708961487,0.26645857095718384,0.3360389769077301,0.41548454761505127,0.41498205065727234,1.0,0.32280945777893066,0.273920476436615,0.25126782059669495,0.17095594108104706,0.1826142966747284
boilers,0.24493542313575745,0.134446382522583,0.2494322508573532,0.2606736123561859,0.14938805997371674,0.16756583750247955,0.17241916060447693,0.5207757353782654,0.19836975634098053,0.17310582101345062,0.25162914395332336,0.22913822531700134,0.16756583750247955,0.1051727756857872,0.30380111932754517,0.47423768043518066,0.36575812101364136,0.19904552400112152
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.26873061060905457,0.20358969271183014,0.5116966962814331,0.3739250600337982,0.24133789539337158,0.2409428209066391,0.38507750630378723,0.48971283435821533,0.4731321930885315,0.5116966962814331,0.2838519215583801,0.2423776090145111,0.21818570792675018,0.18437977135181427,0.20544172823429108
condensers,0.29579252004623413,0.27720725536346436,0.2800576388835907,0.27684375643730164,0.2807405889034271,0.27418017387390137,0.25438225269317627,0.4333205819129944,0.2931498885154724,0.23571421205997467,0.2556270360946655,0.29501569271087646,0.27418017387390137,0.17665058374404907,0.24978667497634888,0.5265900492668152,0.3385768532752991,0.21050694584846497
generally,0.40614598989486694,0.4094115197658539,0.41466525197029114,0.24423648416996002,0.23858985304832458,0.3127037584781647,0.37653425335884094,0.18497110903263092,0.22998929023742676,0.3714104890823364,0.3871513605117798,0.4812265634536743,0.3127037584781647,0.26753097772598267,0.27344661951065063,0.26955917477607727,0.12412851303815842,0.23411904275417328
makes,0.2867553234100342,0.4565773010253906,0.3029823303222656,0.25628024339675903,0.2020331174135208,0.2927091419696808,0.3509295880794525,0.19356921315193176,0.21639394760131836,0.2738594114780426,0.35811367630958557,0.3599291145801544,0.2927091419696808,0.158767431974411,0.2100333273410797,0.31608033180236816,0.21610023081302643,0.22145044803619385
the,0.42745697498321533,0.5823672413825989,1.0,0.2628343403339386,0.22872252762317657,0.733189046382904,0.5829201340675354,0.23105813562870026,0.28395459055900574,0.28685078024864197,0.535392165184021,0.5473989248275757,0.733189046382904,0.4207492768764496,0.24764955043792725,0.2447446882724762,0.21651263535022736,0.22068053483963013
power-to-weight,0.22740903496742249,0.21119260787963867,0.2628343403339386,1.0,0.28452757000923157,0.23814810812473297,0.2704986035823822,0.3060678243637085,0.2412528395652771,0.2899525463581085,0.2959633469581604,0.31170883774757385,0.23814810812473297,0.2124868780374527,0.2684236168861389,0.3997037410736084,0.4227709472179413,0.24962753057479858
ratio,0.19170942902565002,0.2504729628562927,0.22872252762317657,0.28452757000923157,1.0,0.23306086659431458,0.22021861374378204,0.16235077381134033,0.1508932262659073,0.32355302572250366,0.21343077719211578,0.22278380393981934,0.23306086659431458,0.1973382979631424,0.2221192568540573,0.27058616280555725,0.2541366219520569,0.13298895955085754
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.23814810812473297,0.23306086659431458,1.0,0.5052502155303955,0.20239725708961487,0.26645857095718384,0.3360389769077301,0.41548454761505127,0.41498205065727234,1.0,0.32280945777893066,0.273920476436615,0.25126782059669495,0.17095594108104706,0.1826142966747284
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2704986035823822,0.22021861374378204,0.5052502155303955,1.0,0.2141898274421692,0.2010895311832428,0.2797974646091461,0.45503583550453186,0.47537946701049805,0.5052502155303955,0.44552403688430786,0.25449109077453613,0.3238258957862854,0.24768835306167603,0.23916715383529663
steam,0.15672586858272552,0.13029660284519196,0.23105813562870026,0.3060678243637085,0.16235077381134033,0.20239725708961487,0.2141898274421692,1.0000001192092896,0.2850067913532257,0.18471308052539825,0.22894427180290222,0.24386391043663025,0.20239725708961487,0.13589277863502502,0.21935473382472992,0.5523067712783813,0.4921848475933075,0.113324373960495
plant,0.23371253907680511,0.2497083991765976,0.28395459055900574,0.2412528395652771,0.1508932262659073,0.26645857095718384,0.2010895311832428,0.2850067913532257,1.0,0.19070594012737274,0.20493197441101074,0.23316219449043274,0.26645857095718384,0.22981685400009155,0.17278669774532318,0.39818766713142395,0.2518090605735779,0.16613075137138367
lower,0.20079238712787628,0.20806168019771576,0.3463275134563446,0.17526288330554962,0.2657281756401062,0.31757521629333496,0.2221667766571045,0.17331621050834656,0.23862673342227936,0.24155783653259277,0.233318492770195,0.25661587715148926,0.31757521629333496,0.0962325856089592,0.17064447700977325,0.2450944036245346,0.16973665356636047,0.08471795171499252
than,0.29388150572776794,0.2839990258216858,0.3227543234825134,0.2753683626651764,0.2859029173851013,0.33036211133003235,0.3126874566078186,0.18941029906272888,0.19269990921020508,0.4645072817802429,0.3192550539970398,0.4891277849674225,0.33036211133003235,0.2493579238653183,0.18107853829860687,0.2349906861782074,0.18551859259605408,0.24917294085025787
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.2207738161087036,0.2172289341688156,0.4185989499092102,0.44038116931915283,0.19393667578697205,0.18604038655757904,0.2969150245189667,0.4451248347759247,0.4137635827064514,0.4185989499092102,0.3236706852912903,0.21200111508369446,0.23782002925872803,0.17779722809791565,0.264628142118454
internal,0.2065390944480896,0.14705020189285278,0.24764955043792725,0.2684236168861389,0.2221192568540573,0.273920476436615,0.25449109077453613,0.21935473382472992,0.17278669774532318,0.18956607580184937,0.22248466312885284,0.2654999792575836,0.273920476436615,0.16511593759059906,1.0,0.5056101679801941,0.3864317238330841,0.1665428727865219
combustion,0.2678600549697876,0.27011600136756897,0.2447446882724762,0.3997037410736084,0.27058616280555725,0.25126782059669495,0.3238258957862854,0.5523067712783813,0.39818766713142395,0.25529688596725464,0.21775685250759125,0.30958232283592224,0.25126782059669495,0.2821415066719055,0.5056101679801941,1.0,0.6045117974281311,0.2177530825138092
engines,0.1634974628686905,0.1648903638124466,0.2245008647441864,0.42896753549575806,0.259628027677536,0.17593856155872345,0.20574161410331726,0.4903687536716461,0.22820067405700684,0.2128877341747284,0.24536406993865967,0.26305148005485535,0.17593856155872345,0.1675238460302353,0.35454675555229187,0.5888161063194275,0.8767010569572449,0.18940703570842743
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2854255437850952,0.24431298673152924,0.5352458953857422,0.50484299659729,0.22855372726917267,0.25658002495765686,0.27071613073349,0.4645031690597534,0.4460422694683075,0.5352458953857422,0.3581749200820923,0.19502860307693481,0.2124136984348297,0.21814921498298645,0.4130953550338745
