,what,new,medical,drama,helped,abc,jump,to,second,place,in,the,ratings,during,the,2004-2005,season,?
however,0.4480680823326111,0.27734124660491943,0.2550002336502075,0.17245790362358093,0.3216054141521454,0.13561899960041046,0.21075265109539032,0.5474119186401367,0.27868780493736267,0.3032081425189972,0.3982149362564087,0.49814513325691223,0.3216472864151001,0.40108171105384827,0.49814513325691223,-0.11059698462486267,0.2702409029006958,0.2152075469493866
",",0.3087472915649414,0.36073189973831177,0.2597777843475342,0.240437850356102,0.2661169171333313,0.2097204476594925,0.2566121518611908,0.44245919585227966,0.29927265644073486,0.34068408608436584,0.5201468467712402,0.4933079481124878,0.21650241315364838,0.3225448727607727,0.4933079481124878,0.0033597431611269712,0.2232367992401123,0.31091248989105225
during,0.24137552082538605,0.19458933174610138,0.15743330121040344,0.2056724727153778,0.3647162616252899,0.18870772421360016,0.09561042487621307,0.2828781306743622,0.3398754596710205,0.3239164352416992,0.4627237319946289,0.4838213622570038,0.27374759316444397,1.0,0.4838213622570038,-0.010628500953316689,0.30325618386268616,0.1325719803571701
the,0.42745697498321533,0.3845241069793701,0.2398311346769333,0.2408958077430725,0.3108886480331421,0.2068762183189392,0.17026731371879578,0.535392165184021,0.4620301127433777,0.4179787337779999,0.6662389636039734,1.0,0.23356813192367554,0.4838213622570038,1.0,0.053416553884744644,0.2507155239582062,0.22068053483963013
2004–05,-0.11485127359628677,-0.10265720635652542,-0.0787716805934906,-0.05659344047307968,-0.09226004034280777,-0.0418844074010849,-0.03877652809023857,-0.20056024193763733,-0.0563284233212471,-0.12892422080039978,-0.17049875855445862,-0.2384750247001648,-0.0690380185842514,-0.13930536806583405,-0.2384750247001648,0.11971248686313629,0.06059618666768074,0.03607998043298721
season,0.12117787450551987,0.17859753966331482,0.08009660989046097,0.17508535087108612,0.09724201261997223,0.29887476563453674,0.12048302590847015,0.22382742166519165,0.2726087272167206,0.2505936920642853,0.2184021919965744,0.2507155239582062,0.37128010392189026,0.30325618386268616,0.2507155239582062,0.05289683863520622,1.0,0.16793298721313477
",",0.3087472915649414,0.36073189973831177,0.2597777843475342,0.240437850356102,0.2661169171333313,0.2097204476594925,0.2566121518611908,0.44245919585227966,0.29927265644073486,0.34068408608436584,0.5201468467712402,0.4933079481124878,0.21650241315364838,0.3225448727607727,0.4933079481124878,0.0033597431611269712,0.2232367992401123,0.31091248989105225
the,0.42745697498321533,0.3845241069793701,0.2398311346769333,0.2408958077430725,0.3108886480331421,0.2068762183189392,0.17026731371879578,0.535392165184021,0.4620301127433777,0.4179787337779999,0.6662389636039734,1.0,0.23356813192367554,0.4838213622570038,1.0,0.053416553884744644,0.2507155239582062,0.22068053483963013
network,0.16917307674884796,0.18174515664577484,0.13767032325267792,0.20221145451068878,0.12756408751010895,0.4295894205570221,0.13140761852264404,0.25940340757369995,0.12895596027374268,0.15428373217582703,0.19496823847293854,0.27187061309814453,0.3223499059677124,0.16544248163700104,0.27187061309814453,0.07981545478105545,0.27325206995010376,0.17853789031505585
experienced,0.37686559557914734,0.22689130902290344,0.2891009747982025,0.22788414359092712,0.323794960975647,0.03984697908163071,0.13734561204910278,0.28612127900123596,0.2185540795326233,0.20512324571609497,0.25524765253067017,0.26857760548591614,0.22567079961299896,0.35926225781440735,0.26857760548591614,-0.1469360738992691,0.14152298867702484,0.23420310020446777
unexpected,0.28685837984085083,0.26022854447364807,0.20182478427886963,0.1975998878479004,0.20306633412837982,0.12516795098781586,0.160627081990242,0.2675042450428009,0.21266542375087738,0.2185332328081131,0.2588448226451874,0.24451082944869995,0.18056908249855042,0.24818439781665802,0.24451082944869995,-0.07927275449037552,0.15094733238220215,0.1971689760684967
success,0.22873179614543915,0.20201511681079865,0.11237536370754242,0.20785991847515106,0.27408868074417114,0.22851410508155823,0.1650903970003128,0.20929217338562012,0.33520278334617615,0.1436227262020111,0.3020555078983307,0.2764457166194916,0.2697902023792267,0.2832576632499695,0.2764457166194916,-0.024579979479312897,0.1991439163684845,0.1216118186712265
with,0.2464839518070221,0.24325589835643768,0.20946542918682098,0.1572226583957672,0.24667875468730927,0.17432008683681488,0.17235073447227478,0.4239959120750427,0.272382527589798,0.18794342875480652,0.4080928862094879,0.4223487675189972,0.17475707828998566,0.28545209765434265,0.4223487675189972,-0.06913746893405914,0.26700887084007263,0.2433311939239502
new,0.2130378633737564,0.9999999403953552,0.15957841277122498,0.17221881449222565,0.27500712871551514,0.20663127303123474,0.13351626694202423,0.33159172534942627,0.2587158977985382,0.21395187079906464,0.3758552670478821,0.3845241069793701,0.15297499299049377,0.19458933174610138,0.3845241069793701,0.054736554622650146,0.17859753966331482,0.14782847464084625
series,0.17328087985515594,0.19748656451702118,0.13149501383304596,0.42834165692329407,0.17904339730739594,0.38518208265304565,0.21083058416843414,0.19879554212093353,0.24665457010269165,0.2569548487663269,0.2914260923862457,0.31376904249191284,0.34094566106796265,0.25247013568878174,0.31376904249191284,0.15033452212810516,0.37080681324005127,0.1709602326154709
such,0.23989605903625488,0.22539585828781128,0.1910954862833023,0.16041019558906555,0.19006764888763428,0.12735801935195923,0.19542020559310913,0.2871878743171692,0.058383647352457047,0.20005090534687042,0.2704046070575714,0.3575236201286316,0.16381122171878815,0.2389506697654724,0.3575236201286316,-0.1751694679260254,0.10644631087779999,0.17851735651493073
as,0.31749409437179565,0.24585270881652832,0.20822733640670776,0.21959319710731506,0.18649764358997345,0.2286096066236496,0.19565117359161377,0.42092081904411316,0.25569814443588257,0.24125029146671295,0.3887844979763031,0.48381632566452026,0.17184753715991974,0.29671990871429443,0.48381632566452026,-0.0544448047876358,0.22911055386066437,0.27043893933296204
desperate,0.2729930579662323,0.193751260638237,0.18698610365390778,0.36047783493995667,0.18888935446739197,0.26082947850227356,0.15706568956375122,0.3234780430793762,0.1340881884098053,0.22454167902469635,0.2134600132703781,0.24004723131656647,0.2608039975166321,0.23142582178115845,0.24004723131656647,-0.055167049169540405,0.26504093408584595,0.26134276390075684
housewives,0.21296532452106476,0.14343857765197754,0.22521960735321045,0.47727030515670776,0.18632157146930695,0.42410922050476074,0.16330479085445404,0.20586441457271576,0.16363869607448578,0.20968468487262726,0.1987709403038025,0.21006616950035095,0.3433285653591156,0.23777298629283905,0.21006616950035095,0.006438369397073984,0.39091429114341736,0.21520788967609406
",",0.3087472915649414,0.36073189973831177,0.2597777843475342,0.240437850356102,0.2661169171333313,0.2097204476594925,0.2566121518611908,0.44245919585227966,0.29927265644073486,0.34068408608436584,0.5201468467712402,0.4933079481124878,0.21650241315364838,0.3225448727607727,0.4933079481124878,0.0033597431611269712,0.2232367992401123,0.31091248989105225
lost,0.198215052485466,0.21479268372058868,0.055658865720033646,0.15408825874328613,0.2581229507923126,0.09725617617368698,0.12495393306016922,0.23270919919013977,0.2747306525707245,0.22543811798095703,0.3167656362056732,0.3376973867416382,0.18177436292171478,0.2985616624355316,0.3376973867416382,0.02020249143242836,0.15863358974456787,0.15261413156986237
and,0.31309178471565247,0.31402453780174255,0.26274144649505615,0.23960810899734497,0.318156898021698,0.16453155875205994,0.22982895374298096,0.48971283435821533,0.2743909955024719,0.2813849449157715,0.4954058527946472,0.5171257257461548,0.24109064042568207,0.36462149024009705,0.5171257257461548,-0.019180184230208397,0.2369309365749359,0.20544172823429108
grey,0.13404807448387146,0.10135369747877121,0.07002871483564377,0.19796687364578247,0.15475568175315857,0.2159023880958557,0.2048395574092865,0.17979471385478973,0.1489679515361786,0.13618788123130798,0.2611379623413086,0.3208131790161133,0.08851569890975952,0.12644034624099731,0.3208131790161133,-0.039643898606300354,0.1540457159280777,0.1291438490152359
's,0.02692362666130066,-0.008355522528290749,-0.0763290598988533,0.06856228411197662,0.0025637869257479906,0.06670809537172318,0.011723103933036327,0.03782717138528824,-0.060212843120098114,-0.03236493840813637,-0.037580832839012146,-0.01540423184633255,0.11937817931175232,0.011294117197394371,-0.01540423184633255,-0.08253169059753418,0.06624794006347656,-0.023395681753754616
anatomy,0.23112452030181885,0.13316477835178375,0.3555513322353363,0.21247227489948273,0.16876806318759918,0.1951310634613037,0.11163179576396942,0.12413617968559265,0.12139400839805603,0.11066071689128876,0.24720332026481628,0.2534198462963104,0.13796739280223846,0.13489744067192078,0.2534198462963104,-0.06369456648826599,0.11471197754144669,0.15693803131580353
as,0.31749409437179565,0.24585270881652832,0.20822733640670776,0.21959319710731506,0.18649764358997345,0.2286096066236496,0.19565117359161377,0.42092081904411316,0.25569814443588257,0.24125029146671295,0.3887844979763031,0.48381632566452026,0.17184753715991974,0.29671990871429443,0.48381632566452026,-0.0544448047876358,0.22911055386066437,0.27043893933296204
well,0.4154493808746338,0.22021858394145966,0.21463647484779358,0.21943823993206024,0.2898899018764496,0.11003991216421127,0.21756047010421753,0.3422003388404846,0.23536814749240875,0.24941325187683105,0.36612698435783386,0.42630070447921753,0.21232102811336517,0.3035556674003601,0.42630070447921753,-0.040177006274461746,0.2359195351600647,0.24815571308135986
