,what,concept,",",originally,discovered,by,black,",",was,later,discovered,independently,by,watt,?
watt,0.12468069046735764,0.17960843443870544,0.18948227167129517,0.12087538838386536,0.13392063975334167,0.17395760118961334,0.1349106878042221,0.18948227167129517,0.20568017661571503,0.21299411356449127,0.13392063975334167,0.1836942732334137,0.17395760118961334,1.0,0.16354146599769592
independently,0.33537206053733826,0.29066503047943115,0.2729613780975342,0.3054998815059662,0.2877114415168762,0.32817208766937256,0.10132327675819397,0.2729613780975342,0.2607250213623047,0.2928715944290161,0.2877114415168762,1.0,0.32817208766937256,0.1836942732334137,0.1474725753068924
discovered,0.19526781141757965,0.1383076012134552,0.26185235381126404,0.24139583110809326,0.9999998807907104,0.2291465401649475,0.08914312720298767,0.26185235381126404,0.3177400529384613,0.23841983079910278,0.9999998807907104,0.2877114415168762,0.2291465401649475,0.13392063975334167,0.08452875912189484
latent,0.22573350369930267,0.19158636033535004,0.2686188220977783,0.16690874099731445,0.3084366023540497,0.27285054326057434,0.18530240654945374,0.2686188220977783,0.16956856846809387,0.28061264753341675,0.3084366023540497,0.27025631070137024,0.27285054326057434,0.1742551624774933,0.125272735953331
heat,0.1933984011411667,0.17249523103237152,0.25331911444664,0.1340743452310562,0.09586237370967865,0.18109887838363647,0.21635664999485016,0.25331911444664,0.17687295377254486,0.19914810359477997,0.09586237370967865,0.18284912407398224,0.18109887838363647,0.2662805914878845,0.16343188285827637
",",0.3087472915649414,0.20029692351818085,1.0000001192092896,0.2660219669342041,0.26185235381126404,0.3680937886238098,0.23807229101657867,1.0000001192092896,0.45456063747406006,0.35016918182373047,0.26185235381126404,0.2729613780975342,0.3680937886238098,0.18948227167129517,0.31091248989105225
which,0.5261979103088379,0.33416232466697693,0.3658004403114319,0.43375709652900696,0.2420753687620163,0.40543368458747864,0.22594642639160156,0.3658004403114319,0.2830964922904968,0.39698365330696106,0.2420753687620163,0.40197551250457764,0.40543368458747864,0.17675113677978516,0.25814583897590637
was,0.22111038863658905,0.2765439450740814,0.45456063747406006,0.5204543471336365,0.3177400529384613,0.4752357602119446,0.1419273465871811,0.45456063747406006,1.0000001192092896,0.5684447288513184,0.3177400529384613,0.2607250213623047,0.4752357602119446,0.20568017661571503,0.18412111699581146
confirmed,0.1880883276462555,0.10002484172582626,0.18906112015247345,0.2054612636566162,0.3847537338733673,0.2710781991481781,0.0894332006573677,0.18906112015247345,0.29274246096611023,0.29501238465309143,0.3847537338733673,0.28748154640197754,0.2710781991481781,0.0452238991856575,0.20580808818340302
by,0.2455483376979828,0.28219208121299744,0.3680937886238098,0.4076972007751465,0.2291465401649475,1.0000001192092896,0.1966358721256256,0.3680937886238098,0.4752357602119446,0.3747883439064026,0.2291465401649475,0.32817208766937256,1.0000001192092896,0.17395760118961334,0.17966607213020325
the,0.42745697498321533,0.2355310022830963,0.4933079481124878,0.36820849776268005,0.27493247389793396,0.4408751428127289,0.28466513752937317,0.4933079481124878,0.48711544275283813,0.4060266613960266,0.27493247389793396,0.2874889671802521,0.4408751428127289,0.1903349757194519,0.22068053483963013
original,0.24651947617530823,0.25177857279777527,0.23508994281291962,0.5966677069664001,0.15625488758087158,0.2557625472545624,0.12188420444726944,0.23508994281291962,0.32203906774520874,0.3442719578742981,0.15625488758087158,0.2637203335762024,0.2557625472545624,0.08895597606897354,0.17256900668144226
discoverer,0.19643135368824005,0.20673981308937073,0.2759089171886444,0.1940520703792572,0.8391703963279724,0.18820984661579132,0.11400710791349411,0.2759089171886444,0.24926915764808655,0.16864009201526642,0.8391703963279724,0.3216334581375122,0.18820984661579132,0.1693008542060852,0.13923315703868866
joseph,0.20494906604290009,0.17612986266613007,0.24271315336227417,0.2073276787996292,0.2660231590270996,0.2003411054611206,0.06031205505132675,0.24271315336227417,0.29824966192245483,0.1917509287595749,0.2660231590270996,0.1479676514863968,0.2003411054611206,0.176186665892601,0.08421234786510468
black,0.12054000794887543,0.16815023124217987,0.23807229101657867,0.17508341372013092,0.08914312720298767,0.1966358721256256,1.0,0.23807229101657867,0.1419273465871811,0.1398065835237503,0.08914312720298767,0.10132327675819397,0.1966358721256256,0.1349106878042221,0.15159966051578522
",",0.3087472915649414,0.20029692351818085,1.0000001192092896,0.2660219669342041,0.26185235381126404,0.3680937886238098,0.23807229101657867,1.0000001192092896,0.45456063747406006,0.35016918182373047,0.26185235381126404,0.2729613780975342,0.3680937886238098,0.18948227167129517,0.31091248989105225
who,0.40942975878715515,0.2084418535232544,0.3365725874900818,0.285441130399704,0.2225436121225357,0.39727845788002014,0.22539480030536652,0.3365725874900818,0.3318818509578705,0.35185644030570984,0.2225436121225357,0.2816416323184967,0.39727845788002014,0.22992701828479767,0.26220351457595825
