,what,do,bundle,sheath,chloroplasts,specialize,in,?
because,0.46729007363319397,0.39530807733535767,0.17459549009799957,0.2141847312450409,0.27005380392074585,0.2164352387189865,0.37423941493034363,0.2528740465641022
the,0.42745697498321533,0.30239659547805786,0.2649843990802765,0.2418411374092102,0.23062430322170258,0.23715588450431824,0.6662389636039734,0.22068053483963013
job,0.29268908500671387,0.3070329427719116,0.13639000058174133,0.12369844317436218,0.1244550496339798,0.23249894380569458,0.2114088088274002,0.22160480916500092
of,0.33290785551071167,0.26150479912757874,0.22542749345302582,0.19511839747428894,0.23179760575294495,0.2265554517507553,0.5696388483047485,0.1826142966747284
bundle,0.2447168529033661,0.21124716103076935,1.0000001192092896,0.36184385418891907,0.2630489766597748,0.28658241033554077,0.16298776865005493,0.14805448055267334
sheath,0.11468970775604248,0.16598953306674957,0.36184385418891907,1.0,0.4062945246696472,0.2862646281719208,0.1923416256904602,0.06032225862145424
chloroplasts,0.2524593770503998,0.2621478736400604,0.2630489766597748,0.4062945246696472,0.9999999403953552,0.2782512307167053,0.21141497790813446,0.13049766421318054
is,0.28837618231773376,0.30895981192588806,0.14003024995326996,0.2550574839115143,0.22550933063030243,0.20936624705791473,0.5394441485404968,0.22961433231830597
to,0.455847829580307,0.38876664638519287,0.21131300926208496,0.23307602107524872,0.23370109498500824,0.2870662212371826,0.45010748505592346,0.29463258385658264
carry,0.22239743173122406,0.3395760953426361,0.3186948597431183,0.18612034618854523,0.2712184190750122,0.33258387446403503,0.19860897958278656,0.17171701788902283
out,0.3633197546005249,0.30558764934539795,0.2287735641002655,0.2084822803735733,0.21616721153259277,0.2048802673816681,0.3576207756996155,0.22020699083805084
the,0.42745697498321533,0.30239659547805786,0.2649843990802765,0.2418411374092102,0.23062430322170258,0.23715588450431824,0.6662389636039734,0.22068053483963013
calvin,0.2447197437286377,0.14234362542629242,0.15986286103725433,0.14396342635154724,0.17498742043972015,0.14453500509262085,0.20651821792125702,0.2228267937898636
cycle,0.17920038104057312,0.1556684970855713,0.08550693094730377,0.2082367092370987,0.30519405007362366,0.1435137242078781,0.20483464002609253,0.07156776636838913
and,0.31309178471565247,0.276123583316803,0.2633207142353058,0.2899641692638397,0.21511349081993103,0.31057655811309814,0.4954058527946472,0.20544172823429108
make,0.3792211413383484,0.41790449619293213,0.18670152127742767,0.19179216027259827,0.24682173132896423,0.33037951588630676,0.268858402967453,0.28314751386642456
sugar,0.19485929608345032,0.2003861665725708,0.1746336817741394,0.20103472471237183,0.3517696261405945,0.2420298159122467,0.22404853999614716,0.12463535368442535
",",0.3087472915649414,0.3283645510673523,0.2265094518661499,0.20215609669685364,0.20794041454792023,0.2782360017299652,0.5201468467712402,0.31091248989105225
they,0.4431931674480438,0.4667694866657257,0.22893746197223663,0.24377594888210297,0.37369829416275024,0.37536489963531494,0.4330179989337921,0.2753053903579712
often,0.3849453330039978,0.30438441038131714,0.2551857531070709,0.3209476172924042,0.29698729515075684,0.36821818351745605,0.3380797803401947,0.23748154938220978
contain,0.1832355558872223,0.31365397572517395,0.24798208475112915,0.3123154938220978,0.3972540497779846,0.35837507247924805,0.23975171148777008,0.18853069841861725
large,0.2017821967601776,0.22322134673595428,0.23549149930477142,0.2699752449989319,0.26998987793922424,0.30402448773384094,0.2841601073741913,0.1355665624141693
starch,0.23971526324748993,0.2514069080352783,0.3709982633590698,0.3591483235359192,0.584715723991394,0.3558485507965088,0.22129224240779877,0.1948019117116928
grains,0.22209185361862183,0.21245497465133667,0.26697468757629395,0.39602920413017273,0.4608146548271179,0.2925894558429718,0.23511962592601776,0.15261265635490417
.,0.3567904531955719,0.3613996207714081,0.23615960776805878,0.22132058441638947,0.23868323862552643,0.2047598510980606,0.5591574311256409,0.4130953550338745
,what,do,bundle,sheath,chloroplasts,specialize,in,?
because,0.46729007363319397,0.39530807733535767,0.17459549009799957,0.2141847312450409,0.27005380392074585,0.2164352387189865,0.37423941493034363,0.2528740465641022
of,0.33290785551071167,0.26150479912757874,0.22542749345302582,0.19511839747428894,0.23179760575294495,0.2265554517507553,0.5696388483047485,0.1826142966747284
this,0.5489566326141357,0.34963881969451904,0.273541659116745,0.23743069171905518,0.32268521189689636,0.23528029024600983,0.45205554366111755,0.3155723512172699
",",0.3087472915649414,0.3283645510673523,0.2265094518661499,0.20215609669685364,0.20794041454792023,0.2782360017299652,0.5201468467712402,0.31091248989105225
they,0.4431931674480438,0.4667694866657257,0.22893746197223663,0.24377594888210297,0.37369829416275024,0.37536489963531494,0.4330179989337921,0.2753053903579712
lack,0.28247135877609253,0.3394893705844879,0.1433403491973877,0.25236019492149353,0.27657729387283325,0.28288543224334717,0.18643079698085785,0.16953514516353607
thylakoids,0.18655724823474884,0.2835867404937744,0.26115861535072327,0.38809558749198914,0.6528801918029785,0.2874557077884674,0.19204016029834747,0.17522360384464264
organized,0.19144229590892792,0.1883762627840042,0.15902721881866455,0.06605609506368637,0.15820778906345367,0.22336481511592865,0.3264932334423065,0.10524328798055649
into,0.2180619090795517,0.20546826720237732,0.25228360295295715,0.21342745423316956,0.18454523384571075,0.2062888741493225,0.38021373748779297,0.15662476420402527
grana,0.12482953071594238,0.15412117540836334,0.2283187359571457,0.26343172788619995,0.3270449638366699,0.22729741036891937,0.14713047444820404,0.1099926009774208
stacks—though,0.3568103313446045,0.3022724390029907,0.3538692891597748,0.48088908195495605,0.35037773847579956,0.33004921674728394,0.2981588840484619,0.2530690133571625
bundle,0.2447168529033661,0.21124716103076935,1.0000001192092896,0.36184385418891907,0.2630489766597748,0.28658241033554077,0.16298776865005493,0.14805448055267334
sheath,0.11468970775604248,0.16598953306674957,0.36184385418891907,1.0,0.4062945246696472,0.2862646281719208,0.1923416256904602,0.06032225862145424
chloroplasts,0.2524593770503998,0.2621478736400604,0.2630489766597748,0.4062945246696472,0.9999999403953552,0.2782512307167053,0.21141497790813446,0.13049766421318054
still,0.4548931419849396,0.3387047350406647,0.1828874945640564,0.21075884997844696,0.2584627866744995,0.25579822063446045,0.3424699008464813,0.3039587736129761
have,0.39808809757232666,0.49831271171569824,0.2253437042236328,0.251107782125473,0.29091566801071167,0.3546658456325531,0.36843645572662354,0.32991164922714233
free-floating,0.28897103667259216,0.27843502163887024,0.3291509747505188,0.3033222556114197,0.2821391820907593,0.2769792079925537,0.2703922390937805,0.22936536371707916
thylakoids,0.18655724823474884,0.2835867404937744,0.26115861535072327,0.38809558749198914,0.6528801918029785,0.2874557077884674,0.19204016029834747,0.17522360384464264
in,0.30808621644973755,0.23402775824069977,0.16298776865005493,0.1923416256904602,0.21141497790813446,0.2662787437438965,1.0,0.20430970191955566
the,0.42745697498321533,0.30239659547805786,0.2649843990802765,0.2418411374092102,0.23062430322170258,0.23715588450431824,0.6662389636039734,0.22068053483963013
stroma,0.17679446935653687,0.13022096455097198,0.21121762692928314,0.24654679000377655,0.3287713825702667,0.08885811269283295,0.2306111603975296,0.15478113293647766
where,0.4457937180995941,0.2949419915676117,0.21672426164150238,0.21947860717773438,0.22257623076438904,0.2875986695289612,0.5344807505607605,0.24793872237205505
they,0.4431931674480438,0.4667694866657257,0.22893746197223663,0.24377594888210297,0.37369829416275024,0.37536489963531494,0.4330179989337921,0.2753053903579712
still,0.4548931419849396,0.3387047350406647,0.1828874945640564,0.21075884997844696,0.2584627866744995,0.25579822063446045,0.3424699008464813,0.3039587736129761
carry,0.22239743173122406,0.3395760953426361,0.3186948597431183,0.18612034618854523,0.2712184190750122,0.33258387446403503,0.19860897958278656,0.17171701788902283
out,0.3633197546005249,0.30558764934539795,0.2287735641002655,0.2084822803735733,0.21616721153259277,0.2048802673816681,0.3576207756996155,0.22020699083805084
cyclic,0.21427087485790253,0.21783235669136047,0.18073809146881104,0.26413577795028687,0.4310421943664551,0.2105516940355301,0.18731583654880524,0.12302186340093613
electron,0.22967670857906342,0.22031277418136597,0.25332480669021606,0.29767218232154846,0.4952448010444641,0.16390331089496613,0.16054019331932068,0.18293288350105286
flow,0.1798735409975052,0.2006714940071106,0.2214331030845642,0.26083287596702576,0.21434128284454346,0.18870048224925995,0.22435857355594635,0.10458291321992874
",",0.3087472915649414,0.3283645510673523,0.2265094518661499,0.20215609669685364,0.20794041454792023,0.2782360017299652,0.5201468467712402,0.31091248989105225
a,0.3320399522781372,0.26237669587135315,0.2459380328655243,0.2762228846549988,0.24622295796871185,0.25588661432266235,0.539380669593811,0.23916715383529663
light-driven,0.28486180305480957,0.17335540056228638,0.3064538240432739,0.37175166606903076,0.36777037382125854,0.25234636664390564,0.22026678919792175,0.16958363354206085
method,0.25476205348968506,0.2103593647480011,0.17786039412021637,0.15418533980846405,0.32568439841270447,0.2624567151069641,0.13883966207504272,0.2194802314043045
of,0.33290785551071167,0.26150479912757874,0.22542749345302582,0.19511839747428894,0.23179760575294495,0.2265554517507553,0.5696388483047485,0.1826142966747284
synthesizing,0.29226016998291016,0.2627667188644409,0.2589811086654663,0.2389923483133316,0.5047789216041565,0.2768547236919403,0.21255293488502502,0.2159648835659027
atp,0.1845729500055313,0.18263812363147736,0.2427878975868225,0.2046201378107071,0.4773290455341339,0.2186373621225357,0.17889440059661865,0.17643076181411743
to,0.455847829580307,0.38876664638519287,0.21131300926208496,0.23307602107524872,0.23370109498500824,0.2870662212371826,0.45010748505592346,0.29463258385658264
power,0.22216427326202393,0.16343404352664948,0.22455814480781555,0.24188627302646637,0.15516076982021332,0.15639184415340424,0.16666220128536224,0.15304024517536163
the,0.42745697498321533,0.30239659547805786,0.2649843990802765,0.2418411374092102,0.23062430322170258,0.23715588450431824,0.6662389636039734,0.22068053483963013
calvin,0.2447197437286377,0.14234362542629242,0.15986286103725433,0.14396342635154724,0.17498742043972015,0.14453500509262085,0.20651821792125702,0.2228267937898636
cycle,0.17920038104057312,0.1556684970855713,0.08550693094730377,0.2082367092370987,0.30519405007362366,0.1435137242078781,0.20483464002609253,0.07156776636838913
without,0.3181614279747009,0.3709314465522766,0.20334161818027496,0.22755418717861176,0.238636776804924,0.21799267828464508,0.2553589344024658,0.2928665280342102
generating,0.22770389914512634,0.2401343733072281,0.17922495305538177,0.19084221124649048,0.29213133454322815,0.2217499315738678,0.19118285179138184,0.20393006503582
oxygen,0.16781960427761078,0.22088919579982758,0.2235683649778366,0.28563982248306274,0.5239399671554565,0.18512234091758728,0.1672476977109909,0.16786395013332367
.,0.3567904531955719,0.3613996207714081,0.23615960776805878,0.22132058441638947,0.23868323862552643,0.2047598510980606,0.5591574311256409,0.4130953550338745
