,which,two,governing,bodies,have,legislative,veto,power,?
while,0.38669952750205994,0.3780401647090912,0.16176564991474152,0.16481415927410126,0.3577405512332916,0.14045105874538422,0.19337810575962067,0.21523621678352356,0.21076419949531555
the,0.6521818041801453,0.43858039379119873,0.3302684724330902,0.2745959758758545,0.40389683842658997,0.27501925826072693,0.25482627749443054,0.2647338807582855,0.22068053483963013
commission,0.25648555159568787,0.12900219857692719,0.4039348363876343,0.23984691500663757,0.1714901328086853,0.3781234920024872,0.24188119173049927,0.18368874490261078,0.16231559216976166
has,0.4350704550743103,0.3772575855255127,0.17174626886844635,0.12939924001693726,0.6353569626808167,0.14951680600643158,0.1586616188287735,0.1779095083475113,0.15994466841220856
a,0.56894451379776,0.3289857804775238,0.22193856537342072,0.20684704184532166,0.338716596364975,0.23537522554397583,0.16522058844566345,0.21580491960048676,0.23916715383529663
monopoly,0.2630988359451294,0.15356695652008057,0.32341185212135315,0.21067948639392853,0.24284563958644867,0.25248974561691284,0.3260825574398041,0.2802988290786743,0.1011270210146904
on,0.4245251417160034,0.3205535411834717,0.17905057966709137,0.17646045982837677,0.36494916677474976,0.16444751620292664,0.1918436735868454,0.14738048613071442,0.2714994251728058
initiating,0.3593659996986389,0.23283067345619202,0.3217741847038269,0.15700656175613403,0.27943477034568787,0.28056737780570984,0.22978129982948303,0.21144922077655792,0.19326087832450867
legislation,0.3041580617427826,0.1935708224773407,0.42106518149375916,0.2230103760957718,0.23653626441955566,0.8590786457061768,0.5106863975524902,0.3201866149902344,0.21123437583446503
",",0.3658004403114319,0.35859420895576477,0.2052883803844452,0.22888998687267303,0.3541618287563324,0.24434074759483337,0.2485281080007553,0.2231994867324829,0.31091248989105225
the,0.6521818041801453,0.43858039379119873,0.3302684724330902,0.2745959758758545,0.40389683842658997,0.27501925826072693,0.25482627749443054,0.2647338807582855,0.22068053483963013
european,0.2234036773443222,0.19338899850845337,0.24388083815574646,0.138741135597229,0.19048169255256653,0.2050885260105133,0.18642160296440125,0.12864074110984802,0.14560863375663757
parliament,0.20252443850040436,0.1696552336215973,0.3893657922744751,0.19218938052654266,0.16643136739730835,0.6651111245155334,0.4392077922821045,0.29766279458999634,0.1586504578590393
and,0.506277859210968,0.4671151638031006,0.2586982250213623,0.30740299820899963,0.4711785912513733,0.2681875228881836,0.2112305760383606,0.27496716380119324,0.20544172823429108
the,0.6521818041801453,0.43858039379119873,0.3302684724330902,0.2745959758758545,0.40389683842658997,0.27501925826072693,0.25482627749443054,0.2647338807582855,0.22068053483963013
council,0.20855821669101715,0.13451583683490753,0.3830627202987671,0.19928213953971863,0.1461305320262909,0.42707106471061707,0.30272236466407776,0.15535259246826172,0.1160062924027443
of,0.5011631846427917,0.37726253271102905,0.3364465534687042,0.2732889950275421,0.3802283704280853,0.34083476662635803,0.21431931853294373,0.25273123383522034,0.1826142966747284
the,0.6521818041801453,0.43858039379119873,0.3302684724330902,0.2745959758758545,0.40389683842658997,0.27501925826072693,0.25482627749443054,0.2647338807582855,0.22068053483963013
european,0.2234036773443222,0.19338899850845337,0.24388083815574646,0.138741135597229,0.19048169255256653,0.2050885260105133,0.18642160296440125,0.12864074110984802,0.14560863375663757
union,0.23846890032291412,0.22333486378192902,0.2790536880493164,0.20035745203495026,0.16471676528453827,0.23506063222885132,0.2142874300479889,0.16785143315792084,0.07797172665596008
have,0.49652695655822754,0.4498785734176636,0.20389613509178162,0.3680446147918701,0.9999999403953552,0.195420041680336,0.237818643450737,0.20906804502010345,0.32991164922714233
powers,0.21036413311958313,0.17508095502853394,0.3088061809539795,0.26466915011405945,0.2531462609767914,0.3353835940361023,0.46451258659362793,0.6356112957000732,0.17269276082515717
of,0.5011631846427917,0.37726253271102905,0.3364465534687042,0.2732889950275421,0.3802283704280853,0.34083476662635803,0.21431931853294373,0.25273123383522034,0.1826142966747284
amendment,0.23381367325782776,0.15162524580955505,0.2340402454137802,0.16646017134189606,0.2442091703414917,0.4752925932407379,0.4563077986240387,0.21637354791164398,0.24295969307422638
and,0.506277859210968,0.4671151638031006,0.2586982250213623,0.30740299820899963,0.4711785912513733,0.2681875228881836,0.2112305760383606,0.27496716380119324,0.20544172823429108
veto,0.22414401173591614,0.18370908498764038,0.280778169631958,0.12449288368225098,0.237818643450737,0.4764004349708557,1.0000001192092896,0.3901100158691406,0.2314452826976776
during,0.3590145409107208,0.3126561641693115,0.187557190656662,0.18448501825332642,0.27574852108955383,0.22783590853214264,0.15331022441387177,0.20807330310344696,0.1325719803571701
the,0.6521818041801453,0.43858039379119873,0.3302684724330902,0.2745959758758545,0.40389683842658997,0.27501925826072693,0.25482627749443054,0.2647338807582855,0.22068053483963013
legislative,0.2521616220474243,0.20037773251533508,0.462725430727005,0.19329679012298584,0.195420041680336,1.0,0.4764004349708557,0.29454687237739563,0.1654243916273117
process,0.3943749964237213,0.17406471073627472,0.18046051263809204,0.19749581813812256,0.2900813817977905,0.18206797540187836,0.274448037147522,0.20187073945999146,0.2460896074771881
.,0.45942068099975586,0.3524959683418274,0.27306726574897766,0.253254771232605,0.41614407300949097,0.25327762961387634,0.21133340895175934,0.2141435295343399,0.4130953550338745
