,when,was,victoria,first,settled,?
the,0.5091903209686279,0.48711544275283813,0.2204313427209854,0.49448907375335693,0.29293251037597656,0.22068053483963013
first,0.4282494783401489,0.5022147297859192,0.25445491075515747,1.0,0.2966093420982361,0.18701928853988647
settlement,0.20788389444351196,0.2632548213005066,0.2094486653804779,0.2673013508319855,0.6203674674034119,0.12535437941551208
in,0.4431333839893341,0.45514053106307983,0.20823122560977936,0.4127444326877594,0.30584418773651123,0.20430970191955566
the,0.5091903209686279,0.48711544275283813,0.2204313427209854,0.49448907375335693,0.29293251037597656,0.22068053483963013
area,0.29334506392478943,0.24981513619422913,0.21797068417072296,0.19156944751739502,0.4076264202594757,0.12640461325645447
occurred,0.221700981259346,0.2760649025440216,0.15987488627433777,0.2866097092628479,0.27414655685424805,0.15880417823791504
in,0.4431333839893341,0.45514053106307983,0.20823122560977936,0.4127444326877594,0.30584418773651123,0.20430970191955566
1803,0.15693536400794983,0.1401054710149765,0.05340192839503288,0.09111350774765015,0.060831259936094284,0.17126776278018951
at,0.38876327872276306,0.36707764863967896,0.19641181826591492,0.3138778805732727,0.18767763674259186,0.21978627145290375
sullivan,0.20137974619865417,0.17335061728954315,0.2223072052001953,0.21805287897586823,0.1065162941813469,0.15503181517124176
bay,0.17318107187747955,0.18626409769058228,0.23541772365570068,0.17893928289413452,0.26705795526504517,0.10773546993732452
",",0.36674630641937256,0.45456063747406006,0.2279360294342041,0.34503069519996643,0.32133597135543823,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.24507255852222443,0.3167642652988434,0.25537189841270447,0.20544172823429108
much,0.39518025517463684,0.2580166161060333,0.14623430371284485,0.21792817115783691,0.19966015219688416,0.23442231118679047
of,0.3757161796092987,0.4069072902202606,0.2505437433719635,0.3536086082458496,0.28296858072280884,0.1826142966747284
what,0.4700249433517456,0.22111038863658905,0.1194850504398346,0.28086137771606445,0.23502321541309357,0.5051238536834717
is,0.3471449911594391,0.5810302495956421,0.1633591204881668,0.30889374017715454,0.1917823702096939,0.22961433231830597
now,0.38253819942474365,0.35876134037971497,0.18537774682044983,0.3032863736152649,0.30423346161842346,0.29641881585121155
victoria,0.18752387166023254,0.2550773620605469,1.0,0.25445491075515747,0.14342734217643738,0.12246892601251602
was,0.37326499819755554,1.0000001192092896,0.2550773620605469,0.5022147297859192,0.3104991912841797,0.18412111699581146
included,0.16109678149223328,0.3148443400859833,0.16491380333900452,0.23475037515163422,0.25621673464775085,0.14385655522346497
in,0.4431333839893341,0.45514053106307983,0.20823122560977936,0.4127444326877594,0.30584418773651123,0.20430970191955566
the,0.5091903209686279,0.48711544275283813,0.2204313427209854,0.49448907375335693,0.29293251037597656,0.22068053483963013
port,0.19527626037597656,0.22027286887168884,0.2423909604549408,0.16493208706378937,0.21696509420871735,0.06519711017608643
phillip,0.24504698812961578,0.3022705912590027,0.33228379487991333,0.331323504447937,0.28593042492866516,0.14460548758506775
district,0.16475698351860046,0.20266084372997284,0.21237048506736755,0.107394739985466,0.3061867654323578,0.06725285202264786
in,0.4431333839893341,0.45514053106307983,0.20823122560977936,0.4127444326877594,0.30584418773651123,0.20430970191955566
1836,0.12730908393859863,0.1037798747420311,0.06831981241703033,0.07296895980834961,-0.024879606440663338,0.47810062766075134
",",0.36674630641937256,0.45456063747406006,0.2279360294342041,0.34503069519996643,0.32133597135543823,0.31091248989105225
an,0.33026179671287537,0.3694365322589874,0.12262015789747238,0.29757723212242126,0.10715768486261368,0.19793890416622162
administrative,0.15053440630435944,0.17269738018512726,0.12415896356105804,0.11008694767951965,0.24688322842121124,0.15912041068077087
division,0.19591639935970306,0.2174251824617386,0.22457240521907806,0.21919430792331696,0.1500612050294876,0.08900629729032516
of,0.3757161796092987,0.4069072902202606,0.2505437433719635,0.3536086082458496,0.28296858072280884,0.1826142966747284
new,0.257220059633255,0.2748313844203949,0.23444870114326477,0.3283863663673401,0.20921730995178223,0.14782847464084625
south,0.18115942180156708,0.2792486846446991,0.3955533504486084,0.21650062501430511,0.21103161573410034,0.12336621433496475
wales,0.17104144394397736,0.18637675046920776,0.46979740262031555,0.19307951629161835,0.14830496907234192,0.15627945959568024
.,0.475719153881073,0.40146201848983765,0.23069117963314056,0.4345304071903229,0.20074304938316345,0.4130953550338745
