,what,are,the,secretions,commonly,called,?
when,0.4700249433517456,0.29873907566070557,0.5091903209686279,0.24752415716648102,0.24510504305362701,0.39188069105148315,0.22841128706932068
some,0.4491020441055298,0.6331475377082825,0.4566698372364044,0.3361760973930359,0.33495524525642395,0.4143916368484497,0.2562315762042999
species,0.14617158472537994,0.3297041952610016,0.2522439956665039,0.33770084381103516,0.3055841624736786,0.16527435183525085,0.1957087516784668
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.14944066107273102,0.27548834681510925,0.26549121737480164,0.31091248989105225
including,0.18328791856765747,0.45025435090065,0.3738902807235718,0.21822933852672577,0.26534271240234375,0.3095756471157074,0.1633303165435791
bathyctena,0.13329492509365082,0.22202913463115692,0.2314457893371582,0.2873868942260742,0.20871849358081818,0.2617332935333252,0.18231433629989624
chuni,0.23256048560142517,0.23541617393493652,0.2863180637359619,0.11974284052848816,0.2054215967655182,0.23117651045322418,0.2704649865627289
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.14944066107273102,0.27548834681510925,0.26549121737480164,0.31091248989105225
euplokamis,0.2533586323261261,0.23751956224441528,0.33727511763572693,0.2437094897031784,0.22747649252414703,0.2871626913547516,0.29607975482940674
stationis,0.1939997375011444,0.15916576981544495,0.17704500257968903,0.04103918746113777,0.1607920080423355,0.1576031744480133,0.17356406152248383
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.17575903236865997,0.2290310114622116,0.3251761794090271,0.20544172823429108
eurhamphaea,0.2251501828432083,0.291655570268631,0.33692312240600586,0.33311063051223755,0.24563926458358765,0.2844177484512329,0.2590596079826355
vexilligera,0.2349894791841507,0.24097426235675812,0.3550459146499634,0.2664550542831421,0.21586675941944122,0.2713121771812439,0.21124109625816345
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.14944066107273102,0.27548834681510925,0.26549121737480164,0.31091248989105225
are,0.29724663496017456,1.0,0.40399202704429626,0.3067033290863037,0.4038049578666687,0.3676711618900299,0.24591213464736938
disturbed,0.255413293838501,0.2540101706981659,0.30965638160705566,0.3454175889492035,0.2228921502828598,0.22560231387615204,0.11048313975334167
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.14944066107273102,0.27548834681510925,0.26549121737480164,0.31091248989105225
they,0.4431931674480438,0.610666811466217,0.49925389885902405,0.3037281632423401,0.2591919004917145,0.45046308636665344,0.2753053903579712
produce,0.1685742735862732,0.3308704197406769,0.23457570374011993,0.33828574419021606,0.18308308720588684,0.2931594252586365,0.19229066371917725
secretions,0.19176721572875977,0.3067033290863037,0.19401611387729645,0.9999998807907104,0.1894315779209137,0.21898601949214935,0.15847201645374298
(,0.2411840260028839,0.23263892531394958,0.33289089798927307,0.12711217999458313,0.2443668395280838,0.2546432614326477,0.40561532974243164
ink,0.1820833534002304,0.19736474752426147,0.18587973713874817,0.27645882964134216,0.19268658757209778,0.29523563385009766,0.17379552125930786
),0.26259949803352356,0.2373749315738678,0.3456730246543884,0.12091877311468124,0.2611285150051117,0.273923397064209,0.42300865054130554
that,0.6297725439071655,0.45265161991119385,0.5473989248275757,0.28904181718826294,0.23247161507606506,0.41604554653167725,0.32716336846351624
luminesce,0.2154047042131424,0.2791112959384918,0.22029231488704681,0.31244465708732605,0.23510144650936127,0.2255246341228485,0.21266260743141174
at,0.2838611304759979,0.2074895054101944,0.457212895154953,0.1794876903295517,0.13833478093147278,0.23534239828586578,0.21978627145290375
much,0.45316147804260254,0.2937524914741516,0.35023224353790283,0.3041125535964966,0.18466004729270935,0.26014256477355957,0.23442231118679047
the,0.42745697498321533,0.40399202704429626,1.0,0.19401611387729645,0.2974449694156647,0.489897221326828,0.22068053483963013
same,0.3764382302761078,0.3446533679962158,0.4583131968975067,0.15978312492370605,0.24016135931015015,0.36313101649284363,0.22649677097797394
wavelengths,0.3049654960632324,0.3245909810066223,0.21680253744125366,0.3160223960876465,0.222690150141716,0.19544270634651184,0.17405365407466888
as,0.31749409437179565,0.3826591968536377,0.48381632566452026,0.13883696496486664,0.3544585108757019,0.2827680706977844,0.27043893933296204
their,0.35142919421195984,0.46887820959091187,0.516537070274353,0.2948654890060425,0.19497299194335938,0.33472323417663574,0.1898253709077835
bodies,0.1688588559627533,0.35380154848098755,0.2745959758758545,0.3847300410270691,0.16613076627254486,0.2661176025867462,0.18285469710826874
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.17898301780223846,0.2135825902223587,0.300344854593277,0.4130953550338745
