,which,network,broadcasted,super,bowl,50,in,the,u.s.,?
cbs,0.18413257598876953,0.4702880382537842,0.5760074257850647,0.23111854493618011,0.2528696060180664,-0.030295440927147865,0.17584392428398132,0.2283918708562851,0.08496926724910736,0.14594407379627228
broadcast,0.26385819911956787,0.5386998653411865,0.8838672637939453,0.1449931412935257,0.18237876892089844,-0.01586120016872883,0.26723843812942505,0.2713715434074402,-0.020555395632982254,0.15760008990764618
super,0.25759580731391907,0.1618313491344452,0.14043700695037842,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.18576006591320038,0.21959073841571808,0.18026593327522278,0.166326642036438
bowl,0.23468568921089172,0.1329011172056198,0.20061743259429932,0.4848237931728363,1.0,0.005446359980851412,0.17236235737800598,0.21576224267482758,0.1647888869047165,0.21118052303791046
50,0.022181637585163116,-0.10369720309972763,-0.03790835291147232,0.0833745002746582,0.005446359980851412,0.9999999403953552,0.021892361342906952,0.03602437674999237,-0.02133081667125225,0.030512850731611252
in,0.4840516746044159,0.19496823847293854,0.2550889253616333,0.18576006591320038,0.17236235737800598,0.021892361342906952,1.0,0.6662389636039734,-0.003064807504415512,0.20430970191955566
the,0.6521818041801453,0.27187061309814453,0.25896134972572327,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.6662389636039734,1.0,0.06592652946710587,0.22068053483963013
u.s.,0.014487938955426216,-0.04132901132106781,-0.0004032610740978271,0.18026593327522278,0.1647888869047165,-0.02133081667125225,-0.003064807504415512,0.06592652946710587,0.9999999403953552,0.07886100560426712
",",0.3658004403114319,0.1932937651872635,0.2912312150001526,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.5201468467712402,0.4933079481124878,0.030410487204790115,0.31091248989105225
and,0.506277859210968,0.27591994404792786,0.26228389143943787,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.4954058527946472,0.5171257257461548,0.011246231384575367,0.20544172823429108
charged,0.21918892860412598,0.11203104257583618,0.17786338925361633,0.1307750940322876,0.13330021500587463,0.052119180560112,0.20106644928455353,0.2047804892063141,0.09718623012304306,0.1305682212114334
an,0.3611921966075897,0.22587502002716064,0.20675624907016754,0.09755856543779373,0.13908697664737701,0.02188069000840187,0.2605783939361572,0.4207492768764496,-0.004288777709007263,0.19793890416622162
average,0.2536912262439728,0.2378227561712265,0.21863041818141937,0.127910777926445,0.1515442579984665,0.03536339849233627,0.23465414345264435,0.27058175206184387,0.07241999357938766,0.21764592826366425
of,0.5011631846427917,0.21800683438777924,0.19824101030826569,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.5696388483047485,0.733189046382904,0.011562774889171124,0.1826142966747284
$,0.22076056897640228,0.14140687882900238,0.13032595813274384,0.14851532876491547,0.24415016174316406,-0.044484999030828476,0.21616753935813904,0.23367542028427124,0.05611317977309227,0.2786129117012024
5,0.13955213129520416,0.04141693189740181,-0.016727561131119728,0.024198191240429878,0.052770476788282394,0.0577104315161705,0.0862177163362503,0.09255307912826538,0.008563484996557236,0.06222071498632431
million,0.30525195598602295,0.21709464490413666,0.21937395632266998,0.15958677232265472,0.18768401443958282,-0.07849453389644623,0.2596224844455719,0.277012437582016,0.023086054250597954,0.23092924058437347
for,0.44095608592033386,0.253274142742157,0.2827701270580292,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.4322226941585541,0.4739971458911896,0.11615988612174988,0.264628142118454
a,0.56894451379776,0.17299489676952362,0.20676518976688385,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.539380669593811,0.5829201340675354,0.0347411222755909,0.23916715383529663
30-second,0.2968699634075165,0.13741666078567505,0.1816742718219757,0.2004479467868805,0.19167320430278778,0.033071182668209076,0.2856306731700897,0.3721327483654022,0.10254563391208649,0.18454498052597046
commercial,0.28039100766181946,0.24668508768081665,0.21982058882713318,0.20105868577957153,0.16026756167411804,0.04720782861113548,0.2615188956260681,0.23051398992538452,-0.0730244517326355,0.04216946288943291
during,0.3590145409107208,0.16544248163700104,0.2838607132434845,0.16951335966587067,0.22041946649551392,0.07054752856492996,0.4627237319946289,0.4838213622570038,0.027661997824907303,0.1325719803571701
the,0.6521818041801453,0.27187061309814453,0.25896134972572327,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.6662389636039734,1.0,0.06592652946710587,0.22068053483963013
game,0.23652023077011108,0.2793661653995514,0.29945844411849976,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.23986028134822845,0.285271555185318,0.2026631087064743,0.1829071193933487
.,0.45942068099975586,0.23909442126750946,0.24427583813667297,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.5591574311256409,0.5934505462646484,0.09558769315481186,0.4130953550338745
