,what,bargain,did,his,father,make,with,him,if,tesla,recovered,?
tesla,0.23221199214458466,0.17000919580459595,0.09757418930530548,0.1580733060836792,0.08892767131328583,0.1746748685836792,0.16424812376499176,0.14682093262672424,0.21493224799633026,0.9999999403953552,0.06951883435249329,0.10250775516033173
's,0.02692362666130066,0.0501476526260376,0.05069678649306297,0.047556519508361816,0.029256420210003853,0.09622383862733841,-0.04624466598033905,0.004161491058766842,-0.0015437148977071047,0.06449045985937119,-0.014260370284318924,-0.023395681753754616
father,0.21527598798274994,0.3100716769695282,0.3227277100086212,0.5241755247116089,1.0,0.12543904781341553,0.17124000191688538,0.47097480297088623,0.1279524564743042,0.08892767131328583,0.22619770467281342,0.14826634526252747
",",0.3087472915649414,0.21197357773780823,0.3015086054801941,0.3378419280052185,0.30597206950187683,0.324553906917572,0.4120737314224243,0.31121695041656494,0.257730096578598,0.20599327981472015,0.2676272988319397,0.31091248989105225
in,0.30808621644973755,0.21115635335445404,0.2593238651752472,0.3598145842552185,0.25954100489616394,0.268858402967453,0.4080928862094879,0.2284061461687088,0.2589588761329651,0.17097744345664978,0.2665027976036072,0.20430970191955566
a,0.3320399522781372,0.1952308863401413,0.2552328109741211,0.3497250974178314,0.22525158524513245,0.34303420782089233,0.3783375024795532,0.32137390971183777,0.41272827982902527,0.2211925983428955,0.2461796998977661,0.23916715383529663
moment,0.36927977204322815,0.14561647176742554,0.2595173716545105,0.300076961517334,0.15222345292568207,0.1883855015039444,0.17674857378005981,0.300336629152298,0.37135350704193115,0.2545836865901947,0.1759476512670517,0.2632211744785309
of,0.33290785551071167,0.21741242706775665,0.2513895630836487,0.38364991545677185,0.22142449021339417,0.2912110388278961,0.41827285289764404,0.2764812409877777,0.2557544410228729,0.18837453424930573,0.22457769513130188,0.1826142966747284
despair,0.2966436445713043,0.3077497184276581,0.1872256100177765,0.3785557150840759,0.2891182005405426,0.24408629536628723,0.2220112383365631,0.404715895652771,0.316291868686676,0.1158948466181755,0.22298508882522583,0.20458349585533142
",",0.3087472915649414,0.21197357773780823,0.3015086054801941,0.3378419280052185,0.30597206950187683,0.324553906917572,0.4120737314224243,0.31121695041656494,0.257730096578598,0.20599327981472015,0.2676272988319397,0.31091248989105225
promised,0.24721461534500122,0.3951921761035919,0.4575365483760834,0.3947237730026245,0.32126161456108093,0.24415406584739685,0.25731000304222107,0.5127366185188293,0.2842812240123749,0.06667099893093109,0.34288349747657776,0.22630755603313446
to,0.455847829580307,0.29776373505592346,0.4452643394470215,0.3715193271636963,0.2544635832309723,0.497876912355423,0.4239959120750427,0.4702378511428833,0.4559597074985504,0.17548894882202148,0.2292492538690567,0.29463258385658264
send,0.28887391090393066,0.24298855662345886,0.28536826372146606,0.1893407255411148,0.14608126878738403,0.4216133654117584,0.2329832762479782,0.26245301961898804,0.3370012938976288,0.11657148599624634,0.15797767043113708,0.1784207671880722
him,0.34912991523742676,0.4041426181793213,0.4290095865726471,0.6629161238670349,0.47097480297088623,0.2619795501232147,0.30843743681907654,1.0,0.30997923016548157,0.14682093262672424,0.23153316974639893,0.23943768441677094
to,0.455847829580307,0.29776373505592346,0.4452643394470215,0.3715193271636963,0.2544635832309723,0.497876912355423,0.4239959120750427,0.4702378511428833,0.4559597074985504,0.17548894882202148,0.2292492538690567,0.29463258385658264
the,0.42745697498321533,0.25075486302375793,0.34736719727516174,0.4394008219242096,0.24010279774665833,0.3146495521068573,0.4223487675189972,0.39213326573371887,0.33724796772003174,0.1324402391910553,0.2614712417125702,0.22068053483963013
best,0.3036847710609436,0.17036786675453186,0.25550925731658936,0.30248576402664185,0.15764084458351135,0.21979376673698425,0.19415417313575745,0.2221602350473404,0.19701723754405975,0.08007288724184036,0.1163879856467247,0.2799045741558075
engineering,0.1897483468055725,0.24021925032138824,0.14655107259750366,0.1694159358739853,0.1842334270477295,0.18080545961856842,0.17486169934272766,0.08044766634702682,0.12285586446523666,0.31800028681755066,0.1327432245016098,0.16555240750312805
school,0.18774057924747467,0.12904338538646698,0.19696208834648132,0.25444892048835754,0.32179898023605347,0.13510222733020782,0.13135014474391937,0.2144516259431839,0.09458249062299728,0.16295383870601654,0.07789392024278641,0.15091250836849213
if,0.5277165174484253,0.21155458688735962,0.3197491765022278,0.19270896911621094,0.1279524564743042,0.46499893069267273,0.34021785855293274,0.30997923016548157,1.0,0.21493224799633026,0.21779803931713104,0.4441644251346588
he,0.3114890456199646,0.30529147386550903,0.3292143940925598,0.7171558737754822,0.4997532367706299,0.24703912436962128,0.2845253646373749,0.6241704225540161,0.2152462750673294,0.12373391538858414,0.2577524781227112,0.2089974731206894
recovered,0.1780729442834854,0.20472106337547302,0.2646656334400177,0.30773478746414185,0.22619770467281342,0.1410319060087204,0.25159934163093567,0.23153316974639893,0.21779803931713104,0.06951883435249329,1.0,0.08912046253681183
from,0.2737620174884796,0.06496112048625946,0.20248863101005554,0.3195365369319916,0.19987469911575317,0.24641869962215424,0.26272761821746826,0.2413332462310791,0.23692595958709717,0.10324860364198685,0.2810422480106354,0.19969791173934937
the,0.42745697498321533,0.25075486302375793,0.34736719727516174,0.4394008219242096,0.24010279774665833,0.3146495521068573,0.4223487675189972,0.39213326573371887,0.33724796772003174,0.1324402391910553,0.2614712417125702,0.22068053483963013
illness,0.16011852025985718,0.10591057687997818,0.1755789816379547,0.3013613224029541,0.27129894495010376,0.14326824247837067,0.1602783501148224,0.23186151683330536,0.1229904517531395,0.07226704061031342,0.308276891708374,0.13208319246768951
(,0.2411840260028839,0.13750530779361725,0.18979617953300476,0.16098198294639587,0.18266165256500244,0.2345844954252243,0.29503780603408813,0.1509418487548828,0.26899856328964233,0.2156914919614792,0.0999005138874054,0.40561532974243164
his,0.26976513862609863,0.3230268657207489,0.3546801507472992,0.9999998807907104,0.5241755247116089,0.24823373556137085,0.33836179971694946,0.6629161238670349,0.19270896911621094,0.1580733060836792,0.30773478746414185,0.18075084686279297
father,0.21527598798274994,0.3100716769695282,0.3227277100086212,0.5241755247116089,1.0,0.12543904781341553,0.17124000191688538,0.47097480297088623,0.1279524564743042,0.08892767131328583,0.22619770467281342,0.14826634526252747
had,0.23849567770957947,0.26861312985420227,0.540525496006012,0.4401516616344452,0.27924787998199463,0.3033863306045532,0.4739086329936981,0.3950670063495636,0.2436254769563675,0.12050733715295792,0.4536527991294861,0.20728366076946259
originally,0.2645323872566223,0.13067442178726196,0.23196664452552795,0.2090170681476593,0.21335498988628387,0.16991522908210754,0.2333029955625534,0.21570409834384918,0.1667887568473816,0.2128673940896988,0.18896162509918213,0.07821967452764511
wanted,0.3579951524734497,0.25562161207199097,0.6432620882987976,0.3366564214229584,0.31808921694755554,0.3463161885738373,0.22451245784759521,0.39679911732673645,0.2727338373661041,0.09922599792480469,0.15865391492843628,0.24342651665210724
him,0.34912991523742676,0.4041426181793213,0.4290095865726471,0.6629161238670349,0.47097480297088623,0.2619795501232147,0.30843743681907654,1.0,0.30997923016548157,0.14682093262672424,0.23153316974639893,0.23943768441677094
to,0.455847829580307,0.29776373505592346,0.4452643394470215,0.3715193271636963,0.2544635832309723,0.497876912355423,0.4239959120750427,0.4702378511428833,0.4559597074985504,0.17548894882202148,0.2292492538690567,0.29463258385658264
enter,0.2278345823287964,0.2201743721961975,0.22387851774692535,0.18728935718536377,0.1411346048116684,0.2695767283439636,0.20629249513149261,0.22621943056583405,0.35498562455177307,0.07289578765630722,0.18680694699287415,0.11047764122486115
the,0.42745697498321533,0.25075486302375793,0.34736719727516174,0.4394008219242096,0.24010279774665833,0.3146495521068573,0.4223487675189972,0.39213326573371887,0.33724796772003174,0.1324402391910553,0.2614712417125702,0.22068053483963013
priesthood,0.22431568801403046,0.2653907537460327,0.2368517965078354,0.2844046354293823,0.2983762323856354,0.14756101369857788,0.1793447881937027,0.2867506742477417,0.21274395287036896,0.19151723384857178,0.12638817727565765,0.17457331717014313
),0.26259949803352356,0.13509105145931244,0.18584993481636047,0.18606403470039368,0.19002266228199005,0.2487562596797943,0.3069596290588379,0.1530005782842636,0.2878422141075134,0.22692398726940155,0.10214133560657501,0.42300865054130554
.,0.3567904531955719,0.1636686772108078,0.35288307070732117,0.3119256794452667,0.2509099841117859,0.3547073304653168,0.4446153938770294,0.30228540301322937,0.421799898147583,0.17949827015399933,0.25115838646888733,0.4130953550338745
