,what,does,rajan,feel,has,created,deep,financial,fault,lines,?
central,0.17723965644836426,0.17120608687400818,0.0604623481631279,0.11249427497386932,0.16198159754276276,0.23041628301143646,0.150801420211792,0.21329285204410553,0.1843661218881607,0.11713317036628723,0.14787602424621582
banking,0.17690955102443695,0.1832423210144043,0.24030828475952148,0.05525939539074898,0.1858963519334793,0.19072076678276062,0.11757580190896988,0.6269558668136597,0.15118266642093658,0.15359018743038177,0.12845630943775177
economist,0.16227665543556213,0.12617771327495575,0.27279824018478394,0.1680617481470108,0.13392169773578644,0.09562842547893524,0.01252488512545824,0.3604995608329773,0.12613578140735626,0.07992129772901535,0.15311987698078156
raghuram,0.27225401997566223,0.2303185760974884,0.49916356801986694,0.26428598165512085,0.25446873903274536,0.21851953864097595,0.2250801920890808,0.2431439608335495,0.20362330973148346,0.1546429842710495,0.20225533843040466
rajan,0.20311595499515533,0.10688859224319458,0.9999999403953552,0.1753174364566803,0.12393084168434143,0.10364805161952972,0.06684737652540207,0.2551524043083191,0.07556694000959396,0.06371323764324188,0.18364664912223816
argues,0.3211183547973633,0.306276798248291,0.08249833434820175,0.2898045778274536,0.18066540360450745,0.17361341416835785,0.12990187108516693,0.20215053856372833,0.12650355696678162,0.07993816584348679,0.20733967423439026
that,0.6297725439071655,0.4764937460422516,0.14530541002750397,0.41628018021583557,0.41272613406181335,0.3583657741546631,0.22490262985229492,0.2712239921092987,0.3191380500793457,0.2779782712459564,0.32716336846351624
``,0.008517155423760414,0.06539655476808548,0.1188906580209732,-0.007424930110573769,0.06254398077726364,3.665990152512677e-05,-0.046521179378032684,0.006819175090640783,-0.02623194269835949,0.07376645505428314,0.0685480609536171
systematic,0.2752337157726288,0.11810655146837234,0.17408695816993713,0.1352097988128662,0.12294240295886993,0.12307722121477127,0.161641925573349,0.25954076647758484,0.15130692720413208,0.19109712541103363,0.14940129220485687
economic,0.18082544207572937,0.14175917208194733,0.18428689241409302,0.19394661486148834,0.2052665501832962,0.17376670241355896,0.10937099903821945,0.5105793476104736,0.13255484402179718,0.13642823696136475,0.1206481084227562
inequalities,0.2880789637565613,0.255476713180542,0.11513952165842056,0.2204868048429489,0.17111168801784515,0.1726554036140442,0.13080741465091705,0.246312215924263,0.1596536934375763,0.24919863045215607,0.19635117053985596
",",0.3087472915649414,0.28617382049560547,0.18188756704330444,0.23670589923858643,0.3734780251979828,0.2755771577358246,0.22977717220783234,0.25465908646583557,0.2584017217159271,0.23323656618595123,0.31091248989105225
within,0.2498195916414261,0.29514265060424805,0.13402777910232544,0.19047290086746216,0.30466988682746887,0.2344987392425537,0.22823475301265717,0.20924530923366547,0.1477394700050354,0.2604023516178131,0.1870293766260147
the,0.42745697498321533,0.35928019881248474,0.1822163164615631,0.264497846364975,0.4177538752555847,0.3539263904094696,0.26388582587242126,0.29952070116996765,0.2534576952457428,0.28391990065574646,0.22068053483963013
