,other,than,7,and,13,",",what,other,year,interval,do,cicadas,pupate,?
they,0.5182796120643616,0.3383907079696655,-0.2326871007680893,0.5073080658912659,-0.05365563556551933,0.390799880027771,0.4431931674480438,0.5182796120643616,0.22890345752239227,0.22162802517414093,0.4667694866657257,0.40057238936424255,0.39157944917678833,0.2753053903579712
only,0.43831267952919006,0.4272705018520355,-0.18451572954654694,0.4542345404624939,0.00635133171454072,0.4220978021621704,0.41415658593177795,0.43831267952919006,0.2698895335197449,0.2651197910308838,0.36438748240470886,0.2803265452384949,0.23812022805213928,0.2767370045185089
pupate,0.26937440037727356,0.21598494052886963,-0.2521706223487854,0.29340898990631104,-0.0304444320499897,0.23987261950969696,0.2539680302143097,0.26937440037727356,0.20439700782299042,0.25409284234046936,0.3037707805633545,0.4946419894695282,0.9999998807907104,0.1433461755514145
and,0.5504306554794312,0.39361441135406494,-0.012642918154597282,1.0,0.05119633674621582,0.6633074283599854,0.31309178471565247,0.5504306554794312,0.2506658732891083,0.17268961668014526,0.276123583316803,0.3113635182380676,0.29340898990631104,0.20544172823429108
then,0.308794766664505,0.24344494938850403,-0.13676263391971588,0.4372139573097229,0.04050396382808685,0.36768391728401184,0.4072686731815338,0.308794766664505,0.24939334392547607,0.2344944328069687,0.27838701009750366,0.16302421689033508,0.31284233927726746,0.2884598970413208
emerge,0.2435404509305954,0.10283741354942322,-0.2194606065750122,0.21573835611343384,-0.005421828478574753,0.184362530708313,0.2784773111343384,0.2435404509305954,0.15284720063209534,0.2055712342262268,0.2455587536096573,0.29076653718948364,0.35815688967704773,0.15701720118522644
from,0.30141791701316833,0.2633618414402008,-0.12703488767147064,0.3601827025413513,0.059860628098249435,0.39760664105415344,0.2737620174884796,0.30141791701316833,0.2101740688085556,0.09422832727432251,0.20424067974090576,0.22004687786102295,0.24133509397506714,0.19969791173934937
their,0.456295371055603,0.30367133021354675,-0.21818257868289948,0.45114588737487793,-0.019233347848057747,0.3045167922973633,0.35142919421195984,0.456295371055603,0.20591455698013306,0.20099948346614838,0.35424983501434326,0.3341064453125,0.34725889563560486,0.1898253709077835
burrows,0.17153745889663696,0.1827709823846817,-0.13108614087104797,0.26520606875419617,0.015791354700922966,0.20462952554225922,0.1268690675497055,0.17153745889663696,0.0809105932712555,0.14956092834472656,0.19067025184631348,0.4343039393424988,0.41907674074172974,0.1994825154542923
after,0.18459384143352509,0.20929968357086182,-0.120082326233387,0.3765919506549835,0.13578486442565918,0.38860568404197693,0.21973377466201782,0.18459384143352509,0.336445689201355,0.143287792801857,0.20534609258174896,0.14195476472377777,0.24772495031356812,0.16608688235282898
7,-0.17409192025661469,-0.13068507611751556,1.0,-0.012642918154597282,0.05626780539751053,0.07715427130460739,-0.1699475795030594,-0.17409192025661469,-0.12103487551212311,-0.23410260677337646,-0.18881750106811523,-0.17089034616947174,-0.2521706223487854,-0.15092156827449799
",",0.4446498453617096,0.3371901512145996,0.07715427130460739,0.6633074283599854,0.028695285320281982,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.28560417890548706,0.16855499148368835,0.3283645510673523,0.3178403973579407,0.23987261950969696,0.31091248989105225
13,-0.06464125961065292,-0.09491273760795593,0.05626780539751053,0.05119633674621582,0.9999999403953552,0.028695285320281982,-0.0796622633934021,-0.06464125961065292,0.044694337993860245,-0.020332539454102516,-0.05838824436068535,-0.05848098546266556,-0.0304444320499897,-0.11384815722703934
or,0.5325124859809875,0.5002588033676147,-0.19248951971530914,0.4713204801082611,-0.0302748940885067,0.3769497275352478,0.33867141604423523,0.5325124859809875,0.21137036383152008,0.30179592967033386,0.39439281821250916,0.33123302459716797,0.29630500078201294,0.32389625906944275
17,0.1269550919532776,0.0497177354991436,0.009370227344334126,0.11462654173374176,0.015723906457424164,0.1536172777414322,0.1129629984498024,0.1269550919532776,0.15606360137462616,0.21146652102470398,0.15895594656467438,0.09307748079299927,0.04980788752436638,0.17603135108947754
years,0.21128752827644348,0.2976750135421753,-0.10015291720628738,0.300204873085022,0.08301357179880142,0.2589467465877533,0.1981470286846161,0.21128752827644348,0.5195499062538147,0.18278974294662476,0.180253803730011,0.19873733818531036,0.20940877497196198,0.1914375126361847
",",0.4446498453617096,0.3371901512145996,0.07715427130460739,0.6633074283599854,0.028695285320281982,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.28560417890548706,0.16855499148368835,0.3283645510673523,0.3178403973579407,0.23987261950969696,0.31091248989105225
at,0.24329762160778046,0.27679139375686646,-0.0963708683848381,0.3571503460407257,-0.0434831939637661,0.38314947485923767,0.2838611304759979,0.24329762160778046,0.3146436810493469,0.1896907091140747,0.1511090099811554,0.13099846243858337,0.23650288581848145,0.21978627145290375
which,0.50507652759552,0.3974681496620178,-0.21589960157871246,0.506277859210968,0.020414112135767937,0.3658004403114319,0.5261979103088379,0.50507652759552,0.242343008518219,0.3218751549720764,0.31153854727745056,0.3489411175251007,0.3085305988788605,0.25814583897590637
point,0.24576379358768463,0.21799813210964203,-0.058170635253190994,0.23319636285305023,-0.02153717912733555,0.28971099853515625,0.3286605179309845,0.24576379358768463,0.19885413348674774,0.3114323019981384,0.22790415585041046,0.08347293734550476,0.1448749601840973,0.19189560413360596
they,0.5182796120643616,0.3383907079696655,-0.2326871007680893,0.5073080658912659,-0.05365563556551933,0.390799880027771,0.4431931674480438,0.5182796120643616,0.22890345752239227,0.22162802517414093,0.4667694866657257,0.40057238936424255,0.39157944917678833,0.2753053903579712
fly,0.1798219531774521,0.2154352366924286,-0.14102600514888763,0.1903967410326004,-0.016456864774227142,0.21246083080768585,0.16755075752735138,0.1798219531774521,0.1549524962902069,0.14656029641628265,0.2333333045244217,0.3182189166545868,0.36049261689186096,0.14858663082122803
about,0.3130497336387634,0.40586400032043457,-0.102098248898983,0.3875081241130829,-0.022501841187477112,0.3877100944519043,0.47976887226104736,0.3130497336387634,0.2995435297489166,0.21787230670452118,0.3183841109275818,0.2642865478992462,0.23677274584770203,0.302409827709198
