,what,did,european,chemists,make,that,could,be,used,in,warfare,?
european,0.15324164927005768,0.2440035194158554,0.9999998807907104,0.14178051054477692,0.15440261363983154,0.2049320936203003,0.17174828052520752,0.13481922447681427,0.2391810566186905,0.23319172859191895,0.1769317239522934,0.14560863375663757
chemists,0.28497299551963806,0.22646848857402802,0.14178051054477692,1.0,0.31279367208480835,0.2786571979522705,0.21611888706684113,0.26201847195625305,0.303670197725296,0.1988391876220703,0.34712186455726624,0.17960865795612335
made,0.23419176042079926,0.3068731725215912,0.19165468215942383,0.22359797358512878,0.613452136516571,0.3437977731227875,0.2846693694591522,0.42541688680648804,0.3574022352695465,0.25271502137184143,0.20777468383312225,0.17218779027462006
deadly,0.21675419807434082,0.2064650058746338,0.17482951283454895,0.14884790778160095,0.22547967731952667,0.32309019565582275,0.21717441082000732,0.2573416829109192,0.2708250880241394,0.2245185375213623,0.3040984272956848,0.1889878809452057
explosives,0.14416596293449402,0.15395388007164001,0.1534300148487091,0.3409801423549652,0.25693967938423157,0.21423053741455078,0.21428564190864563,0.26108163595199585,0.3620520830154419,0.23972438275814056,0.40052077174186707,0.13043443858623505
that,0.6297725439071655,0.47518548369407654,0.2049320936203003,0.2786571979522705,0.48783382773399353,1.0,0.5584503412246704,0.6036020517349243,0.37621384859085083,0.435920387506485,0.23079130053520203,0.32716336846351624
could,0.4188697934150696,0.6308382749557495,0.17174828052520752,0.21611888706684113,0.40028688311576843,0.5584503412246704,0.9999998807907104,0.4791525900363922,0.3978976011276245,0.29357993602752686,0.23196478188037872,0.3411986827850342
be,0.3929833769798279,0.22657383978366852,0.13481922447681427,0.26201847195625305,0.4759829044342041,0.6036020517349243,0.4791525900363922,1.0,0.3731876611709595,0.3481820821762085,0.1869751662015915,0.3324260413646698
used,0.27546408772468567,0.30443844199180603,0.2391810566186905,0.303670197725296,0.37677720189094543,0.37621384859085083,0.3978976011276245,0.3731876611709595,0.9999998807907104,0.3090210556983948,0.30963945388793945,0.22430120408535004
in,0.30808621644973755,0.2593238651752472,0.23319172859191895,0.1988391876220703,0.268858402967453,0.435920387506485,0.29357993602752686,0.3481820821762085,0.3090210556983948,1.0,0.25275883078575134,0.20430970191955566
combat,0.18828098475933075,0.1758209764957428,0.19014455378055573,0.18868418037891388,0.16464145481586456,0.20061065256595612,0.21320894360542297,0.1639244258403778,0.21445979177951813,0.2365685999393463,0.49340441823005676,0.1854066550731659
",",0.3087472915649414,0.3015086054801941,0.19684812426567078,0.20099078118801117,0.324553906917572,0.4137537479400635,0.27399855852127075,0.39254459738731384,0.3120402991771698,0.5201468467712402,0.20575781166553497,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.24143946170806885,0.16466282308101654,0.4160483181476593,0.4731321930885315,0.3385082483291626,0.41766801476478577,0.3150506615638733,0.4954058527946472,0.2182304859161377,0.20544172823429108
with,0.2464839518070221,0.25472134351730347,0.19647395610809326,0.17759227752685547,0.39503780007362366,0.4154358208179474,0.32055896520614624,0.36101722717285156,0.3047430217266083,0.4080928862094879,0.21802058815956116,0.2433311939239502
innovations,0.12698571383953094,0.19467175006866455,0.2858413755893707,0.22471559047698975,0.25152093172073364,0.22250261902809143,0.23832209408283234,0.1891009360551834,0.21381442248821259,0.23880282044410706,0.30307909846305847,0.1672694981098175
in,0.30808621644973755,0.2593238651752472,0.23319172859191895,0.1988391876220703,0.268858402967453,0.435920387506485,0.29357993602752686,0.3481820821762085,0.3090210556983948,1.0,0.25275883078575134,0.20430970191955566
machinery,0.19969290494918823,0.1714453101158142,0.16456572711467743,0.2941007912158966,0.3067593574523926,0.28520283102989197,0.2855926752090454,0.2629745304584503,0.3579390347003937,0.2546854317188263,0.2792297303676605,0.13786892592906952
they,0.4431931674480438,0.4879390597343445,0.2306637316942215,0.30881619453430176,0.468421995639801,0.5710820555686951,0.5337496995925903,0.4858434796333313,0.37411078810691833,0.4330179989337921,0.2532399594783783,0.2753053903579712
were,0.22298263013362885,0.4162326455116272,0.21272888779640198,0.216644749045372,0.2902480363845825,0.35517072677612305,0.40738195180892944,0.4064064621925354,0.27636459469795227,0.3815755248069763,0.26906102895736694,0.17890112102031708
able,0.3404487371444702,0.43777281045913696,0.13972561061382294,0.23434075713157654,0.4362586736679077,0.4536534547805786,0.619264543056488,0.3856765329837799,0.4161973297595978,0.23456627130508423,0.18348419666290283,0.260649710893631
to,0.455847829580307,0.4452643394470215,0.21011990308761597,0.27600815892219543,0.497876912355423,0.5436353087425232,0.5461788773536682,0.4972836375236511,0.40058770775794983,0.45010748505592346,0.17279815673828125,0.29463258385658264
manufacture,0.2040826678276062,0.18576623499393463,0.22475311160087585,0.28230372071266174,0.34171372652053833,0.27224716544151306,0.2671966552734375,0.2503049969673157,0.38079527020454407,0.20208027958869934,0.28302228450775146,0.14693763852119446
improved,0.2572605311870575,0.27103501558303833,0.1711491495370865,0.20837897062301636,0.28164732456207275,0.31790825724601746,0.35065144300460815,0.3014754056930542,0.2998279929161072,0.2403203547000885,0.2296997308731079,0.22755856812000275
firearms,0.16798363626003265,0.2568351626396179,0.11904926598072052,0.22606930136680603,0.23099733889102936,0.2585722804069519,0.280741423368454,0.22542732954025269,0.2751471698284149,0.1630704700946808,0.33841606974601746,0.17999312281608582
.,0.3567904531955719,0.35288307070732117,0.2095622420310974,0.22624310851097107,0.3547073304653168,0.4460422694683075,0.3200591504573822,0.4383580684661865,0.33111312985420227,0.5591574311256409,0.22986048460006714,0.4130953550338745
