,what,network,was,known,for,dramas,such,as,sherlock,holmes,?
abc,0.1317344456911087,0.4295894205570221,0.21565799415111542,0.1306922435760498,0.22510288655757904,0.34826603531837463,0.12735801935195923,0.2286096066236496,0.24716529250144958,0.2253948599100113,0.19065172970294952
became,0.1434093862771988,0.12052763253450394,0.6575068235397339,0.34763747453689575,0.3017078936100006,0.18540361523628235,0.15453121066093445,0.3482101261615753,0.10071597248315811,0.1171109527349472,0.11374033987522125
an,0.2821882665157318,0.22587502002716064,0.3694365322589874,0.3156754970550537,0.3236706852912903,0.1352953463792801,0.2025681436061859,0.37218472361564636,0.20033125579357147,0.20233500003814697,0.19793890416622162
aggressive,0.22621764242649078,0.08235134184360504,0.1492425501346588,0.21330922842025757,0.2695269286632538,0.19268149137496948,0.23550406098365784,0.2663242816925049,0.15608608722686768,0.13035684823989868,0.16846291720867157
competitor,0.14049206674098969,0.28239986300468445,0.3039230406284332,0.22557687759399414,0.21114175021648407,0.13169945776462555,0.24085110425949097,0.28302639722824097,0.061701998114585876,0.1304149031639099,0.11364347487688065
to,0.455847829580307,0.25940340757369995,0.3636345863342285,0.14337651431560516,0.4451248347759247,0.21441017091274261,0.2871878743171692,0.42092081904411316,0.2366451621055603,0.23501251637935638,0.29463258385658264
nbc,0.1638578325510025,0.4656192362308502,0.251334547996521,0.1907835155725479,0.22503440082073212,0.3677695691585541,0.16755664348602295,0.25748270750045776,0.2420308142900467,0.26786476373672485,0.1680917739868164
and,0.31309178471565247,0.27591994404792786,0.3740963041782379,0.3468935489654541,0.5064792633056641,0.30852779746055603,0.44540345668792725,0.49487000703811646,0.28000468015670776,0.21746952831745148,0.20544172823429108
cbs,0.1950361132621765,0.4702880382537842,0.26256829500198364,0.1980065405368805,0.20941372215747833,0.33637070655822754,0.13960908353328705,0.21606822311878204,0.2526646852493286,0.2926419675350189,0.14594407379627228
when,0.4700249433517456,0.19011130928993225,0.37326499819755554,0.1836930811405182,0.43402108550071716,0.1864224374294281,0.27679547667503357,0.4437963366508484,0.18902164697647095,0.18640165030956268,0.22841128706932068
",",0.3087472915649414,0.1932937651872635,0.45456063747406006,0.3604377806186676,0.4464869201183319,0.24157552421092987,0.39626169204711914,0.48816442489624023,0.27682504057884216,0.23862560093402863,0.31091248989105225
continuing,0.28147760033607483,0.17784954607486725,0.24030117690563202,0.18126200139522552,0.28343045711517334,0.26687467098236084,0.3025982081890106,0.28998178243637085,0.17007677257061005,0.1350097358226776,0.16484299302101135
nbc,0.1638578325510025,0.4656192362308502,0.251334547996521,0.1907835155725479,0.22503440082073212,0.3677695691585541,0.16755664348602295,0.25748270750045776,0.2420308142900467,0.26786476373672485,0.1680917739868164
blue,0.17981211841106415,0.16397789120674133,0.15539668500423431,0.146797776222229,0.20842581987380981,0.16746434569358826,0.15105049312114716,0.203675776720047,0.16062365472316742,0.09375832229852676,0.15668673813343048
's,0.02692362666130066,0.07819218933582306,0.008974763564765453,0.008368984796106815,-0.07241261005401611,0.050469767302274704,0.05073437839746475,-0.05775856226682663,0.051930420100688934,0.08096485584974289,-0.023395681753754616
traditions,0.253129243850708,0.13720281422138214,0.18152238428592682,0.2062191367149353,0.2183205485343933,0.31427425146102905,0.2664225399494171,0.22718091309070587,0.13152360916137695,0.1678919643163681,0.18007412552833557
of,0.33290785551071167,0.21800683438777924,0.4069072902202606,0.35814476013183594,0.4185989499092102,0.21965396404266357,0.3209529519081116,0.3886612355709076,0.22019080817699432,0.20503222942352295,0.1826142966747284
public,0.1729622185230255,0.29048487544059753,0.2513592839241028,0.20257171988487244,0.3092794418334961,0.24317221343517303,0.21115711331367493,0.2423635572195053,0.1869993507862091,0.2289128452539444,0.19872993230819702
service,0.16857224702835083,0.30970117449760437,0.22689001262187958,0.11348580569028854,0.31237727403640747,0.1308199018239975,0.13916566967964172,0.21829554438591003,0.1417616605758667,0.19714108109474182,0.1676298975944519
",",0.3087472915649414,0.1932937651872635,0.45456063747406006,0.3604377806186676,0.4464869201183319,0.24157552421092987,0.39626169204711914,0.48816442489624023,0.27682504057884216,0.23862560093402863,0.31091248989105225
it,0.45803478360176086,0.27817267179489136,0.4577186405658722,0.2640952467918396,0.32171204686164856,0.24208004772663116,0.28879642486572266,0.4461488723754883,0.175033301115036,0.1578489989042282,0.25732165575027466
aired,0.1692323386669159,0.48115918040275574,0.27861282229423523,0.1538524329662323,0.14468124508857727,0.4004943072795868,0.093369260430336,0.17256414890289307,0.22655142843723297,0.1628032922744751,0.22283338010311127
symphony,0.19123253226280212,0.17038851976394653,0.2468787431716919,0.20554503798484802,0.22708956897258759,0.3064954876899719,0.10333053022623062,0.17370790243148804,0.2402324676513672,0.14353497326374054,0.13833048939704895
performances,0.173678919672966,0.18470928072929382,0.27663108706474304,0.25853636860847473,0.35712283849716187,0.44364380836486816,0.22660472989082336,0.2778730094432831,0.23428401350975037,0.19466957449913025,0.15137696266174316
conducted,0.13546347618103027,0.1659429669380188,0.28831079602241516,0.23062585294246674,0.27309373021125793,0.2148342728614807,0.18224895000457764,0.19096605479717255,0.1677202433347702,0.16837455332279205,0.1105341762304306
by,0.2455483376979828,0.214903324842453,0.4752357602119446,0.24461808800697327,0.3248702883720398,0.2487950474023819,0.2736194431781769,0.3815547823905945,0.22678524255752563,0.12665484845638275,0.17966607213020325
paul,0.11217030137777328,0.12455116957426071,0.24299268424510956,0.19233189523220062,0.18398262560367584,0.1506209671497345,0.06516189128160477,0.18547500669956207,0.18078719079494476,0.16769687831401825,0.16611461341381073
whiteman,0.1951242983341217,0.12470221519470215,0.2798396348953247,0.17226870357990265,0.23369009792804718,0.21825136244297028,0.17893286049365997,0.30931082367897034,0.30115094780921936,0.38506293296813965,0.20019450783729553
",",0.3087472915649414,0.1932937651872635,0.45456063747406006,0.3604377806186676,0.4464869201183319,0.24157552421092987,0.39626169204711914,0.48816442489624023,0.27682504057884216,0.23862560093402863,0.31091248989105225
performances,0.173678919672966,0.18470928072929382,0.27663108706474304,0.25853636860847473,0.35712283849716187,0.44364380836486816,0.22660472989082336,0.2778730094432831,0.23428401350975037,0.19466957449913025,0.15137696266174316
from,0.2737620174884796,0.13736474514007568,0.31171464920043945,0.18996182084083557,0.314039945602417,0.2155272364616394,0.24813218414783478,0.3251767158508301,0.10696516185998917,0.11346285045146942,0.19969791173934937
the,0.42745697498321533,0.27187061309814453,0.48711544275283813,0.3624623417854309,0.4739971458911896,0.25984838604927063,0.3575236201286316,0.48381632566452026,0.26700347661972046,0.2775551378726959,0.22068053483963013
metropolitan,0.15624397993087769,0.22099387645721436,0.21671748161315918,0.1572691947221756,0.17236565053462982,0.14974579215049744,0.08421055972576141,0.17416566610336304,0.10765320062637329,0.15698669850826263,0.1861504763364792
opera,0.19126243889331818,0.19037145376205444,0.24672111868858337,0.16891998052597046,0.22579056024551392,0.40548157691955566,0.09104415774345398,0.18150544166564941,0.27278047800064087,0.15878510475158691,0.12079104036092758
",",0.3087472915649414,0.1932937651872635,0.45456063747406006,0.3604377806186676,0.4464869201183319,0.24157552421092987,0.39626169204711914,0.48816442489624023,0.27682504057884216,0.23862560093402863,0.31091248989105225
