,what,percentage,of,funds,were,given,as,charitable,funds,to,causes,in,and,around,san,francisco,?
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.23871955275535583,0.3906462490558624,0.37508252263069153,0.48381632566452026,0.2496783286333084,0.23871955275535583,0.535392165184021,0.2518732249736786,0.6662389636039734,0.5171257257461548,0.40085816383361816,0.2858080565929413,0.25086042284965515,0.22068053483963013
super,0.13651713728904724,0.1839606761932373,0.14718765020370483,0.09607096761465073,0.18743500113487244,0.11709477752447128,0.21450649201869965,0.0891672670841217,0.09607096761465073,0.17783479392528534,0.09205693006515503,0.18576006591320038,0.18368244171142578,0.1288387030363083,0.15279507637023926,0.1658499836921692,0.166326642036438
bowl,0.15942467749118805,0.20793026685714722,0.2243070751428604,0.09463980793952942,0.17085392773151398,0.14503885805606842,0.14539222419261932,0.10967394709587097,0.09463980793952942,0.16993016004562378,0.12077608704566956,0.17236235737800598,0.1698254644870758,0.13265609741210938,0.18508543074131012,0.20152677595615387,0.21118052303791046
50,-0.04124141484498978,0.02164030633866787,0.006577443331480026,-0.038049157708883286,0.025104328989982605,-0.01942744106054306,-0.0016074778977781534,0.05105019360780716,-0.038049157708883286,-0.024239253252744675,0.07143232971429825,0.021892361342906952,0.0032697415444999933,0.11238142848014832,0.02022494748234749,-0.012375159189105034,0.030512850731611252
host,0.12779991328716278,0.07964858412742615,0.1709926575422287,0.17900797724723816,0.0860249325633049,0.12202418595552444,0.19779783487319946,0.17035697400569916,0.17900797724723816,0.18300798535346985,0.22873517870903015,0.21661671996116638,0.2797408998012543,0.13275960087776184,0.16593219339847565,0.14032593369483948,0.1021634042263031
committee,0.18195343017578125,0.1583431512117386,0.2920650243759155,0.2933695912361145,0.18712204694747925,0.20875592529773712,0.1826688051223755,0.28939294815063477,0.2933695912361145,0.24979650974273682,0.09374245256185532,0.2107008546590805,0.22311176359653473,0.12363535165786743,0.15474724769592285,0.14500316977500916,0.12144632637500763
has,0.20338068902492523,0.21051472425460815,0.3909035325050354,0.1574515849351883,0.2784052789211273,0.28702312707901,0.351646363735199,0.15970808267593384,0.1574515849351883,0.3619994819164276,0.21773695945739746,0.4173259735107422,0.43716782331466675,0.3532881736755371,0.18902096152305603,0.1327187716960907,0.15994466841220856
vowed,0.1351824551820755,0.18487724661827087,0.2083924561738968,0.29487144947052,0.2716868221759796,0.1835535615682602,0.1233200654387474,0.18638357520103455,0.29487144947052,0.24235005676746368,0.08112191408872604,0.1979874223470688,0.2087344229221344,0.12469323724508286,0.07389138638973236,0.05690997838973999,0.14173133671283722
to,0.455847829580307,0.25744274258613586,0.41548454761505127,0.33157411217689514,0.31913647055625916,0.3428947925567627,0.42092081904411316,0.2233010083436966,0.33157411217689514,1.0,0.2537674903869629,0.45010748505592346,0.48971283435821533,0.3591267168521881,0.21651452779769897,0.21318043768405914,0.29463258385658264
be,0.3929833769798279,0.28804606199264526,0.33904364705085754,0.2243211716413498,0.4064064621925354,0.2965909540653229,0.5230465531349182,0.195198193192482,0.2243211716413498,0.4972836375236511,0.23375074565410614,0.3481820821762085,0.41766801476478577,0.2566564679145813,0.10896842181682587,0.10807634890079498,0.3324260413646698
``,0.008517155423760414,0.17982427775859833,0.06780257821083069,0.05205647647380829,0.006090171169489622,0.044645439833402634,0.03910288214683533,0.00767940329387784,0.05205647647380829,0.06720756739377975,0.07334253937005997,0.04765888676047325,0.036644238978624344,0.052384864538908005,-0.013664762489497662,-0.016306333243846893,0.0685480609536171
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.23871955275535583,0.3906462490558624,0.37508252263069153,0.48381632566452026,0.2496783286333084,0.23871955275535583,0.535392165184021,0.2518732249736786,0.6662389636039734,0.5171257257461548,0.40085816383361816,0.2858080565929413,0.25086042284965515,0.22068053483963013
most,0.3219912350177765,0.31981152296066284,0.4178851246833801,0.12666885554790497,0.3543298542499542,0.2519000172615051,0.3548237979412079,0.2201436161994934,0.12666885554790497,0.321603000164032,0.25081974267959595,0.41416558623313904,0.4309377074241638,0.36405929923057556,0.19508418440818787,0.16286443173885345,0.2107497900724411
giving,0.28628480434417725,0.2653310000896454,0.3440891206264496,0.2606632709503174,0.22206149995326996,0.5795263648033142,0.30383536219596863,0.28198832273483276,0.2606632709503174,0.36088186502456665,0.17990750074386597,0.24607835710048676,0.32261931896209717,0.27586793899536133,0.13705335557460785,0.1155874952673912,0.2052922248840332
super,0.13651713728904724,0.1839606761932373,0.14718765020370483,0.09607096761465073,0.18743500113487244,0.11709477752447128,0.21450649201869965,0.0891672670841217,0.09607096761465073,0.17783479392528534,0.09205693006515503,0.18576006591320038,0.18368244171142578,0.1288387030363083,0.15279507637023926,0.1658499836921692,0.166326642036438
bowl,0.15942467749118805,0.20793026685714722,0.2243070751428604,0.09463980793952942,0.17085392773151398,0.14503885805606842,0.14539222419261932,0.10967394709587097,0.09463980793952942,0.16993016004562378,0.12077608704566956,0.17236235737800598,0.1698254644870758,0.13265609741210938,0.18508543074131012,0.20152677595615387,0.21118052303791046
ever,0.3486426770687103,0.25359976291656494,0.22901833057403564,0.1570986807346344,0.3145204186439514,0.22611179947853088,0.26918694376945496,0.17200212180614471,0.1570986807346344,0.33233755826950073,0.13662615418434143,0.31014615297317505,0.22324110567569733,0.25063031911849976,0.18614521622657776,0.12108264118432999,0.3358461856842041
'',0.08143015950918198,-0.03317117318511009,0.13035868108272552,-0.00784914568066597,0.007215402089059353,0.10763400048017502,0.006628023460507393,-0.04829336702823639,-0.00784914568066597,-0.009905828163027763,0.01131901890039444,0.07432962208986282,0.021612688899040222,-0.025410326197743416,0.10309749841690063,0.04776419699192047,0.018684765323996544
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.20136137306690216,0.36755475401878357,0.2843315005302429,0.48816442489624023,0.24746523797512054,0.20136137306690216,0.44245919585227966,0.3057606518268585,0.5201468467712402,0.6633074283599854,0.3298884332180023,0.25561806559562683,0.22144022583961487,0.31091248989105225
and,0.31309178471565247,0.24926191568374634,0.5116966962814331,0.24975134432315826,0.42175528407096863,0.30185943841934204,0.49487000703811646,0.25795939564704895,0.24975134432315826,0.48971283435821533,0.2964467406272888,0.4954058527946472,1.0,0.34341543912887573,0.23541347682476044,0.2290353924036026,0.20544172823429108
will,0.3510494530200958,0.2692832052707672,0.2473582625389099,0.2629363238811493,0.19863811135292053,0.3105083107948303,0.3047071695327759,0.24351505935192108,0.2629363238811493,0.5091033577919006,0.35433992743492126,0.2580665349960327,0.35983073711395264,0.2739262580871582,0.12740331888198853,0.14120645821094513,0.35046905279159546
dedicate,0.21782833337783813,0.11091975122690201,0.2261621206998825,0.29088160395622253,0.11998636275529861,0.21785485744476318,0.1926838457584381,0.33217766880989075,0.29088160395622253,0.31129929423332214,0.1315036416053772,0.1620335727930069,0.19808702170848846,0.22076648473739624,0.13333703577518463,0.14371638000011444,0.20456856489181519
25,0.12916474044322968,0.16917291283607483,0.13541533052921295,0.11907119303941727,0.2546047866344452,0.1976342499256134,0.14808721840381622,0.11188266426324844,0.11907119303941727,0.12336429208517075,-0.019751587882637978,0.14793018996715546,0.10243383049964905,0.14283327758312225,0.04026952013373375,-0.0012385665904730558,0.09614268690347672
percent,0.2506202459335327,0.7300876379013062,0.3004763424396515,0.2605264186859131,0.1999807208776474,0.19620606303215027,0.17814046144485474,0.25229382514953613,0.2605264186859131,0.2143162339925766,0.26338085532188416,0.24886950850486755,0.250046968460083,0.27108684182167053,0.14628292620182037,0.11362450569868088,0.14671556651592255
of,0.33290785551071167,0.24724560976028442,1.0,0.24558281898498535,0.34038281440734863,0.39388060569763184,0.3886612355709076,0.25130364298820496,0.24558281898498535,0.41548454761505127,0.2544642984867096,0.5696388483047485,0.5116966962814331,0.3296394646167755,0.25237205624580383,0.19117538630962372,0.1826142966747284
all,0.41981086134910583,0.37048232555389404,0.42798417806625366,0.25273916125297546,0.4387909770011902,0.2496354579925537,0.33195313811302185,0.2038680911064148,0.25273916125297546,0.42520734667778015,0.14416009187698364,0.3335905969142914,0.4542157053947449,0.32713553309440613,0.16775812208652496,0.1585932821035385,0.29575422406196594
money,0.2704482674598694,0.2923174202442169,0.23114095628261566,0.5706899762153625,0.27462732791900635,0.28847888112068176,0.17608045041561127,0.4397679567337036,0.5706899762153625,0.3124290704727173,0.13710561394691467,0.2393328845500946,0.3070235550403595,0.19414781033992767,0.185432568192482,0.17525018751621246,0.2069680541753769
