,who,considers,los,angeles,county,to,be,a,separate,metropolitan,area,?
to,0.42656609416007996,0.34938570857048035,0.19904789328575134,0.20994949340820312,0.15845301747322083,1.0,0.4972836375236511,0.45503583550453186,0.3234710395336151,0.1725575476884842,0.2797197997570038,0.29463258385658264
the,0.3733934462070465,0.3659789562225342,0.2502395510673523,0.24588194489479065,0.21715226769447327,0.535392165184021,0.4248143136501312,0.5829201340675354,0.3612915575504303,0.24378018081188202,0.37834644317626953,0.22068053483963013
east,0.20229652523994446,0.12831084430217743,0.17299626767635345,0.16131658852100372,0.2639235258102417,0.24717837572097778,0.1417342573404312,0.18767057359218597,0.1637052297592163,0.25999706983566284,0.39479681849479675,0.10070597380399704
",",0.3365725874900818,0.34394001960754395,0.242568701505661,0.23721925914287567,0.26861095428466797,0.44245919585227966,0.39254459738731384,0.427140474319458,0.2999747693538666,0.2417047619819641,0.2664283812046051,0.31091248989105225
the,0.3733934462070465,0.3659789562225342,0.2502395510673523,0.24588194489479065,0.21715226769447327,0.535392165184021,0.4248143136501312,0.5829201340675354,0.3612915575504303,0.24378018081188202,0.37834644317626953,0.22068053483963013
united,0.21193812787532806,0.214178666472435,0.2349139302968979,0.253493070602417,0.34089362621307373,0.2715383470058441,0.20382754504680634,0.2732578217983246,0.20086796581745148,0.25768691301345825,0.24972930550575256,0.17266890406608582
states,0.21313154697418213,0.24375280737876892,0.2500098645687103,0.27101314067840576,0.348297119140625,0.2828785181045532,0.24637973308563232,0.24708621203899384,0.22780083119869232,0.2378065437078476,0.2400316596031189,0.16272737085819244
census,0.147708460688591,0.10869114100933075,0.17045436799526215,0.1844143569469452,0.4988532066345215,0.16890135407447815,0.12810669839382172,0.13645486533641815,0.14486165344715118,0.3865426480770111,0.3549148142337799,0.12548218667507172
bureau,0.18711698055267334,0.1968930959701538,0.1828470528125763,0.22013340890407562,0.382977157831192,0.22318093478679657,0.1420774906873703,0.2171967327594757,0.13943691551685333,0.3676573634147644,0.35888001322746277,0.12716132402420044
considers,0.3216301202774048,1.0,0.148189976811409,0.18593829870224,0.0647013932466507,0.34938570857048035,0.38631290197372437,0.34029877185821533,0.22596919536590576,0.16097593307495117,0.18307331204414368,0.28599849343299866
the,0.3733934462070465,0.3659789562225342,0.2502395510673523,0.24588194489479065,0.21715226769447327,0.535392165184021,0.4248143136501312,0.5829201340675354,0.3612915575504303,0.24378018081188202,0.37834644317626953,0.22068053483963013
san,0.19863182306289673,0.13699646294116974,0.45418909192085266,0.4276162087917328,0.25673016905784607,0.21651452779769897,0.10896842181682587,0.19931553304195404,0.1358056217432022,0.22343556582927704,0.22260162234306335,0.10952327400445938
bernardino,0.14287805557250977,0.13240434229373932,0.39600813388824463,0.38698744773864746,0.3130541443824768,0.2179812788963318,0.11563974618911743,0.2018822580575943,0.10695548355579376,0.3172343373298645,0.2726062834262848,0.11443846672773361
and,0.41279885172843933,0.3573801815509796,0.22504177689552307,0.2403915673494339,0.2045455276966095,0.48971283435821533,0.41766801476478577,0.3739250600337982,0.334524005651474,0.19939453899860382,0.3044000566005707,0.20544172823429108
riverside,0.1819869726896286,0.18056897819042206,0.41264840960502625,0.41846179962158203,0.3861706852912903,0.17074929177761078,0.12743838131427765,0.26928579807281494,0.16605429351329803,0.4101482331752777,0.271809458732605,0.10042606294155121
county,0.1724010556936264,0.0647013932466507,0.21694007515907288,0.22907856106758118,1.0,0.15845301747322083,0.10040289163589478,0.19835104048252106,0.10779310017824173,0.387668251991272,0.4084356427192688,0.07680056244134903
areas,0.25495338439941406,0.258017361164093,0.13785625994205475,0.13989020884037018,0.24258877336978912,0.29808273911476135,0.3040323853492737,0.24730755388736725,0.2865685224533081,0.2757422626018524,0.6056747436523438,0.1273590475320816
",",0.3365725874900818,0.34394001960754395,0.242568701505661,0.23721925914287567,0.26861095428466797,0.44245919585227966,0.39254459738731384,0.427140474319458,0.2999747693538666,0.2417047619819641,0.2664283812046051,0.31091248989105225
riverside-san,0.21421556174755096,0.23318514227867126,0.4017318785190582,0.4093901216983795,0.3913537859916687,0.17974601686000824,0.12551985681056976,0.2651156187057495,0.16863875091075897,0.41848766803741455,0.29483452439308167,0.12295176833868027
bernardino,0.14287805557250977,0.13240434229373932,0.39600813388824463,0.38698744773864746,0.3130541443824768,0.2179812788963318,0.11563974618911743,0.2018822580575943,0.10695548355579376,0.3172343373298645,0.2726062834262848,0.11443846672773361
area,0.23362743854522705,0.18307331204414368,0.18259401619434357,0.18634328246116638,0.4084356427192688,0.2797197997570038,0.20397496223449707,0.2782127559185028,0.16485756635665894,0.4260755181312561,1.0,0.12640461325645447
as,0.3923053741455078,0.33436354994773865,0.15574920177459717,0.16453246772289276,0.22765286266803741,0.42092081904411316,0.5230465531349182,0.39550232887268066,0.28611117601394653,0.17416566610336304,0.2407972663640976,0.27043893933296204
a,0.36608949303627014,0.34029877185821533,0.19324564933776855,0.183808833360672,0.19835104048252106,0.45503583550453186,0.39883795380592346,1.0,0.3137926161289215,0.1711602658033371,0.2782127559185028,0.23916715383529663
separate,0.17296724021434784,0.22596919536590576,0.0918518528342247,0.1096755638718605,0.10779310017824173,0.3234710395336151,0.3587956726551056,0.3137926161289215,1.0,0.21307119727134705,0.16485756635665894,0.16835719347000122
