,who,edited,electrical,world,magazine,?
in,0.2792111933231354,0.14165684580802917,0.2146623730659485,0.3038199245929718,0.17267684638500214,0.20430970191955566
1888,0.13229268789291382,0.08086849004030228,0.13476867973804474,0.11559953540563583,0.1029939278960228,0.07625395059585571
",",0.3365725874900818,0.3005019426345825,0.24516360461711884,0.26091980934143066,0.2281705141067505,0.31091248989105225
the,0.3733934462070465,0.16830973327159882,0.2523402273654938,0.33604270219802856,0.19931171834468842,0.22068053483963013
editor,0.257452130317688,0.4781627655029297,0.14781472086906433,0.09930609911680222,0.33669522404670715,0.29182010889053345
of,0.2827862501144409,0.1953393965959549,0.23057208955287933,0.2828933000564575,0.16736742854118347,0.1826142966747284
electrical,0.16470956802368164,0.10373380035161972,1.0000001192092896,0.16713489592075348,0.1375461369752884,0.10923371464014053
world,0.25158336758613586,0.10802548378705978,0.16713489592075348,1.0000001192092896,0.2401602417230606,0.17579582333564758
magazine,0.21138475835323334,0.21230347454547882,0.1375461369752884,0.2401602417230606,1.0000001192092896,0.15570664405822754
",",0.3365725874900818,0.3005019426345825,0.24516360461711884,0.26091980934143066,0.2281705141067505,0.31091248989105225
thomas,0.26103657484054565,0.11731591075658798,0.10413900762796402,0.1555086076259613,0.1476946622133255,0.16133050620555878
commerford,0.2187306135892868,0.17260000109672546,0.23124967515468597,0.21601469814777374,0.1887548416852951,0.13851870596408844
martin,0.22000780701637268,0.16359229385852814,0.1795300841331482,0.18339763581752777,0.1235804334282875,0.060103293508291245
(,0.2443375140428543,0.235020250082016,0.21043901145458221,0.22099611163139343,0.16999968886375427,0.40561532974243164
a,0.36608949303627014,0.16548021137714386,0.2779098153114319,0.22239887714385986,0.20126637816429138,0.23916715383529663
friend,0.4425715506076813,0.20572896301746368,0.10597202181816101,0.13841070234775543,0.13065244257450104,0.12953594326972961
and,0.41279885172843933,0.18892063200473785,0.24563585221767426,0.3246132433414459,0.15210320055484772,0.20544172823429108
publicist,0.2650006115436554,0.32333388924598694,0.20046961307525635,0.193137064576149,0.32378384470939636,0.23023360967636108
),0.2457384318113327,0.2208518087863922,0.21096712350845337,0.22386978566646576,0.16483642160892487,0.42300865054130554
",",0.3365725874900818,0.3005019426345825,0.24516360461711884,0.26091980934143066,0.2281705141067505,0.31091248989105225
arranged,0.13102956116199493,0.16954638063907623,0.22077041864395142,0.13481801748275757,0.10260239243507385,0.08499907702207565
for,0.37110671401023865,0.16286160051822662,0.20076188445091248,0.2444595992565155,0.1829415112733841,0.264628142118454
tesla,0.1520961970090866,0.08409854769706726,0.45727142691612244,0.15619845688343048,0.2325788289308548,0.10250775516033173
to,0.42656609416007996,0.16723893582820892,0.2649001479148865,0.26213452219963074,0.15560579299926758,0.29463258385658264
demonstrate,0.21876782178878784,0.21417459845542908,0.2583812177181244,0.09116946160793304,0.09350323677062988,0.20898205041885376
his,0.44966956973075867,0.1679488718509674,0.17698267102241516,0.22569474577903748,0.1464061290025711,0.18075084686279297
alternating,0.0991673618555069,0.10501305758953094,0.40451180934906006,0.1011299267411232,0.08978495001792908,0.13878576457500458
current,0.18425484001636505,0.13331973552703857,0.3573765456676483,0.1596897542476654,0.1426651030778885,0.12074550241231918
system,0.1550477296113968,0.09938497841358185,0.27420902252197266,0.1705089509487152,0.07078167796134949,0.15556083619594574
",",0.3365725874900818,0.3005019426345825,0.24516360461711884,0.26091980934143066,0.2281705141067505,0.31091248989105225
including,0.2835840582847595,0.1596699059009552,0.1397300660610199,0.28752556443214417,0.15019851922988892,0.1633303165435791
his,0.44966956973075867,0.1679488718509674,0.17698267102241516,0.22569474577903748,0.1464061290025711,0.18075084686279297
induction,0.1360868364572525,0.1233154833316803,0.48852047324180603,0.12682124972343445,0.09818494319915771,0.1510571390390396
motor,0.1466689109802246,0.06363606452941895,0.4090021252632141,0.18929767608642578,0.15788178145885468,0.0637441948056221
",",0.3365725874900818,0.3005019426345825,0.24516360461711884,0.26091980934143066,0.2281705141067505,0.31091248989105225
at,0.22096660733222961,0.17983289062976837,0.21410898864269257,0.22825311124324799,0.16858796775341034,0.21978627145290375
the,0.3733934462070465,0.16830973327159882,0.2523402273654938,0.33604270219802856,0.19931171834468842,0.22068053483963013
american,0.3093835413455963,0.23359444737434387,0.1456407755613327,0.2989591062068939,0.21891480684280396,0.18877598643302917
institute,0.16742992401123047,0.22067362070083618,0.19961734116077423,0.20940639078617096,0.2504085302352905,0.115291528403759
of,0.2827862501144409,0.1953393965959549,0.23057208955287933,0.2828933000564575,0.16736742854118347,0.1826142966747284
electrical,0.16470956802368164,0.10373380035161972,1.0000001192092896,0.16713489592075348,0.1375461369752884,0.10923371464014053
engineers,0.24476072192192078,0.13649605214595795,0.4138019382953644,0.23234623670578003,0.20207233726978302,0.18139411509037018
(,0.2443375140428543,0.235020250082016,0.21043901145458221,0.22099611163139343,0.16999968886375427,0.40561532974243164
now,0.29819536209106445,0.23868083953857422,0.17271551489830017,0.2280144989490509,0.14259971678256989,0.29641881585121155
ieee,0.1848582625389099,0.26136723160743713,0.37310829758644104,0.2539602220058441,0.2616514265537262,0.16785793006420135
),0.2457384318113327,0.2208518087863922,0.21096712350845337,0.22386978566646576,0.16483642160892487,0.42300865054130554
.,0.3541337847709656,0.22030365467071533,0.2174808531999588,0.3177160322666168,0.1843809336423874,0.4130953550338745
