,what,was,the,name,of,the,approved,measure,that,helped,cover,the,cost,of,major,city,projects,?
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.30207422375679016,0.2528008222579956,0.5473989248275757,0.3108886480331421,0.26727065443992615,1.0,0.23177006840705872,0.733189046382904,0.31775903701782227,0.35769423842430115,0.23802334070205688,0.22068053483963013
better,0.3551420271396637,0.17653010785579681,0.2113795131444931,0.2685876786708832,0.18950162827968597,0.2113795131444931,0.16849027574062347,0.24925737082958221,0.3591441810131073,0.3062989115715027,0.18256166577339172,0.2113795131444931,0.2272564172744751,0.18950162827968597,0.131906196475029,0.10524167865514755,0.2760952115058899,0.32159438729286194
jacksonville,0.14578714966773987,0.2742757201194763,0.2176690250635147,0.1122477576136589,0.23084138333797455,0.2176690250635147,0.13521422445774078,0.12781518697738647,0.20063675940036774,0.20982107520103455,0.1633467823266983,0.2176690250635147,0.15343798696994781,0.23084138333797455,0.19896230101585388,0.3285287022590637,0.1491067111492157,0.1359667330980301
plan,0.2947953939437866,0.2407723069190979,0.2852855324745178,0.1252472847700119,0.2742128372192383,0.2852855324745178,0.31602561473846436,0.1491544246673584,0.3379872739315033,0.3703976273536682,0.2530810534954071,0.2852855324745178,0.22311893105506897,0.2742128372192383,0.13547688722610474,0.2107371836900711,0.406443327665329,0.1961054503917694
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.28550124168395996,0.18738344311714172,0.4137537479400635,0.2661169171333313,0.24982257187366486,0.4933079481124878,0.20970560610294342,0.4946078956127167,0.29355156421661377,0.35839709639549255,0.2649989724159241,0.31091248989105225
promoted,0.18223430216312408,0.3110249936580658,0.2648380994796753,0.1597653478384018,0.1760295182466507,0.2648380994796753,0.3325195014476776,0.09617705643177032,0.22392258048057556,0.25156089663505554,0.12073352187871933,0.2648380994796753,0.1334182620048523,0.1760295182466507,0.23346209526062012,0.15825007855892181,0.23674800992012024,0.2079106867313385
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.2300160974264145,0.25576961040496826,0.4735107421875,0.18649764358997345,0.22054845094680786,0.48381632566452026,0.1677890419960022,0.3886612355709076,0.20393970608711243,0.21195319294929504,0.2880971133708954,0.27043893933296204
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.272470086812973,0.2953258156776428,0.47537946701049805,0.24550430476665497,0.23858952522277832,0.5829201340675354,0.21993719041347504,0.5052502155303955,0.22990699112415314,0.2349124401807785,0.21870890259742737,0.23916715383529663
blueprint,0.3535868227481842,0.17733338475227356,0.2958637773990631,0.21931111812591553,0.3022735118865967,0.2958637773990631,0.16127009689807892,0.20213596522808075,0.3524036407470703,0.1729373186826706,0.2238926738500595,0.2958637773990631,0.2569427788257599,0.3022735118865967,0.15167175233364105,0.15177854895591736,0.2449159175157547,0.2517049014568329
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.2888582944869995,0.26243719458580017,0.4137635827064514,0.26606255769729614,0.23061032593250275,0.4739971458911896,0.2728281319141388,0.4185989499092102,0.23592928051948547,0.18687109649181366,0.3048563301563263,0.264628142118454
jacksonville,0.14578714966773987,0.2742757201194763,0.2176690250635147,0.1122477576136589,0.23084138333797455,0.2176690250635147,0.13521422445774078,0.12781518697738647,0.20063675940036774,0.20982107520103455,0.1633467823266983,0.2176690250635147,0.15343798696994781,0.23084138333797455,0.19896230101585388,0.3285287022590637,0.1491067111492157,0.1359667330980301
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,-0.004867183975875378,0.004309619776904583,0.04397977516055107,0.0025637869257479906,0.05930739641189575,-0.01540423184633255,0.10079976916313171,-0.03817026689648628,-0.010959804058074951,0.004406440537422895,0.07505683600902557,-0.023395681753754616
future,0.29700374603271484,0.21697655320167542,0.2337762415409088,0.1605333536863327,0.25455814599990845,0.2337762415409088,0.21956315636634827,0.17154037952423096,0.31481194496154785,0.2505360543727875,0.1116907000541687,0.2337762415409088,0.19065923988819122,0.25455814599990845,0.2139899730682373,0.13187392055988312,0.3053058087825775,0.3367180824279785
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.19026720523834229,0.23739957809448242,0.4731321930885315,0.318156898021698,0.27793973684310913,0.5171257257461548,0.2846847474575043,0.5116966962814331,0.29795366525650024,0.2827445864677429,0.3284114897251129,0.20544172823429108
approved,0.23795665800571442,0.27298814058303833,0.30207422375679016,0.1802554875612259,0.3106788992881775,0.30207422375679016,1.0,0.23142103850841522,0.31039899587631226,0.2297133207321167,0.0825599953532219,0.30207422375679016,0.26122188568115234,0.3106788992881775,0.21060197055339813,0.19676660001277924,0.2750382125377655,0.25914356112480164
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.25480157136917114,0.3646814823150635,0.4408751428127289,0.297686904668808,0.2567248046398163,0.37496164441108704,0.24260085821151733,0.20553752779960632,0.4408751428127289,0.17641669511795044,0.3646814823150635,0.19764594733715057,0.21020644903182983,0.2186189442873001,0.17966607213020325
jacksonville,0.14578714966773987,0.2742757201194763,0.2176690250635147,0.1122477576136589,0.23084138333797455,0.2176690250635147,0.13521422445774078,0.12781518697738647,0.20063675940036774,0.20982107520103455,0.1633467823266983,0.2176690250635147,0.15343798696994781,0.23084138333797455,0.19896230101585388,0.3285287022590637,0.1491067111492157,0.1359667330980301
voters,0.2528998553752899,0.24107079207897186,0.2605440318584442,0.14747972786426544,0.20554447174072266,0.2605440318584442,0.3804408013820648,0.2284064143896103,0.26776182651519775,0.20491963624954224,0.08505990356206894,0.2605440318584442,0.20760951936244965,0.20554447174072266,0.15246619284152985,0.20825621485710144,0.22310364246368408,0.21165518462657928
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.23346227407455444,0.17892111837863922,0.435920387506485,0.304380863904953,0.19227565824985504,0.6662389636039734,0.25200018286705017,0.5696388483047485,0.3249945342540741,0.3911624252796173,0.19637514650821686,0.20430970191955566
2000,-0.10562582314014435,0.06843073666095734,-0.015081177465617657,-0.05376099795103073,0.010344067588448524,-0.015081177465617657,-0.048253219574689865,-0.18782010674476624,-0.12745219469070435,-0.013354945927858353,0.0025599761866033077,-0.015081177465617657,-0.14543560147285461,0.010344067588448524,-0.11238539963960648,-0.06562831252813339,-0.10055088251829147,-0.0824366956949234
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.28550124168395996,0.18738344311714172,0.4137537479400635,0.2661169171333313,0.24982257187366486,0.4933079481124878,0.20970560610294342,0.4946078956127167,0.29355156421661377,0.35839709639549255,0.2649989724159241,0.31091248989105225
authorized,0.20935092866420746,0.2730925679206848,0.29675373435020447,0.17695315182209015,0.2933990955352783,0.29675373435020447,0.48032504320144653,0.14342141151428223,0.32410165667533875,0.2152847796678543,0.23189647495746613,0.29675373435020447,0.3046519160270691,0.2933990955352783,0.1219230368733406,0.19014735519886017,0.25623369216918945,0.19555750489234924
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.272470086812973,0.2953258156776428,0.47537946701049805,0.24550430476665497,0.23858952522277832,0.5829201340675354,0.21993719041347504,0.5052502155303955,0.22990699112415314,0.2349124401807785,0.21870890259742737,0.23916715383529663
half-penny,0.27367138862609863,0.3049752414226532,0.2752686142921448,0.24783611297607422,0.1944456398487091,0.2752686142921448,0.1302395612001419,0.2013799548149109,0.27491235733032227,0.17133456468582153,0.2678777575492859,0.2752686142921448,0.32475537061691284,0.1944456398487091,0.14224873483181,0.21137656271457672,0.19656167924404144,0.23125851154327393
sales,0.16469480097293854,0.23775486648082733,0.18809081614017487,0.0601690337061882,0.16567732393741608,0.18809081614017487,0.15961642563343048,0.2671516537666321,0.2218194454908371,0.1452069878578186,0.21300455927848816,0.18809081614017487,0.3587286174297333,0.16567732393741608,0.1726820319890976,0.10897009819746017,0.19077494740486145,0.12966734170913696
